# started on Fri Apr  3 17:25:53 2026

#           time             counts   unit events
     1.000640283             101.99 Joules power/energy-pkg/                                                     
     2.008328784             109.61 Joules power/energy-pkg/                                                     
     3.011336159             123.42 Joules power/energy-pkg/                                                     
     4.016243247             122.58 Joules power/energy-pkg/                                                     
     5.017673163              92.57 Joules power/energy-pkg/                                                     
     6.018981137              87.83 Joules power/energy-pkg/                                                     
     7.020319351              88.84 Joules power/energy-pkg/                                                     
     8.021665928              86.54 Joules power/energy-pkg/                                                     
     9.022991882              84.33 Joules power/energy-pkg/                                                     
    10.024341678              91.00 Joules power/energy-pkg/                                                     
    11.025262270              89.13 Joules power/energy-pkg/                                                     
    12.026629888              85.01 Joules power/energy-pkg/                                                     
    13.027949301              84.25 Joules power/energy-pkg/                                                     
    14.029268784              85.25 Joules power/energy-pkg/                                                     
    15.030270633              91.73 Joules power/energy-pkg/                                                     
    16.033249464              90.02 Joules power/energy-pkg/                                                     
    17.034255428              90.05 Joules power/energy-pkg/                                                     
    18.035589108              87.38 Joules power/energy-pkg/                                                     
    19.036247268              85.40 Joules power/energy-pkg/                                                     
    20.041258836              93.66 Joules power/energy-pkg/                                                     
    21.042237069              91.23 Joules power/energy-pkg/                                                     
    22.043217245              88.45 Joules power/energy-pkg/                                                     
    23.045193450              83.33 Joules power/energy-pkg/                                                     
    24.045769181              80.34 Joules power/energy-pkg/                                                     
    25.047097672              87.84 Joules power/energy-pkg/                                                     
    26.048429609              89.14 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.049266252              89.84 Joules power/energy-pkg/                                                     
    28.052270931              85.26 Joules power/energy-pkg/                                                     
    29.053263405              84.22 Joules power/energy-pkg/                                                     
    30.054702096              91.42 Joules power/energy-pkg/                                                     
    31.056581285              88.06 Joules power/energy-pkg/                                                     
    32.057233611              95.45 Joules power/energy-pkg/                                                     
    33.060202511              99.74 Joules power/energy-pkg/                                                     
    34.061441044              84.59 Joules power/energy-pkg/                                                     
    35.062234810              88.10 Joules power/energy-pkg/                                                     
    36.063517940              88.34 Joules power/energy-pkg/                                                     
    37.064571259              90.90 Joules power/energy-pkg/                                                     
    38.068537488              87.41 Joules power/energy-pkg/                                                     
    39.071249216              79.23 Joules power/energy-pkg/                                                     
    40.072507789              87.12 Joules power/energy-pkg/                                                     
    41.073214725              86.84 Joules power/energy-pkg/                                                     
    42.074243083              89.84 Joules power/energy-pkg/                                                     
    43.077355548              87.26 Joules power/energy-pkg/                                                     
    44.078239467              90.25 Joules power/energy-pkg/                                                     
    45.083223393             102.07 Joules power/energy-pkg/                                                     
    46.084229780             105.39 Joules power/energy-pkg/                                                     
    47.085230619             102.45 Joules power/energy-pkg/                                                     
    48.086228965              96.06 Joules power/energy-pkg/                                                     
    49.087215744             100.14 Joules power/energy-pkg/                                                     
    50.088219827             103.39 Joules power/energy-pkg/                                                     
    51.089232632             103.73 Joules power/energy-pkg/                                                     
    52.090235942             101.45 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.091238736              99.19 Joules power/energy-pkg/                                                     
    54.092228693              97.94 Joules power/energy-pkg/                                                     
    55.093240513              99.93 Joules power/energy-pkg/                                                     
    56.095700025             101.51 Joules power/energy-pkg/                                                     
    57.096211611             102.71 Joules power/energy-pkg/                                                     
    58.097216867             100.96 Joules power/energy-pkg/                                                     
    59.098216426             103.46 Joules power/energy-pkg/                                                     
    60.099224271             102.62 Joules power/energy-pkg/                                                     
    61.100244225             100.60 Joules power/energy-pkg/                                                     
    62.103314215             107.78 Joules power/energy-pkg/                                                     
    63.104241094             113.64 Joules power/energy-pkg/                                                     
    64.107205510             103.40 Joules power/energy-pkg/                                                     
    65.108204606             103.90 Joules power/energy-pkg/                                                     
    66.109209500             104.02 Joules power/energy-pkg/                                                     
    67.110206916             102.00 Joules power/energy-pkg/                                                     
