# started on Fri Apr  3 17:39:54 2026

#           time             counts unit events
   229.375010205        576,922,015      L1-dcache-loads                                                         (45.46%)
   229.375010205         45,972,223      L1-dcache-load-misses            #    7.97% of all L1-dcache accesses   (18.18%)
   229.375010205    <not supported>      L1-icache-loads                                                       
   229.375010205         50,382,472      L1-icache-load-misses                                                   (18.18%)
   229.375010205         17,745,551      LLC-loads                                                               (27.27%)
   229.375010205             11,300      LLC-load-misses                  #    0.06% of all LL-cache accesses    (36.36%)
   229.375010205          3,312,590      dTLB-load-misses                                                        (36.36%)
   229.375010205          1,969,452      iTLB-load-misses                                                        (36.36%)
   229.375010205                  1      minor-faults                                                          
   229.375010205                  0      major-faults                                                          
   230.376009024      2,171,557,498      cycles                                                                  (36.36%)
   230.376009024      2,200,193,203      instructions                     #    1.01  insn per cycle              (45.45%)
   230.376009024        379,731,165      branches                                                                (45.45%)
   230.376009024         16,979,221      branch-misses                    #    4.47% of all branches             (45.46%)
   230.376009024        603,554,361      L1-dcache-loads                                                         (45.46%)
   230.376009024         50,396,739      L1-dcache-load-misses            #    8.35% of all L1-dcache accesses   (18.18%)
   230.376009024    <not supported>      L1-icache-loads                                                       
   230.376009024         45,924,755      L1-icache-load-misses                                                   (18.18%)
   230.376009024         17,640,649      LLC-loads                                                               (27.27%)
   230.376009024             18,659      LLC-load-misses                  #    0.11% of all LL-cache accesses    (36.36%)
   230.376009024          3,089,419      dTLB-load-misses                                                        (36.36%)
   230.376009024          1,824,668      iTLB-load-misses                                                        (36.36%)
   230.376009024                280      minor-faults                                                          
   230.376009024                  0      major-faults                                                          
   231.377244229      2,172,293,011      cycles                                                                  (36.35%)
   231.377244229      2,443,778,857      instructions                     #    1.12  insn per cycle              (45.46%)
   231.377244229        392,864,746      branches                                                                (45.46%)
   231.377244229         15,862,049      branch-misses                    #    4.04% of all branches             (45.47%)
   231.377244229        661,949,367      L1-dcache-loads                                                         (45.47%)
   231.377244229         58,564,279      L1-dcache-load-misses            #    8.85% of all L1-dcache accesses   (18.18%)
   231.377244229    <not supported>      L1-icache-loads                                                       
   231.377244229         42,201,874      L1-icache-load-misses                                                   (18.18%)
   231.377244229         18,322,989      LLC-loads                                                               (27.26%)
   231.377244229             18,086      LLC-load-misses                  #    0.10% of all LL-cache accesses    (36.35%)
   231.377244229          2,858,879      dTLB-load-misses                                                        (36.35%)
   231.377244229          1,657,953      iTLB-load-misses                                                        (36.35%)
   231.377244229                  0      minor-faults                                                          
   231.377244229                  0      major-faults                                                          
   232.378006425      2,171,285,771      cycles                                                                  (36.37%)
   232.378006425      2,442,308,814      instructions                     #    1.12  insn per cycle              (45.44%)
   232.378006425        392,618,146      branches                                                                (45.44%)
   232.378006425         15,981,579      branch-misses                    #    4.07% of all branches             (45.45%)
   232.378006425        669,257,496      L1-dcache-loads                                                         (45.44%)
   232.378006425         61,604,537      L1-dcache-load-misses            #    9.20% of all L1-dcache accesses   (18.18%)
   232.378006425    <not supported>      L1-icache-loads                                                       
   232.378006425         42,431,764      L1-icache-load-misses                                                   (18.19%)
   232.378006425         18,579,451      LLC-loads                                                               (27.28%)
   232.378006425             15,603      LLC-load-misses                  #    0.08% of all LL-cache accesses    (36.37%)
   232.378006425          2,906,062      dTLB-load-misses                                                        (36.37%)
   232.378006425          1,670,137      iTLB-load-misses                                                        (36.37%)
   232.378006425                  1      minor-faults                                                          
   232.378006425                  0      major-faults                                                          
   233.379030732        666,834,373      cycles                                                                  (36.21%)
   233.379030732        747,923,933      instructions                     #    1.12  insn per cycle              (45.30%)
   233.379030732        122,226,351      branches                                                                (45.25%)
   233.379030732          4,841,258      branch-misses                    #    3.96% of all branches             (45.21%)
   233.379030732        204,133,284      L1-dcache-loads                                                         (45.19%)
   233.379030732         17,236,722      L1-dcache-load-misses            #    8.44% of all L1-dcache accesses   (18.20%)
   233.379030732    <not supported>      L1-icache-loads                                                       
   233.379030732         12,632,835      L1-icache-load-misses                                                   (18.21%)
   233.379030732          5,590,348      LLC-loads                                                               (27.31%)
   233.379030732             59,589      LLC-load-misses                  #    1.07% of all LL-cache accesses    (36.53%)
   233.379030732            936,059      dTLB-load-misses                                                        (36.59%)
   233.379030732            500,737      iTLB-load-misses                                                        (36.43%)
   233.379030732              1,354      minor-faults                                                          
   233.379030732                  0      major-faults                                                          
   234.380240212      <not counted>      cycles                                                                  (0.00%)
   234.380240212      <not counted>      instructions                                                            (0.00%)
   234.380240212      <not counted>      branches                                                                (0.00%)
   234.380240212              1,046      branch-misses                                                         
   234.380240212              6,492      L1-dcache-loads                                                       
   234.380240212      <not counted>      L1-dcache-load-misses                                                   (0.00%)
   234.380240212    <not supported>      L1-icache-loads                                                       
   234.380240212      <not counted>      L1-icache-load-misses                                                   (0.00%)
   234.380240212      <not counted>      LLC-loads                                                               (0.00%)
   234.380240212      <not counted>      LLC-load-misses                                                         (0.00%)
   234.380240212      <not counted>      dTLB-load-misses                                                        (0.00%)
   234.380240212      <not counted>      iTLB-load-misses                                                        (0.00%)
   234.380240212                  0      minor-faults                                                          
   234.380240212                  0      major-faults                                                          
#           time             counts unit events
   235.380997045      <not counted>      cycles                                                                  (0.00%)
   235.380997045      <not counted>      instructions                                                            (0.00%)
   235.380997045      <not counted>      branches                                                                (0.00%)
   235.380997045                872      branch-misses                                                         
   235.380997045              6,498      L1-dcache-loads                                                       
   235.380997045      <not counted>      L1-dcache-load-misses                                                   (0.00%)
   235.380997045    <not supported>      L1-icache-loads                                                       
   235.380997045      <not counted>      L1-icache-load-misses                                                   (0.00%)
   235.380997045      <not counted>      LLC-loads                                                               (0.00%)
   235.380997045      <not counted>      LLC-load-misses                                                         (0.00%)
   235.380997045      <not counted>      dTLB-load-misses                                                        (0.00%)
   235.380997045      <not counted>      iTLB-load-misses                                                        (0.00%)
   235.380997045                  0      minor-faults                                                          
   235.380997045                  0      major-faults                                                          
   236.382035871      <not counted>      cycles                                                                  (0.00%)
   236.382035871      <not counted>      instructions                                                            (0.00%)
   236.382035871      <not counted>      branches                                                                (0.00%)
   236.382035871              1,047      branch-misses                                                         
   236.382035871              6,500      L1-dcache-loads                                                       
   236.382035871      <not counted>      L1-dcache-load-misses                                                   (0.00%)
   236.382035871    <not supported>      L1-icache-loads                                                       
   236.382035871      <not counted>      L1-icache-load-misses                                                   (0.00%)
   236.382035871      <not counted>      LLC-loads                                                               (0.00%)
   236.382035871      <not counted>      LLC-load-misses                                                         (0.00%)
   236.382035871      <not counted>      dTLB-load-misses                                                        (0.00%)
   236.382035871      <not counted>      iTLB-load-misses                                                        (0.00%)
   236.382035871                  0      minor-faults                                                          
   236.382035871                  0      major-faults                                                          
   237.383005907      <not counted>      cycles                                                                  (0.00%)
   237.383005907      <not counted>      instructions                                                            (0.00%)
   237.383005907      <not counted>      branches                                                                (0.00%)
   237.383005907              1,303      branch-misses                                                         
   237.383005907             10,748      L1-dcache-loads                                                       
   237.383005907      <not counted>      L1-dcache-load-misses                                                   (0.00%)
   237.383005907    <not supported>      L1-icache-loads                                                       
   237.383005907      <not counted>      L1-icache-load-misses                                                   (0.00%)
   237.383005907      <not counted>      LLC-loads                                                               (0.00%)
   237.383005907      <not counted>      LLC-load-misses                                                         (0.00%)
   237.383005907      <not counted>      dTLB-load-misses                                                        (0.00%)
   237.383005907      <not counted>      iTLB-load-misses                                                        (0.00%)
   237.383005907                  0      minor-faults                                                          
   237.383005907                  0      major-faults                                                          
   238.452139305      <not counted>      cycles                                                                  (0.00%)
   238.452139305      <not counted>      instructions                                                            (0.00%)
   238.452139305      <not counted>      branches                                                                (0.00%)
   238.452139305              1,069      branch-misses                                                           (47.89%)
   238.452139305              9,504      L1-dcache-loads                                                       
   238.452139305              2,295      L1-dcache-load-misses            #   24.15% of all L1-dcache accesses   (52.11%)
   238.452139305    <not supported>      L1-icache-loads                                                       
   238.452139305      <not counted>      L1-icache-load-misses                                                   (0.00%)
   238.452139305      <not counted>      LLC-loads                                                               (0.00%)
   238.452139305      <not counted>      LLC-load-misses                                                         (0.00%)
   238.452139305      <not counted>      dTLB-load-misses                                                        (0.00%)
   238.452139305      <not counted>      iTLB-load-misses                                                        (0.00%)
   238.452139305                  0      minor-faults                                                          
   238.452139305                  0      major-faults                                                          
   239.453000134      <not counted>      cycles                                                                  (0.00%)
   239.453000134      <not counted>      instructions                                                            (0.00%)
   239.453000134      <not counted>      branches                                                                (0.00%)
   239.453000134      <not counted>      branch-misses                                                           (0.00%)
   239.453000134              6,526      L1-dcache-loads                                                       
   239.453000134              1,005      L1-dcache-load-misses            #   15.40% of all L1-dcache accesses 
   239.453000134    <not supported>      L1-icache-loads                                                       
   239.453000134      <not counted>      L1-icache-load-misses                                                   (0.00%)
   239.453000134      <not counted>      LLC-loads                                                               (0.00%)
   239.453000134      <not counted>      LLC-load-misses                                                         (0.00%)
   239.453000134      <not counted>      dTLB-load-misses                                                        (0.00%)
   239.453000134      <not counted>      iTLB-load-misses                                                        (0.00%)
   239.453000134                  0      minor-faults                                                          
   239.453000134                  0      major-faults                                                          
   240.454001734      <not counted>      cycles                                                                  (0.00%)
   240.454001734      <not counted>      instructions                                                            (0.00%)
   240.454001734      <not counted>      branches                                                                (0.00%)
   240.454001734      <not counted>      branch-misses                                                           (0.00%)
   240.454001734              6,486      L1-dcache-loads                                                       
   240.454001734              1,021      L1-dcache-load-misses            #   15.74% of all L1-dcache accesses 
   240.454001734    <not supported>      L1-icache-loads                                                       
   240.454001734      <not counted>      L1-icache-load-misses                                                   (0.00%)
   240.454001734      <not counted>      LLC-loads                                                               (0.00%)
   240.454001734      <not counted>      LLC-load-misses                                                         (0.00%)
   240.454001734      <not counted>      dTLB-load-misses                                                        (0.00%)
   240.454001734      <not counted>      iTLB-load-misses                                                        (0.00%)
   240.454001734                  0      minor-faults                                                          
   240.454001734                  0      major-faults                                                          
   241.455223693      <not counted>      cycles                                                                  (0.00%)
   241.455223693      <not counted>      instructions                                                            (0.00%)
   241.455223693      <not counted>      branches                                                                (0.00%)
   241.455223693      <not counted>      branch-misses                                                           (0.00%)
   241.455223693              6,495      L1-dcache-loads                                                       
   241.455223693                991      L1-dcache-load-misses            #   15.26% of all L1-dcache accesses 
   241.455223693    <not supported>      L1-icache-loads                                                       
   241.455223693      <not counted>      L1-icache-load-misses                                                   (0.00%)
   241.455223693      <not counted>      LLC-loads                                                               (0.00%)
   241.455223693      <not counted>      LLC-load-misses                                                         (0.00%)
   241.455223693      <not counted>      dTLB-load-misses                                                        (0.00%)
   241.455223693      <not counted>      iTLB-load-misses                                                        (0.00%)
   241.455223693                  0      minor-faults                                                          
   241.455223693                  0      major-faults                                                          
   242.456008184          1,866,854      cycles                                                                  (50.35%)
   242.456008184            879,208      instructions                     #    0.47  insn per cycle              (63.19%)
   242.456008184            145,603      branches                                                                (79.03%)
   242.456008184             14,771      branch-misses                    #   10.14% of all branches             (79.03%)
   242.456008184             85,040      L1-dcache-loads                                                         (7.63%)
   242.456008184             13,083      L1-dcache-load-misses            #   15.38% of all L1-dcache accesses   (7.63%)
   242.456008184    <not supported>      L1-icache-loads                                                       
   242.456008184      <not counted>      L1-icache-load-misses                                                   (0.00%)
   242.456008184             13,247      LLC-loads                                                               (13.35%)
   242.456008184              6,361      LLC-load-misses                  #   48.02% of all LL-cache accesses    (13.35%)
   242.456008184              3,199      dTLB-load-misses                                                        (13.35%)
   242.456008184              1,401      iTLB-load-misses                                                        (13.35%)
   242.456008184                  0      minor-faults                                                          
   242.456008184                  0      major-faults                                                          
   243.457246438      <not counted>      cycles                                                                  (0.00%)
   243.457246438      <not counted>      instructions                                                            (0.00%)
   243.457246438      <not counted>      branches                                                                (0.00%)
   243.457246438      <not counted>      branch-misses                                                           (0.00%)
   243.457246438              6,492      L1-dcache-loads                                                       
   243.457246438              1,033      L1-dcache-load-misses            #   15.91% of all L1-dcache accesses 
   243.457246438    <not supported>      L1-icache-loads                                                       
   243.457246438      <not counted>      L1-icache-load-misses                                                   (0.00%)
   243.457246438      <not counted>      LLC-loads                                                               (0.00%)
   243.457246438      <not counted>      LLC-load-misses                                                         (0.00%)
   243.457246438      <not counted>      dTLB-load-misses                                                        (0.00%)
   243.457246438      <not counted>      iTLB-load-misses                                                        (0.00%)
   243.457246438                  0      minor-faults                                                          
   243.457246438                  0      major-faults                                                          
   244.458438818      <not counted>      cycles                                                                  (0.00%)
   244.458438818      <not counted>      instructions                                                            (0.00%)
   244.458438818      <not counted>      branches                                                                (0.00%)
   244.458438818      <not counted>      branch-misses                                                           (0.00%)
   244.458438818              6,499      L1-dcache-loads                                                       
   244.458438818              1,000      L1-dcache-load-misses            #   15.39% of all L1-dcache accesses 
   244.458438818    <not supported>      L1-icache-loads                                                       
   244.458438818      <not counted>      L1-icache-load-misses                                                   (0.00%)
   244.458438818      <not counted>      LLC-loads                                                               (0.00%)
   244.458438818      <not counted>      LLC-load-misses                                                         (0.00%)
   244.458438818      <not counted>      dTLB-load-misses                                                        (0.00%)
   244.458438818      <not counted>      iTLB-load-misses                                                        (0.00%)
   244.458438818                  0      minor-faults                                                          
   244.458438818                  0      major-faults                                                          
   245.509481850      <not counted>      cycles                                                                  (0.00%)
   245.509481850      <not counted>      instructions                                                            (0.00%)
   245.509481850      <not counted>      branches                                                                (0.00%)
   245.509481850      <not counted>      branch-misses                                                           (0.00%)
   245.509481850             16,995      L1-dcache-loads                                                       
   245.509481850              2,195      L1-dcache-load-misses            #   12.92% of all L1-dcache accesses 
   245.509481850    <not supported>      L1-icache-loads                                                       
   245.509481850      <not counted>      L1-icache-load-misses                                                   (0.00%)
   245.509481850      <not counted>      LLC-loads                                                               (0.00%)
   245.509481850      <not counted>      LLC-load-misses                                                         (0.00%)
   245.509481850      <not counted>      dTLB-load-misses                                                        (0.00%)
   245.509481850      <not counted>      iTLB-load-misses                                                        (0.00%)
   245.509481850                  0      minor-faults                                                          
   245.509481850                  0      major-faults                                                          
   246.510752440      <not counted>      cycles                                                                  (0.00%)
   246.510752440      <not counted>      instructions                                                            (0.00%)
   246.510752440      <not counted>      branches                                                                (0.00%)
   246.510752440      <not counted>      branch-misses                                                           (0.00%)
   246.510752440             17,174      L1-dcache-loads                                                       
   246.510752440              2,206      L1-dcache-load-misses            #   12.84% of all L1-dcache accesses 
   246.510752440    <not supported>      L1-icache-loads                                                       
   246.510752440      <not counted>      L1-icache-load-misses                                                   (0.00%)
   246.510752440      <not counted>      LLC-loads                                                               (0.00%)
   246.510752440      <not counted>      LLC-load-misses                                                         (0.00%)
   246.510752440      <not counted>      dTLB-load-misses                                                        (0.00%)
   246.510752440      <not counted>      iTLB-load-misses                                                        (0.00%)
   246.510752440                  0      minor-faults                                                          
   246.510752440                  0      major-faults                                                          
   247.511954238      <not counted>      cycles                                                                  (0.00%)
   247.511954238      <not counted>      instructions                                                            (0.00%)
   247.511954238      <not counted>      branches                                                                (0.00%)
   247.511954238      <not counted>      branch-misses                                                           (0.00%)
   247.511954238             17,112      L1-dcache-loads                                                       
   247.511954238              2,189      L1-dcache-load-misses            #   12.79% of all L1-dcache accesses 
   247.511954238    <not supported>      L1-icache-loads                                                       
   247.511954238      <not counted>      L1-icache-load-misses                                                   (0.00%)
   247.511954238      <not counted>      LLC-loads                                                               (0.00%)
   247.511954238      <not counted>      LLC-load-misses                                                         (0.00%)
   247.511954238      <not counted>      dTLB-load-misses                                                        (0.00%)
   247.511954238      <not counted>      iTLB-load-misses                                                        (0.00%)
   247.511954238                  0      minor-faults                                                          
   247.511954238                  0      major-faults                                                          
   248.513191732      <not counted>      cycles                                                                  (0.00%)
   248.513191732      <not counted>      instructions                                                            (0.00%)
   248.513191732      <not counted>      branches                                                                (0.00%)
   248.513191732      <not counted>      branch-misses                                                           (0.00%)
   248.513191732             16,769      L1-dcache-loads                                                       
   248.513191732              2,248      L1-dcache-load-misses            #   13.41% of all L1-dcache accesses 
   248.513191732    <not supported>      L1-icache-loads                                                       
   248.513191732      <not counted>      L1-icache-load-misses                                                   (0.00%)
   248.513191732      <not counted>      LLC-loads                                                               (0.00%)
   248.513191732      <not counted>      LLC-load-misses                                                         (0.00%)
   248.513191732      <not counted>      dTLB-load-misses                                                        (0.00%)
   248.513191732      <not counted>      iTLB-load-misses                                                        (0.00%)
   248.513191732                  0      minor-faults                                                          
   248.513191732                  0      major-faults                                                          
   249.514004283      <not counted>      cycles                                                                  (0.00%)
   249.514004283      <not counted>      instructions                                                            (0.00%)
   249.514004283      <not counted>      branches                                                                (0.00%)
   249.514004283      <not counted>      branch-misses                                                           (0.00%)
   249.514004283             16,831      L1-dcache-loads                                                       
   249.514004283              2,218      L1-dcache-load-misses            #   13.18% of all L1-dcache accesses 
   249.514004283    <not supported>      L1-icache-loads                                                       
   249.514004283      <not counted>      L1-icache-load-misses                                                   (0.00%)
   249.514004283      <not counted>      LLC-loads                                                               (0.00%)
   249.514004283      <not counted>      LLC-load-misses                                                         (0.00%)
   249.514004283      <not counted>      dTLB-load-misses                                                        (0.00%)
   249.514004283      <not counted>      iTLB-load-misses                                                        (0.00%)
   249.514004283                  0      minor-faults                                                          
   249.514004283                  0      major-faults                                                          
   250.515229002      <not counted>      cycles                                                                  (0.00%)
   250.515229002      <not counted>      instructions                                                            (0.00%)
   250.515229002      <not counted>      branches                                                                (0.00%)
   250.515229002      <not counted>      branch-misses                                                           (0.00%)
   250.515229002             16,939      L1-dcache-loads                                                       
   250.515229002              2,416      L1-dcache-load-misses            #   14.26% of all L1-dcache accesses 
   250.515229002    <not supported>      L1-icache-loads                                                       
   250.515229002      <not counted>      L1-icache-load-misses                                                   (0.00%)
   250.515229002      <not counted>      LLC-loads                                                               (0.00%)
   250.515229002      <not counted>      LLC-load-misses                                                         (0.00%)
   250.515229002      <not counted>      dTLB-load-misses                                                        (0.00%)
   250.515229002      <not counted>      iTLB-load-misses                                                        (0.00%)
   250.515229002                  0      minor-faults                                                          
   250.515229002                  0      major-faults                                                          
   251.516424340      <not counted>      cycles                                                                  (0.00%)
   251.516424340      <not counted>      instructions                                                            (0.00%)
   251.516424340      <not counted>      branches                                                                (0.00%)
   251.516424340      <not counted>      branch-misses                                                           (0.00%)
   251.516424340             17,550      L1-dcache-loads                                                       
   251.516424340              2,237      L1-dcache-load-misses            #   12.75% of all L1-dcache accesses 
   251.516424340    <not supported>      L1-icache-loads                                                       
   251.516424340      <not counted>      L1-icache-load-misses                                                   (0.00%)
   251.516424340      <not counted>      LLC-loads                                                               (0.00%)
   251.516424340      <not counted>      LLC-load-misses                                                         (0.00%)
   251.516424340      <not counted>      dTLB-load-misses                                                        (0.00%)
   251.516424340      <not counted>      iTLB-load-misses                                                        (0.00%)
   251.516424340                  0      minor-faults                                                          
   251.516424340                  0      major-faults                                                          
   252.517626188      <not counted>      cycles                                                                  (0.00%)
   252.517626188      <not counted>      instructions                                                            (0.00%)
   252.517626188      <not counted>      branches                                                                (0.00%)
   252.517626188      <not counted>      branch-misses                                                           (0.00%)
   252.517626188             17,384      L1-dcache-loads                                                       
   252.517626188              2,291      L1-dcache-load-misses            #   13.18% of all L1-dcache accesses 
   252.517626188    <not supported>      L1-icache-loads                                                       
   252.517626188      <not counted>      L1-icache-load-misses                                                   (0.00%)
   252.517626188      <not counted>      LLC-loads                                                               (0.00%)
   252.517626188      <not counted>      LLC-load-misses                                                         (0.00%)
   252.517626188      <not counted>      dTLB-load-misses                                                        (0.00%)
   252.517626188      <not counted>      iTLB-load-misses                                                        (0.00%)
   252.517626188                  0      minor-faults                                                          
   252.517626188                  0      major-faults                                                          
   253.518883498      <not counted>      cycles                                                                  (0.00%)
   253.518883498      <not counted>      instructions                                                            (0.00%)
   253.518883498      <not counted>      branches                                                                (0.00%)
   253.518883498      <not counted>      branch-misses                                                           (0.00%)
   253.518883498             16,801      L1-dcache-loads                                                       
   253.518883498              2,151      L1-dcache-load-misses            #   12.80% of all L1-dcache accesses 
   253.518883498    <not supported>      L1-icache-loads                                                       
   253.518883498      <not counted>      L1-icache-load-misses                                                   (0.00%)
   253.518883498      <not counted>      LLC-loads                                                               (0.00%)
   253.518883498      <not counted>      LLC-load-misses                                                         (0.00%)
   253.518883498      <not counted>      dTLB-load-misses                                                        (0.00%)
   253.518883498      <not counted>      iTLB-load-misses                                                        (0.00%)
   253.518883498                  0      minor-faults                                                          
   253.518883498                  0      major-faults                                                          
   254.520008009      <not counted>      cycles                                                                  (0.00%)
   254.520008009      <not counted>      instructions                                                            (0.00%)
   254.520008009      <not counted>      branches                                                                (0.00%)
   254.520008009      <not counted>      branch-misses                                                           (0.00%)
   254.520008009             16,696      L1-dcache-loads                                                       
   254.520008009              2,046      L1-dcache-load-misses            #   12.25% of all L1-dcache accesses 
   254.520008009    <not supported>      L1-icache-loads                                                       
   254.520008009      <not counted>      L1-icache-load-misses                                                   (0.00%)
   254.520008009      <not counted>      LLC-loads                                                               (0.00%)
   254.520008009      <not counted>      LLC-load-misses                                                         (0.00%)
   254.520008009      <not counted>      dTLB-load-misses                                                        (0.00%)
   254.520008009      <not counted>      iTLB-load-misses                                                        (0.00%)
   254.520008009                  0      minor-faults                                                          
   254.520008009                  0      major-faults                                                          
   255.520534804      <not counted>      cycles                                                                  (0.00%)
   255.520534804      <not counted>      instructions                                                            (0.00%)
   255.520534804      <not counted>      branches                                                                (0.00%)
   255.520534804      <not counted>      branch-misses                                                           (0.00%)
   255.520534804             16,846      L1-dcache-loads                                                       
   255.520534804              2,334      L1-dcache-load-misses            #   13.85% of all L1-dcache accesses 
   255.520534804    <not supported>      L1-icache-loads                                                       
   255.520534804      <not counted>      L1-icache-load-misses                                                   (0.00%)
   255.520534804      <not counted>      LLC-loads                                                               (0.00%)
   255.520534804      <not counted>      LLC-load-misses                                                         (0.00%)
   255.520534804      <not counted>      dTLB-load-misses                                                        (0.00%)
   255.520534804      <not counted>      iTLB-load-misses                                                        (0.00%)
   255.520534804                  0      minor-faults                                                          
   255.520534804                  0      major-faults                                                          
   256.521855373        571,713,917      cycles                                                                  (35.27%)
   256.521855373        489,465,572      instructions                     #    0.86  insn per cycle              (44.15%)
   256.521855373         98,445,255      branches                                                                (44.49%)
   256.521855373          4,975,367      branch-misses                    #    5.05% of all branches             (44.93%)
   256.521855373        126,336,904      L1-dcache-loads                                                         (39.60%)
   256.521855373          9,571,516      L1-dcache-load-misses            #    7.58% of all L1-dcache accesses   (18.98%)
   256.521855373    <not supported>      L1-icache-loads                                                       
