# started on Fri Apr  3 17:39:54 2026

#           time             counts unit events
   568.202215542         34,885,483      L1-icache-load-misses                                                   (20.41%)
   568.202215542         15,832,176      LLC-loads                                                               (27.58%)
   568.202215542          4,414,950      LLC-load-misses                  #   27.89% of all LL-cache accesses    (36.69%)
   568.202215542          3,804,867      dTLB-load-misses                                                        (36.99%)
   568.202215542            767,901      iTLB-load-misses                                                        (37.10%)
   568.202215542             15,010      minor-faults                                                          
   568.202215542                  0      major-faults                                                          
   569.203567150      2,107,697,785      cycles                                                                  (36.22%)
   569.203567150      1,721,192,945      instructions                     #    0.82  insn per cycle              (45.63%)
   569.203567150        346,873,605      branches                                                                (46.10%)
   569.203567150         18,517,697      branch-misses                    #    5.34% of all branches             (46.41%)
   569.203567150        473,011,415      L1-dcache-loads                                                         (38.73%)
   569.203567150         35,115,444      L1-dcache-load-misses            #    7.42% of all L1-dcache accesses   (20.96%)
   569.203567150    <not supported>      L1-icache-loads                                                       
   569.203567150         36,231,271      L1-icache-load-misses                                                   (20.04%)
   569.203567150         15,929,529      LLC-loads                                                               (26.29%)
   569.203567150          4,331,943      LLC-load-misses                  #   27.19% of all LL-cache accesses    (35.21%)
   569.203567150          4,188,602      dTLB-load-misses                                                        (35.30%)
   569.203567150            855,497      iTLB-load-misses                                                        (35.70%)
   569.203567150             15,194      minor-faults                                                          
   569.203567150                  0      major-faults                                                          
   570.204002518      2,112,843,602      cycles                                                                  (35.86%)
   570.204002518      1,633,416,184      instructions                     #    0.77  insn per cycle              (45.02%)
   570.204002518        330,527,215      branches                                                                (45.21%)
   570.204002518         18,887,343      branch-misses                    #    5.71% of all branches             (45.70%)
   570.204002518        437,187,716      L1-dcache-loads                                                         (38.53%)
   570.204002518         35,658,542      L1-dcache-load-misses            #    8.16% of all L1-dcache accesses   (19.04%)
   570.204002518    <not supported>      L1-icache-loads                                                       
   570.204002518         35,956,659      L1-icache-load-misses                                                   (19.75%)
   570.204002518         17,061,638      LLC-loads                                                               (27.65%)
   570.204002518          4,691,416      LLC-load-misses                  #   27.50% of all LL-cache accesses    (36.57%)
   570.204002518          4,400,954      dTLB-load-misses                                                        (36.18%)
   570.204002518            887,544      iTLB-load-misses                                                        (35.88%)
   570.204002518             16,610      minor-faults                                                          
   570.204002518                  0      major-faults                                                          
   571.205037314      2,109,848,099      cycles                                                                  (36.39%)
   571.205037314      1,626,109,150      instructions                     #    0.77  insn per cycle              (45.11%)
   571.205037314        324,343,316      branches                                                                (45.00%)
   571.205037314         19,120,224      branch-misses                    #    5.90% of all branches             (44.99%)
   571.205037314        438,844,397      L1-dcache-loads                                                         (41.30%)
   571.205037314         35,670,299      L1-dcache-load-misses            #    8.13% of all L1-dcache accesses   (21.43%)
   571.205037314    <not supported>      L1-icache-loads                                                       
   571.205037314         38,495,048      L1-icache-load-misses                                                   (20.47%)
   571.205037314         16,586,509      LLC-loads                                                               (27.12%)
   571.205037314          4,180,223      LLC-load-misses                  #   25.20% of all LL-cache accesses    (36.24%)
   571.205037314          4,077,201      dTLB-load-misses                                                        (36.22%)
   571.205037314            838,378      iTLB-load-misses                                                        (36.37%)
   571.205037314             14,641      minor-faults                                                          
   571.205037314                  0      major-faults                                                          
   572.206637046      2,115,103,127      cycles                                                                  (36.06%)
   572.206637046      1,302,219,856      instructions                     #    0.62  insn per cycle              (45.06%)
   572.206637046        273,803,998      branches                                                                (44.75%)
   572.206637046         16,449,903      branch-misses                    #    6.01% of all branches             (44.34%)
   572.206637046        383,709,026      L1-dcache-loads                                                         (33.53%)
   572.206637046         38,308,561      L1-dcache-load-misses            #    9.98% of all L1-dcache accesses   (20.27%)
   572.206637046    <not supported>      L1-icache-loads                                                       
   572.206637046         34,692,165      L1-icache-load-misses                                                   (20.15%)
   572.206637046         17,193,333      LLC-loads                                                               (27.32%)
   572.206637046          6,331,486      LLC-load-misses                  #   36.83% of all LL-cache accesses    (36.33%)
   572.206637046          4,164,071      dTLB-load-misses                                                        (35.39%)
   572.206637046            727,058      iTLB-load-misses                                                        (35.27%)
   572.206637046             12,721      minor-faults                                                          
   572.206637046                  0      major-faults                                                          
   573.208184475      2,122,070,551      cycles                                                                  (35.64%)
   573.208184475      1,342,209,449      instructions                     #    0.63  insn per cycle              (44.72%)
   573.208184475        297,929,828      branches                                                                (44.71%)
   573.208184475         15,698,165      branch-misses                    #    5.27% of all branches             (45.09%)
   573.208184475        362,154,779      L1-dcache-loads                                                         (37.10%)
   573.208184475         40,626,689      L1-dcache-load-misses            #   11.22% of all L1-dcache accesses   (22.48%)
   573.208184475    <not supported>      L1-icache-loads                                                       
   573.208184475         22,369,324      L1-icache-load-misses                                                   (21.87%)
   573.208184475         22,185,841      LLC-loads                                                               (27.69%)
   573.208184475         12,804,780      LLC-load-misses                  #   57.72% of all LL-cache accesses    (36.89%)
   573.208184475          3,968,043      dTLB-load-misses                                                        (36.40%)
   573.208184475            547,786      iTLB-load-misses                                                        (36.23%)
   573.208184475             11,227      minor-faults                                                          
   573.208184475                  0      major-faults                                                          
#           time             counts unit events
   574.209744404      2,113,179,695      cycles                                                                  (37.62%)
   574.209744404      1,583,137,082      instructions                     #    0.75  insn per cycle              (46.76%)
   574.209744404        348,598,399      branches                                                                (46.37%)
   574.209744404         15,710,029      branch-misses                    #    4.51% of all branches             (45.67%)
   574.209744404        437,560,283      L1-dcache-loads                                                         (35.34%)
   574.209744404         36,351,333      L1-dcache-load-misses            #    8.31% of all L1-dcache accesses   (21.96%)
   574.209744404    <not supported>      L1-icache-loads                                                       
   574.209744404         24,669,949      L1-icache-load-misses                                                   (21.43%)
   574.209744404         19,127,041      LLC-loads                                                               (26.85%)
   574.209744404         10,427,275      LLC-load-misses                  #   54.52% of all LL-cache accesses    (36.07%)
   574.209744404          3,832,205      dTLB-load-misses                                                        (36.58%)
   574.209744404            565,700      iTLB-load-misses                                                        (37.26%)
   574.209744404             10,682      minor-faults                                                          
   574.209744404                  0      major-faults                                                          
   575.211098690      2,117,299,740      cycles                                                                  (35.37%)
   575.211098690      1,639,488,247      instructions                     #    0.77  insn per cycle              (44.24%)
   575.211098690        336,774,163      branches                                                                (44.01%)
   575.211098690         16,019,046      branch-misses                    #    4.76% of all branches             (44.02%)
   575.211098690        443,271,105      L1-dcache-loads                                                         (36.93%)
   575.211098690         35,096,553      L1-dcache-load-misses            #    7.92% of all L1-dcache accesses   (21.89%)
   575.211098690    <not supported>      L1-icache-loads                                                       
   575.211098690         26,745,957      L1-icache-load-misses                                                   (21.68%)
   575.211098690         18,062,250      LLC-loads                                                               (28.55%)
   575.211098690          8,607,985      LLC-load-misses                  #   47.66% of all LL-cache accesses    (37.77%)
   575.211098690          3,750,995      dTLB-load-misses                                                        (37.46%)
   575.211098690            632,167      iTLB-load-misses                                                        (36.26%)
   575.211098690             12,743      minor-faults                                                          
   575.211098690                  0      major-faults                                                          
   576.212448989      2,111,241,099      cycles                                                                  (35.51%)
   576.212448989      1,720,550,476      instructions                     #    0.81  insn per cycle              (44.33%)
   576.212448989        356,336,337      branches                                                                (44.57%)
   576.212448989         15,732,072      branch-misses                    #    4.41% of all branches             (45.08%)
   576.212448989        473,525,987      L1-dcache-loads                                                         (34.87%)
   576.212448989         34,226,876      L1-dcache-load-misses            #    7.23% of all L1-dcache accesses   (21.66%)
   576.212448989    <not supported>      L1-icache-loads                                                       
   576.212448989         30,907,678      L1-icache-load-misses                                                   (22.39%)
   576.212448989         15,815,670      LLC-loads                                                               (27.83%)
   576.212448989          6,292,508      LLC-load-misses                  #   39.79% of all LL-cache accesses    (36.67%)
   576.212448989          3,833,569      dTLB-load-misses                                                        (36.24%)
   576.212448989            736,217      iTLB-load-misses                                                        (35.73%)
   576.212448989             13,951      minor-faults                                                          
   576.212448989                  0      major-faults                                                          
   577.213014561      2,109,029,325      cycles                                                                  (36.56%)
   577.213014561      1,988,316,400      instructions                     #    0.94  insn per cycle              (45.80%)
   577.213014561        408,712,404      branches                                                                (45.87%)
   577.213014561         16,914,008      branch-misses                    #    4.14% of all branches             (46.06%)
   577.213014561        548,207,155      L1-dcache-loads                                                         (36.77%)
   577.213014561         34,553,451      L1-dcache-load-misses            #    6.30% of all L1-dcache accesses   (20.46%)
   577.213014561    <not supported>      L1-icache-loads                                                       
   577.213014561         33,662,160      L1-icache-load-misses                                                   (20.57%)
   577.213014561         14,357,223      LLC-loads                                                               (26.50%)
   577.213014561          4,246,510      LLC-load-misses                  #   29.58% of all LL-cache accesses    (35.74%)
   577.213014561          3,801,440      dTLB-load-misses                                                        (35.95%)
   577.213014561            754,951      iTLB-load-misses                                                        (36.45%)
   577.213014561             14,954      minor-faults                                                          
   577.213014561                  0      major-faults                                                          
   578.214352307      2,120,486,690      cycles                                                                  (37.40%)
   578.214352307      1,869,495,982      instructions                     #    0.88  insn per cycle              (46.50%)
   578.214352307        382,959,632      branches                                                                (46.51%)
   578.214352307         17,243,265      branch-misses                    #    4.50% of all branches             (46.01%)
   578.214352307        508,768,133      L1-dcache-loads                                                         (35.46%)
   578.214352307         36,538,569      L1-dcache-load-misses            #    7.18% of all L1-dcache accesses   (22.91%)
   578.214352307    <not supported>      L1-icache-loads                                                       
   578.214352307         35,628,969      L1-icache-load-misses                                                   (21.61%)
   578.214352307         15,817,115      LLC-loads                                                               (26.55%)
   578.214352307          4,575,199      LLC-load-misses                  #   28.93% of all LL-cache accesses    (35.74%)
   578.214352307          4,136,962      dTLB-load-misses                                                        (36.50%)
   578.214352307            813,134      iTLB-load-misses                                                        (37.11%)
   578.214352307             17,235      minor-faults                                                          
   578.214352307                  0      major-faults                                                          
   579.215698807      2,117,308,402      cycles                                                                  (36.11%)
   579.215698807      1,706,415,883      instructions                     #    0.81  insn per cycle              (45.41%)
   579.215698807        349,237,262      branches                                                                (45.43%)
   579.215698807         17,317,218      branch-misses                    #    4.96% of all branches             (45.51%)
   579.215698807        446,433,637      L1-dcache-loads                                                         (41.02%)
   579.215698807         37,277,601      L1-dcache-load-misses            #    8.35% of all L1-dcache accesses   (21.60%)
   579.215698807    <not supported>      L1-icache-loads                                                       
   579.215698807         34,603,831      L1-icache-load-misses                                                   (20.89%)
   579.215698807         16,079,958      LLC-loads                                                               (27.27%)
   579.215698807          4,561,044      LLC-load-misses                  #   28.36% of all LL-cache accesses    (36.37%)
   579.215698807          4,392,774      dTLB-load-misses                                                        (36.07%)
   579.215698807            811,875      iTLB-load-misses                                                        (35.86%)
   579.215698807             24,561      minor-faults                                                          
   579.215698807                  0      major-faults                                                          
   580.217006313      2,125,434,956      cycles                                                                  (37.01%)
   580.217006313      1,931,781,962      instructions                     #    0.91  insn per cycle              (46.29%)
   580.217006313        411,781,055      branches                                                                (46.23%)
   580.217006313         18,416,342      branch-misses                    #    4.47% of all branches             (45.93%)
   580.217006313        492,750,720      L1-dcache-loads                                                         (43.08%)
   580.217006313         35,556,563      L1-dcache-load-misses            #    7.22% of all L1-dcache accesses   (20.21%)
   580.217006313    <not supported>      L1-icache-loads                                                       
   580.217006313         32,909,050      L1-icache-load-misses                                                   (19.39%)
   580.217006313         14,597,963      LLC-loads                                                               (26.64%)
   580.217006313          4,486,327      LLC-load-misses                  #   30.73% of all LL-cache accesses    (35.72%)
   580.217006313          4,047,622      dTLB-load-misses                                                        (36.30%)
   580.217006313            768,539      iTLB-load-misses                                                        (36.72%)
   580.217006313             23,692      minor-faults                                                          
   580.217006313                  0      major-faults                                                          
   581.217381158      2,110,914,763      cycles                                                                  (35.46%)
   581.217381158      2,139,791,051      instructions                     #    1.01  insn per cycle              (44.60%)
   581.217381158        479,607,016      branches                                                                (44.55%)
   581.217381158         19,315,488      branch-misses                    #    4.03% of all branches             (44.95%)
   581.217381158        539,886,682      L1-dcache-loads                                                         (33.84%)
   581.217381158         32,436,611      L1-dcache-load-misses            #    6.01% of all L1-dcache accesses   (25.53%)
   581.217381158    <not supported>      L1-icache-loads                                                       
   581.217381158         28,405,977      L1-icache-load-misses                                                   (24.10%)
   581.217381158         13,319,959      LLC-loads                                                               (28.22%)
   581.217381158          3,818,814      LLC-load-misses                  #   28.67% of all LL-cache accesses    (37.11%)
   581.217381158          3,346,971      dTLB-load-misses                                                        (36.30%)
   581.217381158            711,293      iTLB-load-misses                                                        (35.60%)
   581.217381158             19,307      minor-faults                                                          
   581.217381158                  0      major-faults                                                          
   582.218940938      2,119,067,363      cycles                                                                  (36.07%)
   582.218940938      2,439,534,340      instructions                     #    1.15  insn per cycle              (44.86%)
   582.218940938        560,100,180      branches                                                                (44.99%)
   582.218940938         20,039,659      branch-misses                    #    3.58% of all branches             (45.29%)
   582.218940938        615,931,821      L1-dcache-loads                                                         (31.18%)
   582.218940938         31,084,612      L1-dcache-load-misses            #    5.05% of all L1-dcache accesses   (19.45%)
   582.218940938    <not supported>      L1-icache-loads                                                       
   582.218940938         27,255,478      L1-icache-load-misses                                                   (20.61%)
   582.218940938         11,228,145      LLC-loads                                                               (27.36%)
   582.218940938          3,080,921      LLC-load-misses                  #   27.44% of all LL-cache accesses    (36.40%)
   582.218940938          2,727,060      dTLB-load-misses                                                        (36.37%)
   582.218940938            672,233      iTLB-load-misses                                                        (36.34%)
   582.218940938             12,772      minor-faults                                                          
   582.218940938                  0      major-faults                                                          
   583.220325851      2,115,645,749      cycles                                                                  (36.17%)
   583.220325851      2,683,377,884      instructions                     #    1.27  insn per cycle              (45.29%)
   583.220325851        632,859,458      branches                                                                (45.48%)
   583.220325851         20,979,623      branch-misses                    #    3.32% of all branches             (45.39%)
   583.220325851        677,621,477      L1-dcache-loads                                                         (42.21%)
   583.220325851         28,076,719      L1-dcache-load-misses            #    4.14% of all L1-dcache accesses   (18.34%)
   583.220325851    <not supported>      L1-icache-loads                                                       
   583.220325851         27,069,470      L1-icache-load-misses                                                   (19.37%)
   583.220325851          9,832,079      LLC-loads                                                               (27.25%)
   583.220325851          2,406,512      LLC-load-misses                  #   24.48% of all LL-cache accesses    (36.26%)
   583.220325851          2,288,759      dTLB-load-misses                                                        (36.27%)
   583.220325851            642,698      iTLB-load-misses                                                        (36.27%)
   583.220325851              6,628      minor-faults                                                          
   583.220325851                  0      major-faults                                                          
   584.221006224      2,114,462,896      cycles                                                                  (36.44%)
   584.221006224      2,750,349,292      instructions                     #    1.30  insn per cycle              (45.56%)
   584.221006224        651,277,479      branches                                                                (45.65%)
   584.221006224         21,378,506      branch-misses                    #    3.28% of all branches             (45.71%)
   584.221006224        702,663,248      L1-dcache-loads                                                         (40.29%)
   584.221006224         27,063,643      L1-dcache-load-misses            #    3.85% of all L1-dcache accesses   (27.07%)
   584.221006224    <not supported>      L1-icache-loads                                                       
   584.221006224         27,461,084      L1-icache-load-misses                                                   (24.10%)
   584.221006224          8,909,478      LLC-loads                                                               (27.27%)
   584.221006224          2,011,795      LLC-load-misses                  #   22.58% of all LL-cache accesses    (36.29%)
   584.221006224          2,185,924      dTLB-load-misses                                                        (36.13%)
   584.221006224            637,074      iTLB-load-misses                                                        (36.33%)
   584.221006224              4,085      minor-faults                                                          
   584.221006224                  0      major-faults                                                          
   585.222332709      2,119,446,468      cycles                                                                  (36.02%)
   585.222332709      2,723,924,714      instructions                     #    1.29  insn per cycle              (45.12%)
   585.222332709        641,966,309      branches                                                                (45.41%)
   585.222332709         21,260,609      branch-misses                    #    3.31% of all branches             (45.61%)
   585.222332709        697,480,186      L1-dcache-loads                                                         (35.36%)
   585.222332709         27,275,407      L1-dcache-load-misses            #    3.91% of all L1-dcache accesses   (24.46%)
   585.222332709    <not supported>      L1-icache-loads                                                       
   585.222332709         27,535,993      L1-icache-load-misses                                                   (23.44%)
   585.222332709          9,374,519      LLC-loads                                                               (27.27%)
   585.222332709          2,270,985      LLC-load-misses                  #   24.23% of all LL-cache accesses    (36.19%)
   585.222332709          2,349,153      dTLB-load-misses                                                        (36.07%)
   585.222332709            651,341      iTLB-load-misses                                                        (35.99%)
   585.222332709              4,482      minor-faults                                                          
   585.222332709                  0      major-faults                                                          
   586.223008465      2,119,242,957      cycles                                                                  (37.25%)
   586.223008465      2,656,175,422      instructions                     #    1.25  insn per cycle              (46.56%)
   586.223008465        617,389,862      branches                                                                (46.47%)
   586.223008465         20,860,713      branch-misses                    #    3.38% of all branches             (46.26%)
   586.223008465        682,023,114      L1-dcache-loads                                                         (34.19%)
   586.223008465         28,161,277      L1-dcache-load-misses            #    4.13% of all L1-dcache accesses   (22.75%)
   586.223008465    <not supported>      L1-icache-loads                                                       
   586.223008465         27,762,663      L1-icache-load-misses                                                   (21.82%)
   586.223008465         10,917,400      LLC-loads                                                               (26.30%)
   586.223008465          2,942,140      LLC-load-misses                  #   26.95% of all LL-cache accesses    (35.50%)
   586.223008465          2,580,499      dTLB-load-misses                                                        (36.00%)
   586.223008465            656,086      iTLB-load-misses                                                        (36.61%)
   586.223008465              5,072      minor-faults                                                          
   586.223008465                  0      major-faults                                                          
   587.224346923      2,113,864,088      cycles                                                                  (35.91%)
   587.224346923      2,600,716,135      instructions                     #    1.23  insn per cycle              (45.13%)
   587.224346923        581,944,893      branches                                                                (45.33%)
   587.224346923         19,668,897      branch-misses                    #    3.38% of all branches             (45.74%)
   587.224346923        712,459,205      L1-dcache-loads                                                         (42.08%)
   587.224346923         28,071,014      L1-dcache-load-misses            #    3.94% of all L1-dcache accesses   (20.37%)
   587.224346923    <not supported>      L1-icache-loads                                                       
   587.224346923         28,613,691      L1-icache-load-misses                                                   (19.28%)
   587.224346923         10,602,111      LLC-loads                                                               (26.92%)
   587.224346923          3,095,572      LLC-load-misses                  #   29.20% of all LL-cache accesses    (36.05%)
   587.224346923          2,600,920      dTLB-load-misses                                                        (36.05%)
   587.224346923            639,972      iTLB-load-misses                                                        (36.02%)
   587.224346923              5,518      minor-faults                                                          
   587.224346923                  0      major-faults                                                          
   588.225672465      2,122,960,560      cycles                                                                  (36.03%)
   588.225672465      2,712,170,906      instructions                     #    1.28  insn per cycle              (44.92%)
   588.225672465        568,478,743      branches                                                                (44.92%)
   588.225672465         18,853,832      branch-misses                    #    3.32% of all branches             (45.28%)
   588.225672465        754,353,936      L1-dcache-loads                                                         (43.31%)
   588.225672465         28,738,274      L1-dcache-load-misses            #    3.81% of all L1-dcache accesses   (19.90%)
   588.225672465    <not supported>      L1-icache-loads                                                       
   588.225672465         30,286,876      L1-icache-load-misses                                                   (20.08%)
   588.225672465         10,600,656      LLC-loads                                                               (27.48%)
   588.225672465          3,007,880      LLC-load-misses                  #   28.37% of all LL-cache accesses    (36.57%)
   588.225672465          2,400,015      dTLB-load-misses                                                        (36.35%)
   588.225672465            587,675      iTLB-load-misses                                                        (36.16%)
   588.225672465              4,878      minor-faults                                                          
   588.225672465                  0      major-faults                                                          
   589.227053286      2,114,153,390      cycles                                                                  (36.58%)
   589.227053286      2,821,003,247      instructions                     #    1.33  insn per cycle              (45.51%)
   589.227053286        582,473,232      branches                                                                (45.00%)
   589.227053286         17,714,927      branch-misses                    #    3.04% of all branches             (44.59%)
   589.227053286        837,096,710      L1-dcache-loads                                                         (37.05%)
   589.227053286         27,949,659      L1-dcache-load-misses            #    3.34% of all L1-dcache accesses   (19.61%)
   589.227053286    <not supported>      L1-icache-loads                                                       
   589.227053286         28,558,829      L1-icache-load-misses                                                   (19.30%)
   589.227053286         10,029,665      LLC-loads                                                               (27.70%)
   589.227053286          2,935,011      LLC-load-misses                  #   29.26% of all LL-cache accesses    (37.14%)
   589.227053286          2,358,171      dTLB-load-misses                                                        (37.34%)
   589.227053286            561,196      iTLB-load-misses                                                        (36.96%)
   589.227053286              4,546      minor-faults                                                          
   589.227053286                  0      major-faults                                                          
   590.228008599      2,120,961,105      cycles                                                                  (36.42%)
   590.228008599      2,822,584,458      instructions                     #    1.33  insn per cycle              (45.41%)
   590.228008599        570,281,540      branches                                                                (45.30%)
   590.228008599         17,717,484      branch-misses                    #    3.11% of all branches             (45.10%)
   590.228008599        827,872,115      L1-dcache-loads                                                         (28.60%)
   590.228008599         28,551,570      L1-dcache-load-misses            #    3.45% of all L1-dcache accesses   (22.27%)
   590.228008599    <not supported>      L1-icache-loads                                                       
   590.228008599         28,654,101      L1-icache-load-misses                                                   (23.12%)
   590.228008599          9,307,788      LLC-loads                                                               (27.52%)
   590.228008599          2,778,072      LLC-load-misses                  #   29.85% of all LL-cache accesses    (36.64%)
   590.228008599          2,212,482      dTLB-load-misses                                                        (36.63%)
   590.228008599            554,117      iTLB-load-misses                                                        (36.63%)
   590.228008599              4,920      minor-faults                                                          
   590.228008599                  0      major-faults                                                          
   591.229382194      2,111,860,244      cycles                                                                  (36.77%)
   591.229382194      2,687,774,070      instructions                     #    1.27  insn per cycle              (46.21%)
   591.229382194        551,737,074      branches                                                                (46.12%)
   591.229382194         17,538,070      branch-misses                    #    3.18% of all branches             (46.09%)
   591.229382194        763,100,754      L1-dcache-loads                                                         (39.00%)
   591.229382194         28,714,282      L1-dcache-load-misses            #    3.76% of all L1-dcache accesses   (23.61%)
   591.229382194    <not supported>      L1-icache-loads                                                       
   591.229382194         29,574,702      L1-icache-load-misses                                                   (21.66%)
   591.229382194         10,501,689      LLC-loads                                                               (26.90%)
   591.229382194          3,350,270      LLC-load-misses                  #   31.90% of all LL-cache accesses    (35.91%)
   591.229382194          2,618,460      dTLB-load-misses                                                        (36.14%)
   591.229382194            597,389      iTLB-load-misses                                                        (36.26%)
   591.229382194              6,680      minor-faults                                                          
   591.229382194                  0      major-faults                                                          
   592.230004065      2,117,794,259      cycles                                                                  (35.73%)
   592.230004065      2,622,339,437      instructions                     #    1.24  insn per cycle              (44.75%)
   592.230004065        556,436,151      branches                                                                (45.24%)
   592.230004065         17,205,717      branch-misses                    #    3.09% of all branches             (45.36%)
   592.230004065        755,048,245      L1-dcache-loads                                                         (37.11%)
   592.230004065         28,171,936      L1-dcache-load-misses            #    3.73% of all L1-dcache accesses   (22.57%)
   592.230004065    <not supported>      L1-icache-loads                                                       
   592.230004065         31,405,065      L1-icache-load-misses                                                   (22.53%)
   592.230004065         10,580,636      LLC-loads                                                               (27.66%)
   592.230004065          3,365,653      LLC-load-misses                  #   31.81% of all LL-cache accesses    (36.49%)
   592.230004065          2,678,964      dTLB-load-misses                                                        (35.97%)
   592.230004065            687,401      iTLB-load-misses                                                        (35.76%)
   592.230004065              7,198      minor-faults                                                          
   592.230004065                  0      major-faults                                                          
   593.231535867      2,114,820,789      cycles                                                                  (36.96%)
   593.231535867      2,445,171,394      instructions                     #    1.16  insn per cycle              (45.89%)
   593.231535867        513,625,313      branches                                                                (45.49%)
   593.231535867         17,787,865      branch-misses                    #    3.46% of all branches             (45.08%)
   593.231535867        646,869,771      L1-dcache-loads                                                         (37.95%)
   593.231535867         30,126,249      L1-dcache-load-misses            #    4.66% of all L1-dcache accesses   (21.96%)
   593.231535867    <not supported>      L1-icache-loads                                                       
   593.231535867         32,378,964      L1-icache-load-misses                                                   (21.62%)
   593.231535867         11,306,387      LLC-loads                                                               (27.56%)
   593.231535867          3,357,771      LLC-load-misses                  #   29.70% of all LL-cache accesses    (36.78%)
   593.231535867          2,757,233      dTLB-load-misses                                                        (37.06%)
   593.231535867            691,253      iTLB-load-misses                                                        (37.13%)
   593.231535867              7,612      minor-faults                                                          
   593.231535867                  0      major-faults                                                          
   594.233115557      2,120,087,404      cycles                                                                  (37.07%)
   594.233115557      2,121,657,784      instructions                     #    1.00  insn per cycle              (45.98%)
   594.233115557        448,653,595      branches                                                                (45.87%)
   594.233115557         17,634,523      branch-misses                    #    3.93% of all branches             (45.28%)
   594.233115557        581,301,336      L1-dcache-loads                                                         (35.67%)
   594.233115557         31,995,067      L1-dcache-load-misses            #    5.50% of all L1-dcache accesses   (20.85%)
   594.233115557    <not supported>      L1-icache-loads                                                       
   594.233115557         32,099,894      L1-icache-load-misses                                                   (20.61%)
   594.233115557         13,428,864      LLC-loads                                                               (26.84%)
   594.233115557          3,944,759      LLC-load-misses                  #   29.38% of all LL-cache accesses    (36.13%)
   594.233115557          3,514,773      dTLB-load-misses                                                        (36.53%)
   594.233115557            840,419      iTLB-load-misses                                                        (36.79%)
   594.233115557             10,884      minor-faults                                                          
   594.233115557                  0      major-faults                                                          
   595.234641620      2,117,832,434      cycles                                                                  (36.02%)
   595.234641620      1,941,100,923      instructions                     #    0.92  insn per cycle              (45.61%)
   595.234641620        395,872,968      branches                                                                (45.29%)
   595.234641620         18,121,885      branch-misses                    #    4.58% of all branches             (45.78%)
   595.234641620        503,102,193      L1-dcache-loads                                                         (39.46%)
