# started on Fri Apr  3 20:01:21 2026

#           time             counts   unit events
     1.000816961              63.22 Joules power/energy-pkg/                                                     
     2.001815498              71.93 Joules power/energy-pkg/                                                     
     3.004818425              67.14 Joules power/energy-pkg/                                                     
     4.008919669              61.38 Joules power/energy-pkg/                                                     
     5.011968293              62.03 Joules power/energy-pkg/                                                     
     6.013962975              62.61 Joules power/energy-pkg/                                                     
     7.017952831              61.86 Joules power/energy-pkg/                                                     
     8.018768659              61.73 Joules power/energy-pkg/                                                     
     9.019999373              64.83 Joules power/energy-pkg/                                                     
    10.021248679              61.74 Joules power/energy-pkg/                                                     
    11.022498111              61.92 Joules power/energy-pkg/                                                     
    12.022809679              61.69 Joules power/energy-pkg/                                                     
    13.025801760              60.91 Joules power/energy-pkg/                                                     
    14.027025030              61.47 Joules power/energy-pkg/                                                     
    15.028284784              60.45 Joules power/energy-pkg/                                                     
    16.029540189              60.69 Joules power/energy-pkg/                                                     
    17.030813290              60.31 Joules power/energy-pkg/                                                     
    18.032038213              61.96 Joules power/energy-pkg/                                                     
    19.033938660              58.62 Joules power/energy-pkg/                                                     
    20.035865436              61.28 Joules power/energy-pkg/                                                     
    21.037935954              61.21 Joules power/energy-pkg/                                                     
    22.039163215              62.21 Joules power/energy-pkg/                                                     
    23.041756018              61.26 Joules power/energy-pkg/                                                     
    24.044758872              60.59 Joules power/energy-pkg/                                                     
    25.048820255              61.94 Joules power/energy-pkg/                                                     
    26.054812059              61.98 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.055815832              61.46 Joules power/energy-pkg/                                                     
    28.056815202              61.48 Joules power/energy-pkg/                                                     
    29.058920002              58.59 Joules power/energy-pkg/                                                     
    30.060181277              61.34 Joules power/energy-pkg/                                                     
    31.061434378              63.28 Joules power/energy-pkg/                                                     
    32.062696584              63.88 Joules power/energy-pkg/                                                     
    33.063952443              60.75 Joules power/energy-pkg/                                                     
    34.065187362              59.32 Joules power/energy-pkg/                                                     
    35.066423777              60.08 Joules power/energy-pkg/                                                     
    36.067689009              60.36 Joules power/energy-pkg/                                                     
    37.068921747              60.20 Joules power/energy-pkg/                                                     
    38.070140449              60.12 Joules power/energy-pkg/                                                     
    39.071382528              58.87 Joules power/energy-pkg/                                                     
    40.072628985              59.87 Joules power/energy-pkg/                                                     
    41.073912147              60.36 Joules power/energy-pkg/                                                     
    42.075156104              60.68 Joules power/energy-pkg/                                                     
    43.076411404              59.73 Joules power/energy-pkg/                                                     
    44.077659365              59.75 Joules power/energy-pkg/                                                     
    45.078936096              62.37 Joules power/energy-pkg/                                                     
    46.080178025              64.01 Joules power/energy-pkg/                                                     
    47.081461487              63.09 Joules power/energy-pkg/                                                     
    48.082708805              62.51 Joules power/energy-pkg/                                                     
    49.083961244              63.18 Joules power/energy-pkg/                                                     
    50.085190171              63.08 Joules power/energy-pkg/                                                     
    51.085808257              62.71 Joules power/energy-pkg/                                                     
    52.088806086              62.76 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.089813250              63.03 Joules power/energy-pkg/                                                     
    54.091054905              62.21 Joules power/energy-pkg/                                                     
    55.092319020              61.88 Joules power/energy-pkg/                                                     
    56.093563716              62.81 Joules power/energy-pkg/                                                     
    57.094849798              64.04 Joules power/energy-pkg/                                                     
    58.096090934              63.70 Joules power/energy-pkg/                                                     
    59.097353943              63.17 Joules power/energy-pkg/                                                     
    60.098654810              58.93 Joules power/energy-pkg/                                                     
    61.099959960              55.98 Joules power/energy-pkg/                                                     
    62.101191081              56.01 Joules power/energy-pkg/                                                     
    63.102436372              55.98 Joules power/energy-pkg/                                                     
    64.103678193              55.96 Joules power/energy-pkg/                                                     
    65.104912297              55.94 Joules power/energy-pkg/                                                     
    66.106135858              57.06 Joules power/energy-pkg/                                                     
    67.107397742              58.10 Joules power/energy-pkg/                                                     
    68.108674853              56.00 Joules power/energy-pkg/                                                     
    69.109910197              55.96 Joules power/energy-pkg/                                                     
    70.111131005              56.00 Joules power/energy-pkg/                                                     
    71.112373418              56.00 Joules power/energy-pkg/                                                     
    72.113646520              55.94 Joules power/energy-pkg/                                                     
    73.114899164              53.10 Joules power/energy-pkg/                                                     
    74.116160112              53.39 Joules power/energy-pkg/                                                     
    75.117393183              53.48 Joules power/energy-pkg/                                                     
    76.118636131              53.65 Joules power/energy-pkg/                                                     
    77.119908121              54.07 Joules power/energy-pkg/                                                     
    78.122574525              53.48 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    79.123805069              53.81 Joules power/energy-pkg/                                                     
    80.125024964              53.63 Joules power/energy-pkg/                                                     
    81.126258447              53.93 Joules power/energy-pkg/                                                     
    82.127503569              53.59 Joules power/energy-pkg/                                                     
    83.128748098              53.58 Joules power/energy-pkg/                                                     
    84.129964761              53.71 Joules power/energy-pkg/                                                     
    85.131191897              54.13 Joules power/energy-pkg/                                                     
    86.132405929              54.68 Joules power/energy-pkg/                                                     
    87.133647667              53.80 Joules power/energy-pkg/                                                     
    88.134879545              53.63 Joules power/energy-pkg/                                                     
    89.136092011              53.61 Joules power/energy-pkg/                                                     
    90.137331795              53.65 Joules power/energy-pkg/                                                     
    91.138565820              53.65 Joules power/energy-pkg/                                                     
