# started on Fri Apr  3 23:09:20 2026

#           time             counts   unit events
     1.001082346              55.46 Joules power/energy-pkg/                                                     
     2.003254420              63.73 Joules power/energy-pkg/                                                     
     3.004640771              58.94 Joules power/energy-pkg/                                                     
     4.007642234              53.94 Joules power/energy-pkg/                                                     
     5.010618130              52.76 Joules power/energy-pkg/                                                     
     6.059186931              55.65 Joules power/energy-pkg/                                                     
     7.061613800              54.19 Joules power/energy-pkg/                                                     
     8.065612608              54.25 Joules power/energy-pkg/                                                     
     9.069511290              54.51 Joules power/energy-pkg/                                                     
    10.073628393              54.69 Joules power/energy-pkg/                                                     
    11.077606406              55.03 Joules power/energy-pkg/                                                     
    12.079421561              55.11 Joules power/energy-pkg/                                                     
    13.083603476              55.53 Joules power/energy-pkg/                                                     
    14.084836500              54.72 Joules power/energy-pkg/                                                     
    15.086063629              54.49 Joules power/energy-pkg/                                                     
    16.087286105              55.41 Joules power/energy-pkg/                                                     
    17.088509852              55.39 Joules power/energy-pkg/                                                     
    18.089740587              55.06 Joules power/energy-pkg/                                                     
    19.090986272              55.15 Joules power/energy-pkg/                                                     
    20.092233413              52.99 Joules power/energy-pkg/                                                     
    21.093503751              55.06 Joules power/energy-pkg/                                                     
    22.094727562              55.07 Joules power/energy-pkg/                                                     
    23.095973814              55.24 Joules power/energy-pkg/                                                     
    24.097223934              55.08 Joules power/energy-pkg/                                                     
    25.098504525              55.11 Joules power/energy-pkg/                                                     
    26.099736588              54.91 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.100990043              54.64 Joules power/energy-pkg/                                                     
    28.102245691              53.82 Joules power/energy-pkg/                                                     
    29.103507080              53.80 Joules power/energy-pkg/                                                     
    30.104737666              53.92 Joules power/energy-pkg/                                                     
    31.105995365              53.89 Joules power/energy-pkg/                                                     
    32.107255013              53.92 Joules power/energy-pkg/                                                     
    33.108516801              53.86 Joules power/energy-pkg/                                                     
    34.109751401              53.84 Joules power/energy-pkg/                                                     
    35.111000742              53.89 Joules power/energy-pkg/                                                     
    36.112287170              53.87 Joules power/energy-pkg/                                                     
    37.113570805              54.25 Joules power/energy-pkg/                                                     
    38.114806739              55.78 Joules power/energy-pkg/                                                     
    39.116064132              55.00 Joules power/energy-pkg/                                                     
    40.117568968              55.23 Joules power/energy-pkg/                                                     
    41.119588852              55.53 Joules power/energy-pkg/                                                     
    42.123612708              55.44 Joules power/energy-pkg/                                                     
    43.127615428              55.44 Joules power/energy-pkg/                                                     
    44.128845582              55.74 Joules power/energy-pkg/                                                     
    45.130092795              54.63 Joules power/energy-pkg/                                                     
    46.131341705              55.05 Joules power/energy-pkg/                                                     
    47.132571998              54.99 Joules power/energy-pkg/                                                     
    48.133820455              55.03 Joules power/energy-pkg/                                                     
    49.135063379              54.76 Joules power/energy-pkg/                                                     
    50.136312133              54.85 Joules power/energy-pkg/                                                     
    51.137582605              53.79 Joules power/energy-pkg/                                                     
    52.138800995              54.28 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.140049915              55.37 Joules power/energy-pkg/                                                     
    54.141300431              55.22 Joules power/energy-pkg/                                                     
    55.142567906              52.03 Joules power/energy-pkg/                                                     
    56.143816562              54.67 Joules power/energy-pkg/                                                     
    57.145071308              54.95 Joules power/energy-pkg/                                                     
    58.146316519              54.94 Joules power/energy-pkg/                                                     
    59.147575476              54.78 Joules power/energy-pkg/                                                     
    60.148800003              52.80 Joules power/energy-pkg/                                                     
    61.150477188              53.95 Joules power/energy-pkg/                                                     
    62.153616718              54.93 Joules power/energy-pkg/                                                     
    63.156623594              55.24 Joules power/energy-pkg/                                                     
    64.158575607              55.34 Joules power/energy-pkg/                                                     
    65.159815276              52.16 Joules power/energy-pkg/                                                     
    66.162606280              55.34 Joules power/energy-pkg/                                                     
    67.166601878              55.16 Joules power/energy-pkg/                                                     
    68.168574968              54.27 Joules power/energy-pkg/                                                     
    69.171615535              54.50 Joules power/energy-pkg/                                                     
    70.172847885              52.25 Joules power/energy-pkg/                                                     
    71.174103925              55.54 Joules power/energy-pkg/                                                     
    72.175412236              55.44 Joules power/energy-pkg/                                                     
    73.179574367              55.32 Joules power/energy-pkg/                                                     
    74.183579691              55.38 Joules power/energy-pkg/                                                     
    75.184409892              53.67 Joules power/energy-pkg/                                                     
    76.185630883              56.08 Joules power/energy-pkg/                                                     
    77.186871158              56.21 Joules power/energy-pkg/                                                     
    78.188108306              56.06 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    79.189347931              55.61 Joules power/energy-pkg/                                                     
    80.191622578              53.92 Joules power/energy-pkg/                                                     
    81.194622293              53.90 Joules power/energy-pkg/                                                     
    82.197679115              53.83 Joules power/energy-pkg/                                                     
    83.199597640              54.66 Joules power/energy-pkg/                                                     
    84.202611128              55.43 Joules power/energy-pkg/                                                     
    85.205612318              55.21 Joules power/energy-pkg/                                                     
    86.208505850              55.18 Joules power/energy-pkg/                                                     
    87.210582481              55.65 Joules power/energy-pkg/                                                     
    88.213426277              54.14 Joules power/energy-pkg/                                                     
    89.215599011              54.80 Joules power/energy-pkg/                                                     
    90.217374891              55.40 Joules power/energy-pkg/                                                     
    91.220607371              55.39 Joules power/energy-pkg/                                                     
    92.223616814              55.38 Joules power/energy-pkg/                                                     
    93.225571284              54.96 Joules power/energy-pkg/                                                     
    94.228620707              53.93 Joules power/energy-pkg/                                                     
    95.232613413              54.51 Joules power/energy-pkg/                                                     
    96.234583463              55.24 Joules power/energy-pkg/                                                     
    97.237093646              55.16 Joules power/energy-pkg/                                                     
    98.239667530              55.29 Joules power/energy-pkg/                                                     
    99.243615706              56.52 Joules power/energy-pkg/                                                     
   100.246622887              55.47 Joules power/energy-pkg/                                                     
   101.250601647              55.60 Joules power/energy-pkg/                                                     
   102.256610000              55.49 Joules power/energy-pkg/                                                     
   103.261608552              55.54 Joules power/energy-pkg/                                                     
   104.263595424              55.40 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   105.268613633              55.33 Joules power/energy-pkg/                                                     
   106.271610137              55.63 Joules power/energy-pkg/                                                     
   107.272876124              55.40 Joules power/energy-pkg/                                                     
   108.274127351              55.43 Joules power/energy-pkg/                                                     
   109.275410796              55.90 Joules power/energy-pkg/                                                     
   110.276648650              55.44 Joules power/energy-pkg/                                                     
   111.277886625              55.24 Joules power/energy-pkg/                                                     
   112.279142517              55.90 Joules power/energy-pkg/                                                     
   113.280408888              55.47 Joules power/energy-pkg/                                                     
   114.281667790              54.95 Joules power/energy-pkg/                                                     
