# started on Fri Apr  3 18:34:04 2026

#           time             counts   unit events
     1.001066073              93.04 Joules power/energy-pkg/                                                     
     2.002854512              97.43 Joules power/energy-pkg/                                                     
     3.006774601              97.46 Joules power/energy-pkg/                                                     
     4.008047257              91.65 Joules power/energy-pkg/                                                     
     5.009322285              91.25 Joules power/energy-pkg/                                                     
     6.010353666              92.71 Joules power/energy-pkg/                                                     
     7.011879707             100.17 Joules power/energy-pkg/                                                     
     8.013192340              92.85 Joules power/energy-pkg/                                                     
     9.014492678              84.28 Joules power/energy-pkg/                                                     
    10.015841357              94.56 Joules power/energy-pkg/                                                     
    11.016795390              91.04 Joules power/energy-pkg/                                                     
    12.018087166              91.04 Joules power/energy-pkg/                                                     
    13.018575832              94.10 Joules power/energy-pkg/                                                     
    14.021595516              87.20 Joules power/energy-pkg/                                                     
    15.023610225              97.18 Joules power/energy-pkg/                                                     
    16.024610360              94.67 Joules power/energy-pkg/                                                     
    17.025583057              90.98 Joules power/energy-pkg/                                                     
    18.026580685              96.69 Joules power/energy-pkg/                                                     
    19.027586498              88.23 Joules power/energy-pkg/                                                     
    20.028604258              93.16 Joules power/energy-pkg/                                                     
    21.029618984              91.18 Joules power/energy-pkg/                                                     
    22.030609943              88.98 Joules power/energy-pkg/                                                     
    23.033617466              91.18 Joules power/energy-pkg/                                                     
    24.036741148              79.14 Joules power/energy-pkg/                                                     
    25.038053593              91.55 Joules power/energy-pkg/                                                     
    26.038581458              94.46 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.042621561              95.60 Joules power/energy-pkg/                                                     
    28.043590298              93.66 Joules power/energy-pkg/                                                     
    29.044613908              79.66 Joules power/energy-pkg/                                                     
    30.045617688              90.06 Joules power/energy-pkg/                                                     
    31.046610665              90.12 Joules power/energy-pkg/                                                     
    32.050621533              93.95 Joules power/energy-pkg/                                                     
    33.051618653              96.26 Joules power/energy-pkg/                                                     
    34.052619805              89.98 Joules power/energy-pkg/                                                     
    35.053616011              95.81 Joules power/energy-pkg/                                                     
    36.054611189              95.78 Joules power/energy-pkg/                                                     
    37.055585135              98.39 Joules power/energy-pkg/                                                     
    38.056942603              98.19 Joules power/energy-pkg/                                                     
    39.058262611              94.31 Joules power/energy-pkg/                                                     
    40.061617869             100.55 Joules power/energy-pkg/                                                     
    41.065592813             101.57 Joules power/energy-pkg/                                                     
    42.066597477             103.34 Joules power/energy-pkg/                                                     
    43.067604343             103.86 Joules power/energy-pkg/                                                     
    44.068580067              99.74 Joules power/energy-pkg/                                                     
    45.069601255             102.35 Joules power/energy-pkg/                                                     
    46.070608302             102.74 Joules power/energy-pkg/                                                     
    47.071599982             104.86 Joules power/energy-pkg/                                                     
    48.072604714             102.56 Joules power/energy-pkg/                                                     
    49.073606506             103.59 Joules power/energy-pkg/                                                     
    50.074605851             103.08 Joules power/energy-pkg/                                                     
    51.075605362             102.63 Joules power/energy-pkg/                                                     
    52.076604926             101.86 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.077611581              98.65 Joules power/energy-pkg/                                                     
    54.078600733              97.42 Joules power/energy-pkg/                                                     
    55.079577893              98.26 Joules power/energy-pkg/                                                     
    56.080606445              99.22 Joules power/energy-pkg/                                                     
    57.081616185              99.83 Joules power/energy-pkg/                                                     
    58.083576886             100.64 Joules power/energy-pkg/                                                     
