# started on Fri Apr  3 18:46:21 2026

#           time             counts   unit events
     1.000886972              87.50 Joules power/energy-pkg/                                                     
     2.002194507              97.32 Joules power/energy-pkg/                                                     
     3.003493309              97.96 Joules power/energy-pkg/                                                     
     4.003885396              91.45 Joules power/energy-pkg/                                                     
     5.004884803              93.91 Joules power/energy-pkg/                                                     
     6.005293791              90.42 Joules power/energy-pkg/                                                     
     7.006566617              93.82 Joules power/energy-pkg/                                                     
     8.007924552              90.53 Joules power/energy-pkg/                                                     
     9.009183620              91.24 Joules power/energy-pkg/                                                     
    10.010443980              93.88 Joules power/energy-pkg/                                                     
    11.010940231              95.79 Joules power/energy-pkg/                                                     
    12.015888552              96.19 Joules power/energy-pkg/                                                     
    13.016922963              95.28 Joules power/energy-pkg/                                                     
    14.017931483              93.51 Joules power/energy-pkg/                                                     
    15.018923277              90.19 Joules power/energy-pkg/                                                     
    16.019929526              86.21 Joules power/energy-pkg/                                                     
    17.024016052              87.45 Joules power/energy-pkg/                                                     
    18.025267949              89.17 Joules power/energy-pkg/                                                     
    19.026552452              93.02 Joules power/energy-pkg/                                                     
    20.027865933              97.18 Joules power/energy-pkg/                                                     
    21.029142361              93.44 Joules power/energy-pkg/                                                     
    22.030441603              99.27 Joules power/energy-pkg/                                                     
    23.031727290              95.01 Joules power/energy-pkg/                                                     
    24.032979900              95.74 Joules power/energy-pkg/                                                     
    25.034239111              95.50 Joules power/energy-pkg/                                                     
    26.035514982              94.19 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.036786527              94.05 Joules power/energy-pkg/                                                     
    28.037687607              91.12 Joules power/energy-pkg/                                                     
    29.038895162              88.75 Joules power/energy-pkg/                                                     
    30.039927169              95.66 Joules power/energy-pkg/                                                     
    31.041928632              96.88 Joules power/energy-pkg/                                                     
    32.042933806             102.13 Joules power/energy-pkg/                                                     
    33.044291483             101.38 Joules power/energy-pkg/                                                     
    34.045679700              96.26 Joules power/energy-pkg/                                                     
    35.046981027              99.48 Joules power/energy-pkg/                                                     
    36.048253174              97.35 Joules power/energy-pkg/                                                     
    37.049580238             101.06 Joules power/energy-pkg/                                                     
    38.050886636             100.95 Joules power/energy-pkg/                                                     
    39.052212137              97.45 Joules power/energy-pkg/                                                     
    40.053512523             100.15 Joules power/energy-pkg/                                                     
    41.054830722             100.06 Joules power/energy-pkg/                                                     
    42.056111457              99.37 Joules power/energy-pkg/                                                     
    43.057391822              95.69 Joules power/energy-pkg/                                                     
    44.058692663              92.50 Joules power/energy-pkg/                                                     
    45.059973239              92.33 Joules power/energy-pkg/                                                     
    46.061289704              90.97 Joules power/energy-pkg/                                                     
    47.062580991              88.24 Joules power/energy-pkg/                                                     
    48.063877639              89.14 Joules power/energy-pkg/                                                     
    49.065182569              83.94 Joules power/energy-pkg/                                                     
    50.066463443              86.76 Joules power/energy-pkg/                                                     
    51.067765052              85.98 Joules power/energy-pkg/                                                     
    52.069080978              85.89 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.070340689              86.43 Joules power/energy-pkg/                                                     
    54.071611484              84.33 Joules power/energy-pkg/                                                     
    55.072915772              86.28 Joules power/energy-pkg/                                                     
    56.074212600              90.05 Joules power/energy-pkg/                                                     
    57.075500317              90.62 Joules power/energy-pkg/                                                     
    58.076813495              89.17 Joules power/energy-pkg/                                                     
    59.077942076              87.34 Joules power/energy-pkg/                                                     
    60.080069957              89.99 Joules power/energy-pkg/                                                     
    61.081393659              93.31 Joules power/energy-pkg/                                                     
    62.082716709              94.96 Joules power/energy-pkg/                                                     
    63.084042020              91.91 Joules power/energy-pkg/                                                     
    64.085360081              91.19 Joules power/energy-pkg/                                                     
    65.086715944              92.70 Joules power/energy-pkg/                                                     
    66.088089767              91.63 Joules power/energy-pkg/                                                     
    67.089409995              90.87 Joules power/energy-pkg/                                                     
    68.090708371              90.67 Joules power/energy-pkg/                                                     
    69.092001338              88.41 Joules power/energy-pkg/                                                     
    70.093312870              88.77 Joules power/energy-pkg/                                                     
    71.093931276              87.95 Joules power/energy-pkg/                                                     
    72.094939466              91.31 Joules power/energy-pkg/                                                     
    73.097935085              93.44 Joules power/energy-pkg/                                                     
    74.102143260              91.64 Joules power/energy-pkg/                                                     
    75.103409175              92.21 Joules power/energy-pkg/                                                     
    76.105887395              90.94 Joules power/energy-pkg/                                                     
    77.107144038              90.79 Joules power/energy-pkg/                                                     
    78.108413216              89.98 Joules power/energy-pkg/                                                     
#           time             counts   unit events
