# started on Fri Apr  3 18:07:17 2026

#           time             counts   unit events
     1.000795957             101.57 Joules power/energy-pkg/                                                     
     2.122444641             114.46 Joules power/energy-pkg/                                                     
     3.125784646             101.23 Joules power/energy-pkg/                                                     
     4.126798196              92.32 Joules power/energy-pkg/                                                     
     5.127776870              98.14 Joules power/energy-pkg/                                                     
     6.128789301             100.34 Joules power/energy-pkg/                                                     
     7.129788870             107.33 Joules power/energy-pkg/                                                     
     8.132819665              99.13 Joules power/energy-pkg/                                                     
     9.133813831              94.81 Joules power/energy-pkg/                                                     
    10.135151321              95.53 Joules power/energy-pkg/                                                     
    11.135815814              95.07 Joules power/energy-pkg/                                                     
    12.136814224              97.78 Joules power/energy-pkg/                                                     
    13.137820633              97.21 Joules power/energy-pkg/                                                     
    14.138807028              97.58 Joules power/energy-pkg/                                                     
    15.139816839              99.19 Joules power/energy-pkg/                                                     
    16.143814137             100.04 Joules power/energy-pkg/                                                     
    17.145811033              98.60 Joules power/energy-pkg/                                                     
    18.149789385              97.19 Joules power/energy-pkg/                                                     
    19.150783376              98.54 Joules power/energy-pkg/                                                     
    20.156809444              97.10 Joules power/energy-pkg/                                                     
    21.158811825              93.85 Joules power/energy-pkg/                                                     
    22.160816625              94.45 Joules power/energy-pkg/                                                     
    23.164813858              94.87 Joules power/energy-pkg/                                                     
    24.165811336              97.85 Joules power/energy-pkg/                                                     
    25.166811632              96.54 Joules power/energy-pkg/                                                     
    26.167770370              94.08 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.212211747             100.33 Joules power/energy-pkg/                                                     
    28.212799658              97.73 Joules power/energy-pkg/                                                     
    29.213793972              98.89 Joules power/energy-pkg/                                                     
    30.216791816              99.44 Joules power/energy-pkg/                                                     
    31.217762780              94.28 Joules power/energy-pkg/                                                     
    32.218788683              96.55 Joules power/energy-pkg/                                                     
    33.219790449              99.08 Joules power/energy-pkg/                                                     
    34.220788704              97.31 Joules power/energy-pkg/                                                     
    35.221794377              97.23 Joules power/energy-pkg/                                                     
    36.222795780              96.67 Joules power/energy-pkg/                                                     
    37.223791653              96.66 Joules power/energy-pkg/                                                     
    38.224803707              95.58 Joules power/energy-pkg/                                                     
    39.225795460              95.53 Joules power/energy-pkg/                                                     
    40.226770882              95.57 Joules power/energy-pkg/                                                     
    41.227767956              94.91 Joules power/energy-pkg/                                                     
    42.228805460              91.55 Joules power/energy-pkg/                                                     
    43.229767925              92.70 Joules power/energy-pkg/                                                     
    44.230791764              94.48 Joules power/energy-pkg/                                                     
    45.231793599              95.46 Joules power/energy-pkg/                                                     
    46.232808627             101.75 Joules power/energy-pkg/                                                     
    47.233769285              94.96 Joules power/energy-pkg/                                                     
    48.234790993              96.07 Joules power/energy-pkg/                                                     
    49.237788766              96.16 Joules power/energy-pkg/                                                     
    50.241787502              96.86 Joules power/energy-pkg/                                                     
    51.243792822              97.97 Joules power/energy-pkg/                                                     
    52.247791836              96.43 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.249790132             101.96 Joules power/energy-pkg/                                                     
    54.253783341             101.45 Joules power/energy-pkg/                                                     
    55.257826668             103.35 Joules power/energy-pkg/                                                     
    56.261811222             102.98 Joules power/energy-pkg/                                                     
    57.264782550             101.16 Joules power/energy-pkg/                                                     
    58.266805511             102.00 Joules power/energy-pkg/                                                     
    59.270948400             105.32 Joules power/energy-pkg/                                                     
    60.272226965              99.58 Joules power/energy-pkg/                                                     
    61.273495929              99.30 Joules power/energy-pkg/                                                     
    62.274888893              94.93 Joules power/energy-pkg/                                                     
    63.276175772              98.26 Joules power/energy-pkg/                                                     
    64.277480234              97.49 Joules power/energy-pkg/                                                     
    65.278837228              96.34 Joules power/energy-pkg/                                                     
    66.280850346              96.84 Joules power/energy-pkg/                                                     
    67.282136363              94.18 Joules power/energy-pkg/                                                     
    68.283417513              96.11 Joules power/energy-pkg/                                                     
    69.284690075              98.02 Joules power/energy-pkg/                                                     
    70.286004212              99.49 Joules power/energy-pkg/                                                     
    71.286768100              99.83 Joules power/energy-pkg/                                                     
    72.288057529              99.40 Joules power/energy-pkg/                                                     
    73.288387878             100.87 Joules power/energy-pkg/                                                     
    74.289689809              99.49 Joules power/energy-pkg/                                                     
    75.290977666              98.97 Joules power/energy-pkg/                                                     
    76.292228710             102.06 Joules power/energy-pkg/                                                     
    77.293514632              97.13 Joules power/energy-pkg/                                                     
    78.294821706              97.05 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    79.296119204              97.02 Joules power/energy-pkg/                                                     
    80.297362269              96.76 Joules power/energy-pkg/                                                     
    81.297796884              95.81 Joules power/energy-pkg/                                                     
    82.299790194              94.52 Joules power/energy-pkg/                                                     
    83.300800533              96.88 Joules power/energy-pkg/                                                     
    84.301795342              93.82 Joules power/energy-pkg/                                                     
    85.304802826              94.82 Joules power/energy-pkg/                                                     
    86.308858844              94.91 Joules power/energy-pkg/                                                     
    87.310972569              92.78 Joules power/energy-pkg/                                                     
    88.311760009              95.41 Joules power/energy-pkg/                                                     
    89.314803987             100.48 Joules power/energy-pkg/                                                     
    90.315799270              99.84 Joules power/energy-pkg/                                                     
    91.316804019             101.08 Joules power/energy-pkg/                                                     
    92.317801099              98.33 Joules power/energy-pkg/                                                     
    93.318810603              98.19 Joules power/energy-pkg/                                                     
    94.319800747              99.29 Joules power/energy-pkg/                                                     
    95.320770941              99.63 Joules power/energy-pkg/                                                     
    96.321802451             100.41 Joules power/energy-pkg/                                                     
    97.322801168              93.02 Joules power/energy-pkg/                                                     
    98.323801144              91.82 Joules power/energy-pkg/                                                     
    99.324807625              93.82 Joules power/energy-pkg/                                                     
   100.328790371              96.19 Joules power/energy-pkg/                                                     
   101.332803966              95.63 Joules power/energy-pkg/                                                     
   102.334805731              91.91 Joules power/energy-pkg/                                                     
   103.336774846              97.39 Joules power/energy-pkg/                                                     
   104.339811340              96.80 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   105.342805392              97.27 Joules power/energy-pkg/                                                     
   106.346801729             101.51 Joules power/energy-pkg/                                                     
   107.347809566              93.39 Joules power/energy-pkg/                                                     
   108.349805297              97.01 Joules power/energy-pkg/                                                     
   109.350804775              94.47 Joules power/energy-pkg/                                                     
   110.351802937              94.50 Joules power/energy-pkg/                                                     
   111.355805777              94.40 Joules power/energy-pkg/                                                     
   112.356803774              92.63 Joules power/energy-pkg/                                                     
   113.357803734              89.95 Joules power/energy-pkg/                                                     
   114.360806754              89.52 Joules power/energy-pkg/                                                     
   115.361807474              91.48 Joules power/energy-pkg/                                                     
   116.364797582              93.24 Joules power/energy-pkg/                                                     
   117.365807315              93.48 Joules power/energy-pkg/                                                     
   118.366808565              95.77 Joules power/energy-pkg/                                                     
   119.372799224              99.17 Joules power/energy-pkg/                                                     
   120.375910671              96.17 Joules power/energy-pkg/                                                     
   121.377927000              92.35 Joules power/energy-pkg/                                                     
   122.379804455              91.97 Joules power/energy-pkg/                                                     
   123.383790831              99.70 Joules power/energy-pkg/                                                     
   124.386803709              97.56 Joules power/energy-pkg/                                                     
   125.388759749              90.92 Joules power/energy-pkg/                                                     
   126.390815161              98.92 Joules power/energy-pkg/                                                     
   127.392111118              91.89 Joules power/energy-pkg/                                                     
   128.406295299              97.15 Joules power/energy-pkg/                                                     
   129.407596001              96.41 Joules power/energy-pkg/                                                     
   130.408942409              93.59 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   131.409798567              96.74 Joules power/energy-pkg/                                                     
   132.410810935              95.10 Joules power/energy-pkg/                                                     
   133.413813817              96.76 Joules power/energy-pkg/                                                     
   134.415111246              94.69 Joules power/energy-pkg/                                                     
   135.416312486              99.05 Joules power/energy-pkg/                                                     
   136.416791479              98.74 Joules power/energy-pkg/                                                     
   137.420854137              88.59 Joules power/energy-pkg/                                                     
   138.422110420              91.63 Joules power/energy-pkg/                                                     
   139.423398885              94.13 Joules power/energy-pkg/                                                     
   140.423806118              96.74 Joules power/energy-pkg/                                                     
   141.425795601             101.43 Joules power/energy-pkg/                                                     
   142.428798545             100.19 Joules power/energy-pkg/                                                     
   143.429799818             102.33 Joules power/energy-pkg/                                                     
   144.430800929             102.67 Joules power/energy-pkg/                                                     
   145.431790448             105.39 Joules power/energy-pkg/                                                     
   146.432794342             105.05 Joules power/energy-pkg/                                                     
   147.437788482             101.10 Joules power/energy-pkg/                                                     
   148.438828021             103.39 Joules power/energy-pkg/                                                     
   149.439786265             104.67 Joules power/energy-pkg/                                                     
   150.440790276             104.77 Joules power/energy-pkg/                                                     
   151.441787676             105.13 Joules power/energy-pkg/                                                     
   152.442789015             101.04 Joules power/energy-pkg/                                                     
   153.443785615             102.59 Joules power/energy-pkg/                                                     
   154.444758200             102.51 Joules power/energy-pkg/                                                     
   155.445790375             102.74 Joules power/energy-pkg/                                                     
   156.446786580             102.35 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   157.447764427              98.85 Joules power/energy-pkg/                                                     
   158.448761520              99.52 Joules power/energy-pkg/                                                     
   159.449778608              99.53 Joules power/energy-pkg/                                                     
   160.450786417             100.17 Joules power/energy-pkg/                                                     
   161.451769769              99.73 Joules power/energy-pkg/                                                     
   162.452764578              99.84 Joules power/energy-pkg/                                                     
   163.454788888              97.35 Joules power/energy-pkg/                                                     
   164.458800526              96.76 Joules power/energy-pkg/                                                     
   165.459798241              98.03 Joules power/energy-pkg/                                                     
   166.460768798             101.94 Joules power/energy-pkg/                                                     
   167.461797487              98.00 Joules power/energy-pkg/                                                     
   168.462785908              97.97 Joules power/energy-pkg/                                                     
   169.463796049              98.49 Joules power/energy-pkg/                                                     
   170.464792760              98.18 Joules power/energy-pkg/                                                     
   171.465790745              98.51 Joules power/energy-pkg/                                                     
   172.466797539              97.82 Joules power/energy-pkg/                                                     
   173.467790509              97.26 Joules power/energy-pkg/                                                     
   174.468797408              96.20 Joules power/energy-pkg/                                                     
   175.472801504              96.04 Joules power/energy-pkg/                                                     
   176.473803129              95.51 Joules power/energy-pkg/                                                     
   177.474798215              94.85 Joules power/energy-pkg/                                                     
   178.475789145              96.51 Joules power/energy-pkg/                                                     
   179.476760371              95.06 Joules power/energy-pkg/                                                     
   180.477792831              94.94 Joules power/energy-pkg/                                                     
   181.478800857              95.75 Joules power/energy-pkg/                                                     
   182.479794406              95.00 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   183.480794283              96.61 Joules power/energy-pkg/                                                     
   184.481795476              97.10 Joules power/energy-pkg/                                                     
   185.482795544              97.79 Joules power/energy-pkg/                                                     
   186.483791841              97.30 Joules power/energy-pkg/                                                     
   187.484791962              96.85 Joules power/energy-pkg/                                                     
   188.485799115              93.26 Joules power/energy-pkg/                                                     
   189.486761488              95.52 Joules power/energy-pkg/                                                     
   190.487796571              96.60 Joules power/energy-pkg/                                                     
