# started on Fri Apr  3 17:51:39 2026

#           time             counts   unit events
     1.001070168              90.30 Joules power/energy-pkg/                                                     
     2.003566115              95.41 Joules power/energy-pkg/                                                     
     3.004906662              98.02 Joules power/energy-pkg/                                                     
     4.006196903              88.88 Joules power/energy-pkg/                                                     
     5.007488935              89.80 Joules power/energy-pkg/                                                     
     6.009881526              89.52 Joules power/energy-pkg/                                                     
     7.011188838              89.35 Joules power/energy-pkg/                                                     
     8.012459055              89.31 Joules power/energy-pkg/                                                     
     9.013785595              90.94 Joules power/energy-pkg/                                                     
    10.015047908              91.44 Joules power/energy-pkg/                                                     
    11.016356830              92.47 Joules power/energy-pkg/                                                     
    12.017683549              87.49 Joules power/energy-pkg/                                                     
    13.019133436              55.12 Joules power/energy-pkg/                                                     
    14.020571664              55.38 Joules power/energy-pkg/                                                     
    15.022092929              55.83 Joules power/energy-pkg/                                                     
    16.023681545              58.28 Joules power/energy-pkg/                                                     
    17.025696439              61.28 Joules power/energy-pkg/                                                     
    18.026693437              58.64 Joules power/energy-pkg/                                                     
    19.027688929              58.61 Joules power/energy-pkg/                                                     
    20.028708824              59.89 Joules power/energy-pkg/                                                     
    21.030214435              59.43 Joules power/energy-pkg/                                                     
    22.031714090              58.34 Joules power/energy-pkg/                                                     
    23.033139264              57.53 Joules power/energy-pkg/                                                     
    24.033637313              57.39 Joules power/energy-pkg/                                                     
    25.035051040              57.56 Joules power/energy-pkg/                                                     
    26.036510328              58.14 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.037967516              57.44 Joules power/energy-pkg/                                                     
    28.039422330              57.67 Joules power/energy-pkg/                                                     
    29.040930095              57.98 Joules power/energy-pkg/                                                     
    30.042398693              57.60 Joules power/energy-pkg/                                                     
    31.043657080              57.44 Joules power/energy-pkg/                                                     
    32.045086954              57.46 Joules power/energy-pkg/                                                     
    33.046542799              57.45 Joules power/energy-pkg/                                                     
    34.048064417              58.44 Joules power/energy-pkg/                                                     
    35.049541285              57.41 Joules power/energy-pkg/                                                     
    36.051109957              56.29 Joules power/energy-pkg/                                                     
    37.051714093              56.46 Joules power/energy-pkg/                                                     
    38.053734001              57.66 Joules power/energy-pkg/                                                     
    39.054708128              56.82 Joules power/energy-pkg/                                                     
    40.055719580              57.81 Joules power/energy-pkg/                                                     
    41.056705121              57.96 Joules power/energy-pkg/                                                     
    42.058714056              59.02 Joules power/energy-pkg/                                                     
    43.059712835              57.96 Joules power/energy-pkg/                                                     
