# started on Sat Mar  7 14:41:02 2026

#           time             counts unit events
     1.001028643      3,771,560,648      cycles                                                                
     1.001028643      7,406,340,940      instructions                     #    1.96  insn per cycle            
     1.001028643        273,454,668      cache-references                                                      
     1.001028643         28,188,001      cache-misses                     #   10.31% of all cache refs         
     1.001028643        119,883,241      L1-dcache-load-misses                                                 
     1.001028643    <not supported>      LLC-load-misses                                                       
     2.002529342            143,923      cycles                                                                
     2.002529342             25,657      instructions                     #    0.18  insn per cycle            
     2.002529342              5,602      cache-references                                                      
     2.002529342              2,632      cache-misses                     #   46.98% of all cache refs         
     2.002529342              1,161      L1-dcache-load-misses                                                 
     2.002529342    <not supported>      LLC-load-misses                                                       
     3.003613114            185,351      cycles                                                                
     3.003613114             53,077      instructions                     #    0.29  insn per cycle            
     3.003613114              7,997      cache-references                                                      
     3.003613114              2,625      cache-misses                     #   32.82% of all cache refs         
     3.003613114              2,653      L1-dcache-load-misses                                                 
     3.003613114    <not supported>      LLC-load-misses                                                       
     4.004087271            152,623      cycles                                                                
     4.004087271             56,269      instructions                     #    0.37  insn per cycle            
     4.004087271              5,849      cache-references                                                      
     4.004087271              1,605      cache-misses                     #   27.44% of all cache refs         
     4.004087271              1,894      L1-dcache-load-misses                                                 
     4.004087271    <not supported>      LLC-load-misses                                                       
     5.005137124            145,691      cycles                                                                
     5.005137124             55,974      instructions                     #    0.38  insn per cycle            
     5.005137124              5,893      cache-references                                                      
     5.005137124              1,321      cache-misses                     #   22.42% of all cache refs         
     5.005137124              1,881      L1-dcache-load-misses                                                 
     5.005137124    <not supported>      LLC-load-misses                                                       
     6.006203066            138,937      cycles                                                                
     6.006203066             55,104      instructions                     #    0.40  insn per cycle            
     6.006203066              5,802      cache-references                                                      
     6.006203066              1,325      cache-misses                     #   22.84% of all cache refs         
     6.006203066              1,852      L1-dcache-load-misses                                                 
     6.006203066    <not supported>      LLC-load-misses                                                       
     7.007474287            145,063      cycles                                                                
     7.007474287             55,259      instructions                     #    0.38  insn per cycle            
     7.007474287              6,030      cache-references                                                      
     7.007474287              1,424      cache-misses                     #   23.62% of all cache refs         
     7.007474287              1,886      L1-dcache-load-misses                                                 
     7.007474287    <not supported>      LLC-load-misses                                                       
     8.008573089            173,383      cycles                                                                
     8.008573089             44,537      instructions                     #    0.26  insn per cycle            
     8.008573089              6,705      cache-references                                                      
     8.008573089              3,079      cache-misses                     #   45.92% of all cache refs         
     8.008573089              1,878      L1-dcache-load-misses                                                 
     8.008573089    <not supported>      LLC-load-misses                                                       
     9.009661581            221,226      cycles                                                                
