# started on Fri Apr  3 19:44:41 2026

#           time             counts   unit events
     1.000788115              76.05 Joules power/energy-pkg/                                                     
     2.001792377              84.83 Joules power/energy-pkg/                                                     
     3.005794514              85.09 Joules power/energy-pkg/                                                     
     4.006786272              80.65 Joules power/energy-pkg/                                                     
     5.007788767              81.03 Joules power/energy-pkg/                                                     
     6.008782889              80.36 Joules power/energy-pkg/                                                     
     7.010782848              81.03 Joules power/energy-pkg/                                                     
     8.011780857              80.98 Joules power/energy-pkg/                                                     
     9.012789877              81.29 Joules power/energy-pkg/                                                     
    10.013789417              80.02 Joules power/energy-pkg/                                                     
    11.015760748              79.84 Joules power/energy-pkg/                                                     
    12.016790462              80.20 Joules power/energy-pkg/                                                     
    13.017781913              81.07 Joules power/energy-pkg/                                                     
    14.020755541              82.29 Joules power/energy-pkg/                                                     
    15.021762618              82.19 Joules power/energy-pkg/                                                     
    16.022756978              82.36 Joules power/energy-pkg/                                                     
    17.023780170              82.11 Joules power/energy-pkg/                                                     
    18.024790336              81.53 Joules power/energy-pkg/                                                     
    19.025785808              81.64 Joules power/energy-pkg/                                                     
    20.026783799              80.22 Joules power/energy-pkg/                                                     
    21.027783296              80.82 Joules power/energy-pkg/                                                     
    22.028784200              81.15 Joules power/energy-pkg/                                                     
    23.029784456              79.51 Joules power/energy-pkg/                                                     
    24.030781993              79.44 Joules power/energy-pkg/                                                     
    25.031785230              79.43 Joules power/energy-pkg/                                                     
    26.032780595              79.30 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.033788141              78.67 Joules power/energy-pkg/                                                     
    28.034786420              79.18 Joules power/energy-pkg/                                                     
    29.038755282              78.97 Joules power/energy-pkg/                                                     
    30.039781076              78.95 Joules power/energy-pkg/                                                     
    31.040751210              80.49 Joules power/energy-pkg/                                                     
    32.041779560              80.96 Joules power/energy-pkg/                                                     
    33.042781351              80.38 Joules power/energy-pkg/                                                     
    34.043786812              77.11 Joules power/energy-pkg/                                                     
    35.044783122              76.97 Joules power/energy-pkg/                                                     
    36.045782173              75.81 Joules power/energy-pkg/                                                     
    37.046781959              73.82 Joules power/energy-pkg/                                                     
    38.047790584              73.85 Joules power/energy-pkg/                                                     
    39.048783027              77.17 Joules power/energy-pkg/                                                     
