# started on Fri Apr  3 23:31:51 2026

#           time             counts   unit events
     1.001068260              55.31 Joules power/energy-pkg/                                                     
     2.002938210              64.11 Joules power/energy-pkg/                                                     
     3.004301054              59.22 Joules power/energy-pkg/                                                     
     4.005629369              53.77 Joules power/energy-pkg/                                                     
     5.006863466              52.31 Joules power/energy-pkg/                                                     
     6.008120323              53.82 Joules power/energy-pkg/                                                     
     7.009377064              54.14 Joules power/energy-pkg/                                                     
     8.010617082              53.96 Joules power/energy-pkg/                                                     
     9.014777432              53.94 Joules power/energy-pkg/                                                     
    10.018778890              53.85 Joules power/energy-pkg/                                                     
    11.021779917              53.80 Joules power/energy-pkg/                                                     
    12.024774482              54.02 Joules power/energy-pkg/                                                     
    13.031781656              53.71 Joules power/energy-pkg/                                                     
    14.033747119              53.77 Joules power/energy-pkg/                                                     
    15.035775669              54.44 Joules power/energy-pkg/                                                     
    16.037576114              55.10 Joules power/energy-pkg/                                                     
    17.039748991              55.56 Joules power/energy-pkg/                                                     
    18.040579436              55.21 Joules power/energy-pkg/                                                     
    19.041814851              55.31 Joules power/energy-pkg/                                                     
    20.043072092              51.78 Joules power/energy-pkg/                                                     
    21.044301846              55.20 Joules power/energy-pkg/                                                     
    22.045569033              55.75 Joules power/energy-pkg/                                                     
    23.046580129              55.26 Joules power/energy-pkg/                                                     
    24.047806492              55.13 Joules power/energy-pkg/                                                     
    25.049055979              55.24 Joules power/energy-pkg/                                                     
    26.050304570              55.27 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.051566082              55.14 Joules power/energy-pkg/                                                     
    28.052795833              55.06 Joules power/energy-pkg/                                                     
    29.054026793              55.18 Joules power/energy-pkg/                                                     
    30.055271112              55.16 Joules power/energy-pkg/                                                     
    31.056526651              55.12 Joules power/energy-pkg/                                                     
    32.057812780              55.01 Joules power/energy-pkg/                                                     
    33.059039192              55.03 Joules power/energy-pkg/                                                     
    34.060293149              55.16 Joules power/energy-pkg/                                                     
    35.061564834              53.73 Joules power/energy-pkg/                                                     
    36.062826931              55.16 Joules power/energy-pkg/                                                     
    37.064080542              55.20 Joules power/energy-pkg/                                                     
    38.064578491              54.39 Joules power/energy-pkg/                                                     
    39.068783592              55.58 Joules power/energy-pkg/                                                     
    40.071766337              51.37 Joules power/energy-pkg/                                                     
    41.074746595              54.72 Joules power/energy-pkg/                                                     
    42.076754603              53.88 Joules power/energy-pkg/                                                     
    43.078745343              53.97 Joules power/energy-pkg/                                                     
    44.082376282              54.25 Joules power/energy-pkg/                                                     
    45.084708756              51.65 Joules power/energy-pkg/                                                     
    46.088787869              55.42 Joules power/energy-pkg/                                                     
    47.092764334              55.24 Joules power/energy-pkg/                                                     
    48.094743428              55.18 Joules power/energy-pkg/                                                     
    49.096742533              55.77 Joules power/energy-pkg/                                                     
    50.097973789              55.21 Joules power/energy-pkg/                                                     
    51.099221959              55.16 Joules power/energy-pkg/                                                     
    52.100447713              54.94 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.101742314              56.25 Joules power/energy-pkg/                                                     
    54.103026967              57.30 Joules power/energy-pkg/                                                     
