# started on Fri Apr  3 19:06:54 2026

#           time             counts   unit events
     1.000779528              88.16 Joules power/energy-pkg/                                                     
     2.001774506              91.45 Joules power/energy-pkg/                                                     
     3.003776417              92.57 Joules power/energy-pkg/                                                     
     4.004777352              87.18 Joules power/energy-pkg/                                                     
     5.007759636              87.35 Joules power/energy-pkg/                                                     
     6.008774194              85.32 Joules power/energy-pkg/                                                     
     7.009804817              86.19 Joules power/energy-pkg/                                                     
     8.010777115              83.89 Joules power/energy-pkg/                                                     
     9.011754150              83.20 Joules power/energy-pkg/                                                     
    10.012785232              87.98 Joules power/energy-pkg/                                                     
    11.013782488              87.12 Joules power/energy-pkg/                                                     
    12.038733523              91.43 Joules power/energy-pkg/                                                     
    13.039773683              90.55 Joules power/energy-pkg/                                                     
    14.041754771              96.38 Joules power/energy-pkg/                                                     
    15.043776131              95.30 Joules power/energy-pkg/                                                     
    16.044748771              91.27 Joules power/energy-pkg/                                                     
    17.045776925              90.33 Joules power/energy-pkg/                                                     
    18.046779062              90.93 Joules power/energy-pkg/                                                     
    19.047773473              91.60 Joules power/energy-pkg/                                                     
    20.049778854              90.72 Joules power/energy-pkg/                                                     
    21.050780850              87.81 Joules power/energy-pkg/                                                     
    22.108892467              94.54 Joules power/energy-pkg/                                                     
    23.109776108              89.65 Joules power/energy-pkg/                                                     
    24.111955396              88.09 Joules power/energy-pkg/                                                     
    25.113261799              85.40 Joules power/energy-pkg/                                                     
    26.114579970              82.43 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.179290554              93.92 Joules power/energy-pkg/                                                     
    28.179776903              85.95 Joules power/energy-pkg/                                                     
    29.180777238              83.92 Joules power/energy-pkg/                                                     
    30.184838415              80.93 Joules power/energy-pkg/                                                     
    31.186118838              79.42 Joules power/energy-pkg/                                                     
    32.186780820              85.91 Joules power/energy-pkg/                                                     
    33.188848097              84.85 Joules power/energy-pkg/                                                     
    34.189762997              87.17 Joules power/energy-pkg/                                                     
    35.191835211              87.80 Joules power/energy-pkg/                                                     
    36.193151685              82.77 Joules power/energy-pkg/                                                     
    37.194455155              82.94 Joules power/energy-pkg/                                                     
    38.195774930              82.43 Joules power/energy-pkg/                                                     
    39.196722895              81.95 Joules power/energy-pkg/                                                     
    40.197981713              82.16 Joules power/energy-pkg/                                                     
    41.199271417              82.21 Joules power/energy-pkg/                                                     
    42.200574923              82.99 Joules power/energy-pkg/                                                     
    43.201898332              84.67 Joules power/energy-pkg/                                                     
    44.202783490              92.24 Joules power/energy-pkg/                                                     
    45.204772532              92.27 Joules power/energy-pkg/                                                     
    46.206067871              88.16 Joules power/energy-pkg/                                                     
    47.206784572              87.39 Joules power/energy-pkg/                                                     
    48.210774715              90.89 Joules power/energy-pkg/                                                     
    49.211772319              90.85 Joules power/energy-pkg/                                                     
    50.212762233              90.85 Joules power/energy-pkg/                                                     
    51.213759125              90.33 Joules power/energy-pkg/                                                     
    52.215765768              91.02 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.220767348              92.60 Joules power/energy-pkg/                                                     
    54.221762271              93.29 Joules power/energy-pkg/                                                     
    55.222762160              93.43 Joules power/energy-pkg/                                                     
    56.226760910              92.81 Joules power/energy-pkg/                                                     
    57.231755660              93.39 Joules power/energy-pkg/                                                     
    58.232757643              93.30 Joules power/energy-pkg/                                                     
    59.233732961              93.13 Joules power/energy-pkg/                                                     
    60.237761689              93.32 Joules power/energy-pkg/                                                     
    61.238762842              92.65 Joules power/energy-pkg/                                                     
    62.241732414              93.60 Joules power/energy-pkg/                                                     
    63.242760918              93.07 Joules power/energy-pkg/                                                     
    64.245761254              89.43 Joules power/energy-pkg/                                                     
    65.246763464              85.28 Joules power/energy-pkg/                                                     
    66.247761960              88.22 Joules power/energy-pkg/                                                     
    67.248768961              89.28 Joules power/energy-pkg/                                                     
    68.249764078              89.55 Joules power/energy-pkg/                                                     
    69.250767151              90.07 Joules power/energy-pkg/                                                     
    70.251769183              91.07 Joules power/energy-pkg/                                                     
    71.252736882              88.61 Joules power/energy-pkg/                                                     
    72.253766152              90.26 Joules power/energy-pkg/                                                     
    73.254768151              88.84 Joules power/energy-pkg/                                                     
    74.257775496              94.45 Joules power/energy-pkg/                                                     
    75.258767735              92.36 Joules power/energy-pkg/                                                     
    76.259769293              91.93 Joules power/energy-pkg/                                                     
    77.260771047              94.29 Joules power/energy-pkg/                                                     
    78.261768552              95.21 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    79.262767269              94.90 Joules power/energy-pkg/                                                     
    80.263765400              95.14 Joules power/energy-pkg/                                                     
    81.264763601              94.51 Joules power/energy-pkg/                                                     
    82.265764481              95.62 Joules power/energy-pkg/                                                     
    83.266769730              94.00 Joules power/energy-pkg/                                                     
    84.268770879              93.64 Joules power/energy-pkg/                                                     
    85.269764081              93.69 Joules power/energy-pkg/                                                     
    86.270766961              91.83 Joules power/energy-pkg/                                                     
    87.271764730              93.07 Joules power/energy-pkg/                                                     
    88.272761878              94.13 Joules power/energy-pkg/                                                     
    89.275761461              93.88 Joules power/energy-pkg/                                                     
    90.276756943              93.58 Joules power/energy-pkg/                                                     
    91.277729433              91.73 Joules power/energy-pkg/                                                     
    92.278759411              94.16 Joules power/energy-pkg/                                                     
    93.279757526              92.80 Joules power/energy-pkg/                                                     
    94.280759829              90.07 Joules power/energy-pkg/                                                     
    95.281758592              90.12 Joules power/energy-pkg/                                                     
    96.282759372              89.61 Joules power/energy-pkg/                                                     
    97.283761221              90.47 Joules power/energy-pkg/                                                     
    98.284759886              90.64 Joules power/energy-pkg/                                                     
    99.285756592              90.13 Joules power/energy-pkg/                                                     
   100.286759319              89.67 Joules power/energy-pkg/                                                     
   101.287762580              90.09 Joules power/energy-pkg/                                                     
   102.288759712              90.67 Joules power/energy-pkg/                                                     
   103.289759008              88.87 Joules power/energy-pkg/                                                     
   104.291770256              95.57 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   105.292763623              91.25 Joules power/energy-pkg/                                                     
   106.293764351              89.99 Joules power/energy-pkg/                                                     
   107.294759207              90.08 Joules power/energy-pkg/                                                     
   108.295758846              89.36 Joules power/energy-pkg/                                                     
   109.296759598              88.06 Joules power/energy-pkg/                                                     
   110.300760018              88.20 Joules power/energy-pkg/                                                     
   111.301762516              86.99 Joules power/energy-pkg/                                                     
   112.302761896              89.23 Joules power/energy-pkg/                                                     
   113.303763049              89.01 Joules power/energy-pkg/                                                     
   114.304735261              89.58 Joules power/energy-pkg/                                                     
   115.305736615              89.46 Joules power/energy-pkg/                                                     
   116.306758172              89.60 Joules power/energy-pkg/                                                     
   117.307734440              89.23 Joules power/energy-pkg/                                                     
   118.308738881              89.64 Joules power/energy-pkg/                                                     
   119.309760502              88.63 Joules power/energy-pkg/                                                     
   120.310755107              88.51 Joules power/energy-pkg/                                                     
   121.311762208              87.90 Joules power/energy-pkg/                                                     
   122.313028374              85.79 Joules power/energy-pkg/                                                     
   123.314316664              83.51 Joules power/energy-pkg/                                                     
   124.315621252              83.33 Joules power/energy-pkg/                                                     
   125.316934685              83.35 Joules power/energy-pkg/                                                     
   126.318224870              82.98 Joules power/energy-pkg/                                                     
   127.319495410              83.53 Joules power/energy-pkg/                                                     
   128.320840309              83.51 Joules power/energy-pkg/                                                     
   129.322127751              84.46 Joules power/energy-pkg/                                                     
   130.323412194              84.85 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   131.325012048              83.13 Joules power/energy-pkg/                                                     
   132.326290369              86.44 Joules power/energy-pkg/                                                     
   133.326722742              87.69 Joules power/energy-pkg/                                                     
   134.327975054              95.63 Joules power/energy-pkg/                                                     
   135.329258095              87.51 Joules power/energy-pkg/                                                     
   136.330544601              85.73 Joules power/energy-pkg/                                                     
   137.331838024              85.73 Joules power/energy-pkg/                                                     
   138.333089575              84.85 Joules power/energy-pkg/                                                     
   139.334366982              86.30 Joules power/energy-pkg/                                                     
   140.335653830              86.05 Joules power/energy-pkg/                                                     
   141.336592056              86.09 Joules power/energy-pkg/                                                     
   142.337912773              86.04 Joules power/energy-pkg/                                                     
   143.338773636              84.75 Joules power/energy-pkg/                                                     
   144.339856941              84.85 Joules power/energy-pkg/                                                     
   145.340247260              85.03 Joules power/energy-pkg/                                                     
   146.341547158              85.85 Joules power/energy-pkg/                                                     
   147.342832996              85.51 Joules power/energy-pkg/                                                     
   148.343772580              88.25 Joules power/energy-pkg/                                                     
   149.346775825              89.09 Joules power/energy-pkg/                                                     
   150.347768006              90.59 Joules power/energy-pkg/                                                     
   151.349034197              88.41 Joules power/energy-pkg/                                                     
   152.350294895              88.09 Joules power/energy-pkg/                                                     
   153.351592101              88.25 Joules power/energy-pkg/                                                     
   154.352899970              89.16 Joules power/energy-pkg/                                                     
   155.353773456              89.88 Joules power/energy-pkg/                                                     
   156.356742649              93.19 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   157.357768657              92.64 Joules power/energy-pkg/                                                     
   158.358770648              94.87 Joules power/energy-pkg/                                                     
   159.359745130              94.13 Joules power/energy-pkg/                                                     
   160.360770132              94.51 Joules power/energy-pkg/                                                     
   161.361766869              93.28 Joules power/energy-pkg/                                                     
   162.362772562              89.84 Joules power/energy-pkg/                                                     
   163.363761737              88.40 Joules power/energy-pkg/                                                     
   164.364766039              92.56 Joules power/energy-pkg/                                                     
   165.365740406              86.59 Joules power/energy-pkg/                                                     
   166.366766818              92.12 Joules power/energy-pkg/                                                     
   167.367770650              93.65 Joules power/energy-pkg/                                                     
   168.368767897              94.30 Joules power/energy-pkg/                                                     
   169.369768882              95.13 Joules power/energy-pkg/                                                     
   170.370768437              94.85 Joules power/energy-pkg/                                                     
   171.371725514              91.80 Joules power/energy-pkg/                                                     
   172.373005388              93.52 Joules power/energy-pkg/                                                     
   173.374306834              91.46 Joules power/energy-pkg/                                                     
   174.375619566              87.13 Joules power/energy-pkg/                                                     
   175.376926245              90.10 Joules power/energy-pkg/                                                     
   176.378231403              94.15 Joules power/energy-pkg/                                                     
   177.378741024              96.59 Joules power/energy-pkg/                                                     
   178.379743841              96.22 Joules power/energy-pkg/                                                     
   179.381769831              95.46 Joules power/energy-pkg/                                                     
   180.382772150              94.62 Joules power/energy-pkg/                                                     
   181.383768225              94.50 Joules power/energy-pkg/                                                     
   182.385076201              93.92 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   183.386400446              91.03 Joules power/energy-pkg/                                                     
   184.387718900              91.38 Joules power/energy-pkg/                                                     
   185.388778857              91.42 Joules power/energy-pkg/                                                     
   186.391764292              94.09 Joules power/energy-pkg/                                                     
   187.531765630             106.69 Joules power/energy-pkg/                                                     
   188.532776320              93.76 Joules power/energy-pkg/                                                     
   189.533765517              93.87 Joules power/energy-pkg/                                                     
   190.534773194              94.15 Joules power/energy-pkg/                                                     
   191.538764390              93.98 Joules power/energy-pkg/                                                     
   192.540774815              94.16 Joules power/energy-pkg/                                                     
   193.544772597              94.10 Joules power/energy-pkg/                                                     
   194.547792320             100.24 Joules power/energy-pkg/                                                     
   195.550770150              93.90 Joules power/energy-pkg/                                                     
   196.555774819              90.70 Joules power/energy-pkg/                                                     
   197.558774846              89.09 Joules power/energy-pkg/                                                     
   198.559773831              88.96 Joules power/energy-pkg/                                                     
   199.561770785              88.70 Joules power/energy-pkg/                                                     
   200.562772660              88.69 Joules power/energy-pkg/                                                     
   201.563773574              89.37 Joules power/energy-pkg/                                                     
   202.594514443              93.40 Joules power/energy-pkg/                                                     
   203.595770139              93.09 Joules power/energy-pkg/                                                     
   204.596761688              92.90 Joules power/energy-pkg/                                                     
   205.598779444              93.07 Joules power/energy-pkg/                                                     
   206.599771697              89.13 Joules power/energy-pkg/                                                     
   207.639983258              92.64 Joules power/energy-pkg/                                                     
   208.640767415              88.85 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   209.641735723              87.21 Joules power/energy-pkg/                                                     
   210.645769262              86.30 Joules power/energy-pkg/                                                     
   211.647768592              86.15 Joules power/energy-pkg/                                                     
   212.648771186              90.62 Joules power/energy-pkg/                                                     
   213.650771851              88.61 Joules power/energy-pkg/                                                     
   214.651779693              87.28 Joules power/energy-pkg/                                                     
   215.652774565              87.32 Joules power/energy-pkg/                                                     
   216.653766515              85.88 Joules power/energy-pkg/                                                     
   217.656767744              87.90 Joules power/energy-pkg/                                                     
   218.657761582              86.68 Joules power/energy-pkg/                                                     
   219.658765329              86.96 Joules power/energy-pkg/                                                     
   220.660732152              88.08 Joules power/energy-pkg/                                                     
   221.661762222              87.60 Joules power/energy-pkg/                                                     
   222.717232871              95.07 Joules power/energy-pkg/                                                     
   223.718758041              90.13 Joules power/energy-pkg/                                                     
   224.719746197              91.47 Joules power/energy-pkg/                                                     
   225.720743361              91.99 Joules power/energy-pkg/                                                     
   226.721736213              93.72 Joules power/energy-pkg/                                                     
   227.722778292              94.27 Joules power/energy-pkg/                                                     
   228.723766306              93.21 Joules power/energy-pkg/                                                     
   229.724772745              95.23 Joules power/energy-pkg/                                                     
   230.728762854              95.13 Joules power/energy-pkg/                                                     
   231.729726942              94.90 Joules power/energy-pkg/                                                     
   232.730763515              93.66 Joules power/energy-pkg/                                                     
   233.731766649              92.58 Joules power/energy-pkg/                                                     
   234.732767328              92.44 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   235.733771801              91.53 Joules power/energy-pkg/                                                     
   236.734769393              91.35 Joules power/energy-pkg/                                                     
   237.735759437              92.16 Joules power/energy-pkg/                                                     
   238.736763692              91.73 Joules power/energy-pkg/                                                     
   239.737762224              91.89 Joules power/energy-pkg/                                                     
   240.738765376              91.72 Joules power/energy-pkg/                                                     
   241.739759915              90.91 Joules power/energy-pkg/                                                     
   242.740737544              87.65 Joules power/energy-pkg/                                                     
   243.741736373              85.97 Joules power/energy-pkg/                                                     
   244.742758467              89.53 Joules power/energy-pkg/                                                     
   245.743761629              89.72 Joules power/energy-pkg/                                                     
   246.744763075              90.07 Joules power/energy-pkg/                                                     
   247.745764445              90.20 Joules power/energy-pkg/                                                     
   248.746760358              91.33 Joules power/energy-pkg/                                                     
   249.747757880              90.81 Joules power/energy-pkg/                                                     
   250.748763053              90.99 Joules power/energy-pkg/                                                     
   251.749776474              90.73 Joules power/energy-pkg/                                                     
   252.750760759              91.52 Joules power/energy-pkg/                                                     
   253.752735861              92.42 Joules power/energy-pkg/                                                     
   254.753762508              92.91 Joules power/energy-pkg/                                                     
   255.754760633              90.10 Joules power/energy-pkg/                                                     
   256.755759474              90.03 Joules power/energy-pkg/                                                     
   257.756737996              90.69 Joules power/energy-pkg/                                                     
   258.757754578              89.50 Joules power/energy-pkg/                                                     
   259.759776326              90.73 Joules power/energy-pkg/                                                     
   260.763760210              87.58 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   261.764752990              86.66 Joules power/energy-pkg/                                                     
   262.765756796              86.72 Joules power/energy-pkg/                                                     
   263.766753536              86.82 Joules power/energy-pkg/                                                     
   264.767752704              86.77 Joules power/energy-pkg/                                                     
   265.768752022              86.84 Joules power/energy-pkg/                                                     
   266.769753474              86.81 Joules power/energy-pkg/                                                     
   267.770755209              88.54 Joules power/energy-pkg/                                                     
   268.774761533              89.55 Joules power/energy-pkg/                                                     
   269.775762439              92.43 Joules power/energy-pkg/                                                     
   270.776758336              88.47 Joules power/energy-pkg/                                                     
   271.777748773              88.01 Joules power/energy-pkg/                                                     
   272.778763249              88.82 Joules power/energy-pkg/                                                     
   273.779758332              90.69 Joules power/energy-pkg/                                                     
   274.780763576              89.33 Joules power/energy-pkg/                                                     
   275.782759180              86.13 Joules power/energy-pkg/                                                     
