# started on Fri Apr  3 19:17:28 2026

#           time             counts   unit events
     1.000482300              79.51 Joules power/energy-pkg/                                                     
     2.001480047              88.99 Joules power/energy-pkg/                                                     
     3.002478556              88.74 Joules power/energy-pkg/                                                     
     4.003711809              81.35 Joules power/energy-pkg/                                                     
     5.005384816              77.14 Joules power/energy-pkg/                                                     
     6.007635365              78.37 Joules power/energy-pkg/                                                     
     7.008873105              74.73 Joules power/energy-pkg/                                                     
     8.010108168              74.71 Joules power/energy-pkg/                                                     
     9.011342812              75.44 Joules power/energy-pkg/                                                     
    10.012608198              73.83 Joules power/energy-pkg/                                                     
    11.013479806              78.78 Joules power/energy-pkg/                                                     
    12.015485333              74.56 Joules power/energy-pkg/                                                     
    13.016487975              72.61 Joules power/energy-pkg/                                                     
    14.017488869              73.62 Joules power/energy-pkg/                                                     
    15.019487517              72.25 Joules power/energy-pkg/                                                     
    16.020741556              73.54 Joules power/energy-pkg/                                                     
    17.022005327              72.37 Joules power/energy-pkg/                                                     
    18.023260540              72.30 Joules power/energy-pkg/                                                     
    19.024523737              73.59 Joules power/energy-pkg/                                                     
    20.025763237              73.80 Joules power/energy-pkg/                                                     
    21.026475178              78.00 Joules power/energy-pkg/                                                     
    22.027753250              86.12 Joules power/energy-pkg/                                                     
    23.031696691              80.30 Joules power/energy-pkg/                                                     
    24.032963563              79.56 Joules power/energy-pkg/                                                     
    25.034211557              78.67 Joules power/energy-pkg/                                                     
    26.035475227              83.72 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.038547943              79.47 Joules power/energy-pkg/                                                     
    28.039815643              75.34 Joules power/energy-pkg/                                                     
    29.041075842              76.99 Joules power/energy-pkg/                                                     
    30.041427635              73.65 Joules power/energy-pkg/                                                     
    31.042668529              78.85 Joules power/energy-pkg/                                                     
    32.043491705              88.10 Joules power/energy-pkg/                                                     
    33.047473242              96.39 Joules power/energy-pkg/                                                     
    34.048490638              87.49 Joules power/energy-pkg/                                                     
    35.049487298              81.38 Joules power/energy-pkg/                                                     
    36.050491763              82.73 Joules power/energy-pkg/                                                     
    37.051486766              83.05 Joules power/energy-pkg/                                                     
    38.052503895              83.73 Joules power/energy-pkg/                                                     
    39.054478454              83.18 Joules power/energy-pkg/                                                     
    40.055493408              80.82 Joules power/energy-pkg/                                                     
    41.056485896              86.23 Joules power/energy-pkg/                                                     
    42.057495705              87.64 Joules power/energy-pkg/                                                     
    43.058489648              87.71 Joules power/energy-pkg/                                                     
    44.059488165              89.01 Joules power/energy-pkg/                                                     
    45.060489761              86.89 Joules power/energy-pkg/                                                     
    46.061491050              89.35 Joules power/energy-pkg/                                                     
    47.062493432              88.39 Joules power/energy-pkg/                                                     
    48.063491448              88.35 Joules power/energy-pkg/                                                     
    49.064490748              85.81 Joules power/energy-pkg/                                                     
    50.065493799              82.34 Joules power/energy-pkg/                                                     
