# started on Fri Mar 13 22:20:01 2026

#           time             counts   unit events
     1.001074425             189.67 Joules power/energy-pkg/                                                     
     2.002991630             190.77 Joules power/energy-pkg/                                                     
     3.004310647             197.29 Joules power/energy-pkg/                                                     
     4.007632051             190.14 Joules power/energy-pkg/                                                     
     5.008941940             185.37 Joules power/energy-pkg/                                                     
     6.010216493             184.50 Joules power/energy-pkg/                                                     
     7.013086836             182.51 Joules power/energy-pkg/                                                     
     8.014405532             180.95 Joules power/energy-pkg/                                                     
     9.015956847             179.34 Joules power/energy-pkg/                                                     
    10.019715846             181.78 Joules power/energy-pkg/                                                     
    11.021005337             182.36 Joules power/energy-pkg/                                                     
    12.022286392             177.64 Joules power/energy-pkg/                                                     
    13.023549734             181.02 Joules power/energy-pkg/                                                     
    14.024864302             180.18 Joules power/energy-pkg/                                                     
    15.026484407             178.91 Joules power/energy-pkg/                                                     
    16.029320024             178.62 Joules power/energy-pkg/                                                     
    17.031732724             185.46 Joules power/energy-pkg/                                                     
    18.032997147             181.32 Joules power/energy-pkg/                                                     
    19.034237716             178.76 Joules power/energy-pkg/                                                     
    20.035402432             177.72 Joules power/energy-pkg/                                                     
    21.036591523             177.78 Joules power/energy-pkg/                                                     
    22.037813427             178.11 Joules power/energy-pkg/                                                     
    23.039051581             182.79 Joules power/energy-pkg/                                                     
    24.040219232             171.03 Joules power/energy-pkg/                                                     
    25.041442208             170.91 Joules power/energy-pkg/                                                     
    26.042548463             170.26 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.043835139             170.34 Joules power/energy-pkg/                                                     
