# started on Fri Apr  3 18:19:35 2026

#           time             counts   unit events
     1.001085143              97.75 Joules power/energy-pkg/                                                     
     2.002220627             100.38 Joules power/energy-pkg/                                                     
     3.003581124             105.19 Joules power/energy-pkg/                                                     
     4.004863631              94.99 Joules power/energy-pkg/                                                     
     5.006201138              95.78 Joules power/energy-pkg/                                                     
     6.007482795              98.31 Joules power/energy-pkg/                                                     
     7.008411098              96.73 Joules power/energy-pkg/                                                     
     8.009259396              92.46 Joules power/energy-pkg/                                                     
     9.011264590              96.70 Joules power/energy-pkg/                                                     
    10.015264265              96.49 Joules power/energy-pkg/                                                     
    11.018228488              99.58 Joules power/energy-pkg/                                                     
    12.020421847              98.55 Joules power/energy-pkg/                                                     
    13.021751530              95.23 Joules power/energy-pkg/                                                     
    14.023088074              98.36 Joules power/energy-pkg/                                                     
    15.024419692              94.85 Joules power/energy-pkg/                                                     
    16.025741443              96.85 Joules power/energy-pkg/                                                     
    17.027061963              96.78 Joules power/energy-pkg/                                                     
    18.028203817              92.84 Joules power/energy-pkg/                                                     
    19.028683689              96.54 Joules power/energy-pkg/                                                     
    20.030000976              93.28 Joules power/energy-pkg/                                                     
    21.031347873              90.84 Joules power/energy-pkg/                                                     
    22.032647003              89.72 Joules power/energy-pkg/                                                     
    23.035875822              90.18 Joules power/energy-pkg/                                                     
    24.038762591              90.40 Joules power/energy-pkg/                                                     
    25.040065391              91.83 Joules power/energy-pkg/                                                     
    26.041418022              94.34 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.042740467              94.92 Joules power/energy-pkg/                                                     
    28.057261135              96.58 Joules power/energy-pkg/                                                     
    29.059258432              94.24 Joules power/energy-pkg/                                                     
    30.061260747              93.27 Joules power/energy-pkg/                                                     
    31.064258495              96.58 Joules power/energy-pkg/                                                     
    32.068255323              98.27 Joules power/energy-pkg/                                                     
    33.086303289             103.17 Joules power/energy-pkg/                                                     
    34.089268871              97.78 Joules power/energy-pkg/                                                     
    35.114251588              96.84 Joules power/energy-pkg/                                                     
    36.164257409              92.42 Joules power/energy-pkg/                                                     
    37.165252075              90.78 Joules power/energy-pkg/                                                     
    38.169245461              97.53 Joules power/energy-pkg/                                                     
    39.175234718             102.82 Joules power/energy-pkg/                                                     
    40.178239015             107.82 Joules power/energy-pkg/                                                     
    41.180365230              94.61 Joules power/energy-pkg/                                                     
    42.181635374              91.27 Joules power/energy-pkg/                                                     
    43.182925353              93.09 Joules power/energy-pkg/                                                     
    44.184266115              97.53 Joules power/energy-pkg/                                                     
    45.185524143              92.08 Joules power/energy-pkg/                                                     
    46.186839256              90.01 Joules power/energy-pkg/                                                     
    47.187501793              89.28 Joules power/energy-pkg/                                                     
    48.187888279              92.80 Joules power/energy-pkg/                                                     
    49.189191329              93.83 Joules power/energy-pkg/                                                     
    50.190454820              93.31 Joules power/energy-pkg/                                                     
    51.191213568              93.62 Joules power/energy-pkg/                                                     
    52.192039235              90.47 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.193379594              91.52 Joules power/energy-pkg/                                                     
    54.194213006              91.03 Joules power/energy-pkg/                                                     
    55.195509070              90.83 Joules power/energy-pkg/                                                     
    56.196799323              91.58 Joules power/energy-pkg/                                                     
    57.198113555              92.08 Joules power/energy-pkg/                                                     
    58.199424757              92.94 Joules power/energy-pkg/                                                     
    59.199895598              91.72 Joules power/energy-pkg/                                                     
    60.201202083              91.59 Joules power/energy-pkg/                                                     
    61.202493707              88.87 Joules power/energy-pkg/                                                     
    62.203730765              85.09 Joules power/energy-pkg/                                                     
    63.205037894              79.71 Joules power/energy-pkg/                                                     
    64.206315803              82.68 Joules power/energy-pkg/                                                     
    65.207208271              82.34 Joules power/energy-pkg/                                                     
    66.208485820              82.15 Joules power/energy-pkg/                                                     
    67.209774691              82.44 Joules power/energy-pkg/                                                     
    68.211065795              82.93 Joules power/energy-pkg/                                                     
    69.212395365              84.11 Joules power/energy-pkg/                                                     
    70.213674966              81.65 Joules power/energy-pkg/                                                     
    71.214944083              80.19 Joules power/energy-pkg/                                                     
    72.216273082              80.07 Joules power/energy-pkg/                                                     
    73.217539387              82.68 Joules power/energy-pkg/                                                     
    74.218216958              87.36 Joules power/energy-pkg/                                                     
    75.219509957              85.64 Joules power/energy-pkg/                                                     
    76.220806282              84.81 Joules power/energy-pkg/                                                     
    77.222100632              81.81 Joules power/energy-pkg/                                                     
    78.223252287              89.42 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    79.226225312              89.42 Joules power/energy-pkg/                                                     
    80.229213251              90.44 Joules power/energy-pkg/                                                     
    81.232243405              88.40 Joules power/energy-pkg/                                                     
    82.235240094              88.23 Joules power/energy-pkg/                                                     
    83.238244843              91.32 Joules power/energy-pkg/                                                     
    84.241248013              91.06 Joules power/energy-pkg/                                                     
    85.244251186              91.44 Joules power/energy-pkg/                                                     
    86.247252051              92.11 Joules power/energy-pkg/                                                     
    87.250242572              88.68 Joules power/energy-pkg/                                                     
    88.253030658              92.48 Joules power/energy-pkg/                                                     
    89.258243676              92.03 Joules power/energy-pkg/                                                     
    90.261247059              90.75 Joules power/energy-pkg/                                                     
    91.263259352              91.38 Joules power/energy-pkg/                                                     
    92.267226157              86.88 Joules power/energy-pkg/                                                     
    93.271219083              86.46 Joules power/energy-pkg/                                                     
    94.273259302              86.32 Joules power/energy-pkg/                                                     
    95.276245207              87.96 Joules power/energy-pkg/                                                     
    96.278244137              88.93 Joules power/energy-pkg/                                                     
    97.281241364              88.74 Joules power/energy-pkg/                                                     
    98.283212466              91.02 Joules power/energy-pkg/                                                     
    99.286240528              86.60 Joules power/energy-pkg/                                                     
   100.288242415              87.68 Joules power/energy-pkg/                                                     
   101.291242726              89.03 Joules power/energy-pkg/                                                     
   102.294232165              90.14 Joules power/energy-pkg/                                                     
   103.297265790              89.98 Joules power/energy-pkg/                                                     
   104.300255964              93.88 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   105.302258610              88.82 Joules power/energy-pkg/                                                     
   106.305257319              89.73 Joules power/energy-pkg/                                                     
   107.311239771              84.89 Joules power/energy-pkg/                                                     
   108.313262837              85.25 Joules power/energy-pkg/                                                     
   109.316250526              86.61 Joules power/energy-pkg/                                                     
   110.320242764              86.27 Joules power/energy-pkg/                                                     
   111.322246356              90.48 Joules power/energy-pkg/                                                     
   112.324242351              89.48 Joules power/energy-pkg/                                                     
   113.404201943              97.59 Joules power/energy-pkg/                                                     
   114.406237045              89.62 Joules power/energy-pkg/                                                     
   115.409241592              87.94 Joules power/energy-pkg/                                                     
   116.412229982              89.71 Joules power/energy-pkg/                                                     
   117.414224701              94.44 Joules power/energy-pkg/                                                     
   118.417246727              94.72 Joules power/energy-pkg/                                                     
   119.419245293              94.47 Joules power/energy-pkg/                                                     
   120.422249661              94.94 Joules power/energy-pkg/                                                     
   121.424226629              93.76 Joules power/energy-pkg/                                                     
   122.426218475              94.26 Joules power/energy-pkg/                                                     
   123.429250015              94.27 Joules power/energy-pkg/                                                     
   124.431252192              92.47 Joules power/energy-pkg/                                                     
   125.434253045              91.92 Joules power/energy-pkg/                                                     
   126.436259418              93.90 Joules power/energy-pkg/                                                     
   127.439255227              95.31 Joules power/energy-pkg/                                                     
   128.441258728              97.06 Joules power/energy-pkg/                                                     
   129.443258576              96.93 Joules power/energy-pkg/                                                     
   130.445254713              95.62 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   131.448219958              96.83 Joules power/energy-pkg/                                                     
   132.451249074              95.74 Joules power/energy-pkg/                                                     
   133.453231595              96.36 Joules power/energy-pkg/                                                     
   134.455223641              95.99 Joules power/energy-pkg/                                                     
   135.457222157              97.21 Joules power/energy-pkg/                                                     
   136.459254705              98.59 Joules power/energy-pkg/                                                     
   137.461259713              96.80 Joules power/energy-pkg/                                                     
   138.463256781              96.92 Joules power/energy-pkg/                                                     
   139.465250829              96.70 Joules power/energy-pkg/                                                     
   140.467246081              94.39 Joules power/energy-pkg/                                                     
   141.469222446              95.15 Joules power/energy-pkg/                                                     
   142.474246406              99.33 Joules power/energy-pkg/                                                     
   143.476242269             100.21 Joules power/energy-pkg/                                                     
   144.478249945              99.27 Joules power/energy-pkg/                                                     
   145.480250359              98.20 Joules power/energy-pkg/                                                     
   146.482246700              99.54 Joules power/energy-pkg/                                                     
   147.484252715              98.67 Joules power/energy-pkg/                                                     
   148.486255472             100.87 Joules power/energy-pkg/                                                     
   149.488246968             100.65 Joules power/energy-pkg/                                                     
   150.490216887              99.51 Joules power/energy-pkg/                                                     
   151.492248992              97.24 Joules power/energy-pkg/                                                     
   152.494224238              98.83 Joules power/energy-pkg/                                                     
   153.496232297              97.90 Joules power/energy-pkg/                                                     
   154.498233299              98.14 Joules power/energy-pkg/                                                     
   155.500245870              99.17 Joules power/energy-pkg/                                                     
   156.502238582              98.24 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   157.504244050              95.27 Joules power/energy-pkg/                                                     
