# started on Sun Mar  1 09:34:51 2026

#           time             counts unit events
     1.000189751     10,981,810,685      cycles                                                                
     1.000189751     16,267,212,479      instructions                     #    1.48  insn per cycle            
     1.000189751        757,107,185      cache-references                                                      
     1.000189751         73,335,926      cache-misses                     #    9.69% of all cache refs         
     1.000189751        356,892,104      L1-dcache-load-misses                                                 
     1.000189751    <not supported>      LLC-load-misses                                                       
     2.001415708      7,658,724,069      cycles                                                                
     2.001415708     13,243,939,319      instructions                     #    1.73  insn per cycle            
     2.001415708        472,209,243      cache-references                                                      
     2.001415708         46,010,410      cache-misses                     #    9.74% of all cache refs         
     2.001415708        221,206,159      L1-dcache-load-misses                                                 
     2.001415708    <not supported>      LLC-load-misses                                                       
     3.002006167      6,776,379,321      cycles                                                                
     3.002006167     13,460,822,860      instructions                     #    1.99  insn per cycle            
     3.002006167        377,761,264      cache-references                                                      
     3.002006167         33,793,964      cache-misses                     #    8.95% of all cache refs         
     3.002006167        174,420,857      L1-dcache-load-misses                                                 
     3.002006167    <not supported>      LLC-load-misses                                                       
     4.002185669      6,799,601,055      cycles                                                                
     4.002185669     15,950,810,603      instructions                     #    2.35  insn per cycle            
     4.002185669        393,259,683      cache-references                                                      
     4.002185669         35,660,608      cache-misses                     #    9.07% of all cache refs         
     4.002185669        167,599,001      L1-dcache-load-misses                                                 
     4.002185669    <not supported>      LLC-load-misses                                                       
     5.003186666      6,932,667,090      cycles                                                                
     5.003186666     13,758,872,160      instructions                     #    1.98  insn per cycle            
     5.003186666        365,729,753      cache-references                                                      
     5.003186666         33,929,194      cache-misses                     #    9.28% of all cache refs         
     5.003186666        168,408,508      L1-dcache-load-misses                                                 
     5.003186666    <not supported>      LLC-load-misses                                                       
     6.004316872      6,813,882,547      cycles                                                                
     6.004316872     13,262,261,420      instructions                     #    1.95  insn per cycle            
     6.004316872        323,777,673      cache-references                                                      
     6.004316872         27,485,217      cache-misses                     #    8.49% of all cache refs         
     6.004316872        152,333,544      L1-dcache-load-misses                                                 
     6.004316872    <not supported>      LLC-load-misses                                                       
     7.005188700      6,895,745,985      cycles                                                                
     7.005188700     13,424,820,480      instructions                     #    1.95  insn per cycle            
     7.005188700        367,789,358      cache-references                                                      
     7.005188700         32,553,089      cache-misses                     #    8.85% of all cache refs         
     7.005188700        159,626,995      L1-dcache-load-misses                                                 
     7.005188700    <not supported>      LLC-load-misses                                                       
     8.006178218      6,533,678,537      cycles                                                                
