# started on Fri Apr  3 17:25:53 2026

#           time             counts   unit events
     1.000472309             101.73 Joules power/energy-pkg/                                                     
     2.008050835             109.99 Joules power/energy-pkg/                                                     
     3.012061627             123.30 Joules power/energy-pkg/                                                     
     4.016062295             122.58 Joules power/energy-pkg/                                                     
     5.017455294              92.62 Joules power/energy-pkg/                                                     
     6.018792574              87.78 Joules power/energy-pkg/                                                     
     7.020154027              88.78 Joules power/energy-pkg/                                                     
     8.021472551              86.62 Joules power/energy-pkg/                                                     
     9.022811077              84.30 Joules power/energy-pkg/                                                     
    10.024178243              91.00 Joules power/energy-pkg/                                                     
    11.025068240              89.13 Joules power/energy-pkg/                                                     
    12.026409369              85.06 Joules power/energy-pkg/                                                     
    13.027804961              84.19 Joules power/energy-pkg/                                                     
    14.029065580              85.25 Joules power/energy-pkg/                                                     
    15.030055364              91.73 Joules power/energy-pkg/                                                     
    16.033069106              90.02 Joules power/energy-pkg/                                                     
    17.034088033              90.16 Joules power/energy-pkg/                                                     
    18.037009891              87.38 Joules power/energy-pkg/                                                     
    19.038030855              85.30 Joules power/energy-pkg/                                                     
    20.041085530              93.66 Joules power/energy-pkg/                                                     
    21.042068748              91.23 Joules power/energy-pkg/                                                     
    22.043064489              88.48 Joules power/energy-pkg/                                                     
    23.045028541              83.33 Joules power/energy-pkg/                                                     
    24.045589086              80.31 Joules power/energy-pkg/                                                     
    25.046944661              87.84 Joules power/energy-pkg/                                                     
    26.048265821              89.09 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.049083484              89.89 Joules power/energy-pkg/                                                     
    28.052071212              85.26 Joules power/energy-pkg/                                                     
    29.053082861              84.22 Joules power/energy-pkg/                                                     
    30.054500652              91.42 Joules power/energy-pkg/                                                     
    31.056439145              88.06 Joules power/energy-pkg/                                                     
    32.057058470              95.33 Joules power/energy-pkg/                                                     
    33.058482391              99.75 Joules power/energy-pkg/                                                     
    34.059351598              84.51 Joules power/energy-pkg/                                                     
    35.060693002              88.29 Joules power/energy-pkg/                                                     
    36.063020608              88.24 Joules power/energy-pkg/                                                     
    37.064359988              90.99 Joules power/energy-pkg/                                                     
    38.068342533              87.41 Joules power/energy-pkg/                                                     
    39.071068268              79.23 Joules power/energy-pkg/                                                     
    40.072296960              87.12 Joules power/energy-pkg/                                                     
    41.073025624              86.81 Joules power/energy-pkg/                                                     
    42.074039849              89.88 Joules power/energy-pkg/                                                     
    43.077135365              87.26 Joules power/energy-pkg/                                                     
    44.078034701              89.85 Joules power/energy-pkg/                                                     
    45.079034306             102.24 Joules power/energy-pkg/                                                     
    46.083071472             105.46 Joules power/energy-pkg/                                                     
    47.084059058             102.57 Joules power/energy-pkg/                                                     
    48.085057690              96.06 Joules power/energy-pkg/                                                     
    49.086031711             100.08 Joules power/energy-pkg/                                                     
    50.087057047             103.39 Joules power/energy-pkg/                                                     
    51.088063074             103.73 Joules power/energy-pkg/                                                     
    52.089035233             101.45 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.090038552              99.19 Joules power/energy-pkg/                                                     
    54.091057316              97.94 Joules power/energy-pkg/                                                     
    55.092027648              99.92 Joules power/energy-pkg/                                                     
    56.093026367             101.34 Joules power/energy-pkg/                                                     
    57.094038384             102.84 Joules power/energy-pkg/                                                     
    58.095052036             100.90 Joules power/energy-pkg/                                                     
    59.096055381             103.52 Joules power/energy-pkg/                                                     
    60.098068862             102.77 Joules power/energy-pkg/                                                     
    61.100075115             100.46 Joules power/energy-pkg/                                                     
    62.102044628             107.76 Joules power/energy-pkg/                                                     
    63.103029687             113.58 Joules power/energy-pkg/                                                     
    64.104031911             103.37 Joules power/energy-pkg/                                                     
    65.106039368             103.94 Joules power/energy-pkg/                                                     
    66.107049199             104.02 Joules power/energy-pkg/                                                     
    67.108053126             102.01 Joules power/energy-pkg/                                                     
    68.109064946              99.34 Joules power/energy-pkg/                                                     
    69.110053306             100.28 Joules power/energy-pkg/                                                     
    70.111025281             101.90 Joules power/energy-pkg/                                                     
    71.112054220              99.59 Joules power/energy-pkg/                                                     
    72.113052371              96.57 Joules power/energy-pkg/                                                     
    73.114058796              93.97 Joules power/energy-pkg/                                                     
