# started on Fri Apr  3 18:46:14 2026

#           time             counts   unit events
     1.000680763              97.86 Joules power/energy-pkg/                                                     
     2.004433197             103.43 Joules power/energy-pkg/                                                     
     3.005268583             102.72 Joules power/energy-pkg/                                                     
     4.006562505              97.01 Joules power/energy-pkg/                                                     
     5.007838557              93.77 Joules power/energy-pkg/                                                     
     6.009116104              90.60 Joules power/energy-pkg/                                                     
     7.010382378              87.91 Joules power/energy-pkg/                                                     
     8.011673055              85.05 Joules power/energy-pkg/                                                     
     9.015746607              90.47 Joules power/energy-pkg/                                                     
    10.017024656             103.43 Joules power/energy-pkg/                                                     
    11.018342821              92.32 Joules power/energy-pkg/                                                     
    12.019639923              92.27 Joules power/energy-pkg/                                                     
    13.020906169              91.28 Joules power/energy-pkg/                                                     
    14.022232198              93.21 Joules power/energy-pkg/                                                     
    15.023547328              92.56 Joules power/energy-pkg/                                                     
    16.024856452              90.75 Joules power/energy-pkg/                                                     
    17.026129220              92.65 Joules power/energy-pkg/                                                     
    18.026660129              93.00 Joules power/energy-pkg/                                                     
    19.041324705              98.71 Joules power/energy-pkg/                                                     
    20.041688669              95.45 Joules power/energy-pkg/                                                     
    21.042686961              95.40 Joules power/energy-pkg/                                                     
    22.045685466              91.09 Joules power/energy-pkg/                                                     
    23.046679274              87.25 Joules power/energy-pkg/                                                     
    24.047637757              88.83 Joules power/energy-pkg/                                                     
    25.048908428              86.13 Joules power/energy-pkg/                                                     
    26.050188599              91.68 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.053852903              95.33 Joules power/energy-pkg/                                                     
    28.055105768              94.31 Joules power/energy-pkg/                                                     
    29.056363638              97.93 Joules power/energy-pkg/                                                     
    30.057691406              97.24 Joules power/energy-pkg/                                                     
    31.058044924              94.23 Joules power/energy-pkg/                                                     
    32.059320717              96.44 Joules power/energy-pkg/                                                     
    33.060711391              94.48 Joules power/energy-pkg/                                                     
    34.061993545              94.63 Joules power/energy-pkg/                                                     
    35.063245212              92.53 Joules power/energy-pkg/                                                     
    36.064558746              89.06 Joules power/energy-pkg/                                                     
