# started on Fri Apr  3 18:35:11 2026

#           time             counts   unit events
     1.000492179             101.50 Joules power/energy-pkg/                                                     
     2.001501640             102.48 Joules power/energy-pkg/                                                     
     3.005498030             110.56 Joules power/energy-pkg/                                                     
     4.006503969             101.64 Joules power/energy-pkg/                                                     
     5.009503050             101.37 Joules power/energy-pkg/                                                     
     6.010529529             104.63 Joules power/energy-pkg/                                                     
     7.012531021             103.13 Joules power/energy-pkg/                                                     
     8.013537039             104.21 Joules power/energy-pkg/                                                     
     9.014522535             105.29 Joules power/energy-pkg/                                                     
    10.015788874             102.59 Joules power/energy-pkg/                                                     
    11.017084622             100.75 Joules power/energy-pkg/                                                     
    12.017810037              99.73 Joules power/energy-pkg/                                                     
    13.019085185             103.11 Joules power/energy-pkg/                                                     
    14.020375148             103.51 Joules power/energy-pkg/                                                     
    15.021674526             102.33 Joules power/energy-pkg/                                                     
    16.022935453             105.38 Joules power/energy-pkg/                                                     
    17.023486303             103.49 Joules power/energy-pkg/                                                     
    18.024791322             105.52 Joules power/energy-pkg/                                                     
    19.026082671             104.17 Joules power/energy-pkg/                                                     
    20.027381667             100.38 Joules power/energy-pkg/                                                     
    21.028682254              97.37 Joules power/energy-pkg/                                                     
    22.030697063              94.20 Joules power/energy-pkg/                                                     
    23.031999427              96.07 Joules power/energy-pkg/                                                     
    24.032527005              98.72 Joules power/energy-pkg/                                                     
    25.035513027              99.04 Joules power/energy-pkg/                                                     
    26.036814135             106.25 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.038156045              99.34 Joules power/energy-pkg/                                                     
    28.039474795              99.25 Joules power/energy-pkg/                                                     
    29.040738500              96.85 Joules power/energy-pkg/                                                     
    30.042016896              97.09 Joules power/energy-pkg/                                                     
    31.043320666              96.48 Joules power/energy-pkg/                                                     
    32.044659634              96.56 Joules power/energy-pkg/                                                     
    33.045930300              96.42 Joules power/energy-pkg/                                                     
    34.047229886              94.52 Joules power/energy-pkg/                                                     
    35.048539722              95.00 Joules power/energy-pkg/                                                     
    36.049835258              94.75 Joules power/energy-pkg/                                                     
    37.051134884              95.83 Joules power/energy-pkg/                                                     
    38.052427936              98.03 Joules power/energy-pkg/                                                     
    39.053740466              98.42 Joules power/energy-pkg/                                                     
    40.055040565              97.66 Joules power/energy-pkg/                                                     
    41.056356238              97.37 Joules power/energy-pkg/                                                     
    42.057670985              95.56 Joules power/energy-pkg/                                                     
    43.058951561              97.81 Joules power/energy-pkg/                                                     
    44.059532540             102.51 Joules power/energy-pkg/                                                     
    45.060278926             102.83 Joules power/energy-pkg/                                                     
    46.061596776              97.63 Joules power/energy-pkg/                                                     
    47.062871544              97.84 Joules power/energy-pkg/                                                     
    48.064173735              96.26 Joules power/energy-pkg/                                                     
    49.065478419              95.98 Joules power/energy-pkg/                                                     
    50.066762619              96.46 Joules power/energy-pkg/                                                     
    51.068053772              94.15 Joules power/energy-pkg/                                                     
    52.069344590              91.13 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.070664131              95.05 Joules power/energy-pkg/                                                     
    54.071364452              99.46 Joules power/energy-pkg/                                                     
    55.072686385              99.76 Joules power/energy-pkg/                                                     
    56.073982964             100.30 Joules power/energy-pkg/                                                     
    57.075336289              95.16 Joules power/energy-pkg/                                                     
    58.076669499              95.49 Joules power/energy-pkg/                                                     
    59.077968297              96.45 Joules power/energy-pkg/                                                     
    60.079286650              94.97 Joules power/energy-pkg/                                                     
    61.080595235              95.35 Joules power/energy-pkg/                                                     
    62.081887265              91.67 Joules power/energy-pkg/                                                     
    63.083247164              90.27 Joules power/energy-pkg/                                                     
    64.084497806              91.73 Joules power/energy-pkg/                                                     
    65.085827296              90.70 Joules power/energy-pkg/                                                     
