# started on Fri Apr  3 18:02:50 2026

#           time             counts   unit events
     1.000769299              84.19 Joules power/energy-pkg/                                                     
     2.001770837              90.97 Joules power/energy-pkg/                                                     
     3.002771448              93.90 Joules power/energy-pkg/                                                     
     4.004125605              90.02 Joules power/energy-pkg/                                                     
     5.004770427              91.73 Joules power/energy-pkg/                                                     
     6.005781276              92.08 Joules power/energy-pkg/                                                     
     7.006763915              91.37 Joules power/energy-pkg/                                                     
     8.007762820              88.70 Joules power/energy-pkg/                                                     
     9.008758226              85.00 Joules power/energy-pkg/                                                     
    10.009764074              90.81 Joules power/energy-pkg/                                                     
    11.013759357              90.39 Joules power/energy-pkg/                                                     
    12.015755173              90.64 Joules power/energy-pkg/                                                     
    13.017729440              90.39 Joules power/energy-pkg/                                                     
    14.022766112              89.19 Joules power/energy-pkg/                                                     
    15.028764025              91.21 Joules power/energy-pkg/                                                     
    16.032757985              92.66 Joules power/energy-pkg/                                                     
    17.033762795              90.97 Joules power/energy-pkg/                                                     
    18.034761975              90.79 Joules power/energy-pkg/                                                     
    19.036044358              80.04 Joules power/energy-pkg/                                                     
    20.037768237              81.38 Joules power/energy-pkg/                                                     
    21.041764684              86.17 Joules power/energy-pkg/                                                     
    22.044770686              90.27 Joules power/energy-pkg/                                                     
    23.045752982              89.32 Joules power/energy-pkg/                                                     
    24.047045173              86.53 Joules power/energy-pkg/                                                     
    25.048348213              89.53 Joules power/energy-pkg/                                                     
    26.049647590              91.80 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.050966181              92.63 Joules power/energy-pkg/                                                     
    28.052253071              91.51 Joules power/energy-pkg/                                                     
    29.052739809              89.60 Joules power/energy-pkg/                                                     
    30.056762459              96.15 Joules power/energy-pkg/                                                     
    31.057761671             100.14 Joules power/energy-pkg/                                                     
    32.059754685              93.76 Joules power/energy-pkg/                                                     
    33.063889526              90.62 Joules power/energy-pkg/                                                     
    34.066935555              91.11 Joules power/energy-pkg/                                                     
    35.070305969              94.16 Joules power/energy-pkg/                                                     
    36.073869937              94.42 Joules power/energy-pkg/                                                     
    37.076958370              94.13 Joules power/energy-pkg/                                                     
    38.081734689              94.77 Joules power/energy-pkg/                                                     
    39.083761224              94.52 Joules power/energy-pkg/                                                     
    40.097957151              99.37 Joules power/energy-pkg/                                                     
    41.100040337              97.19 Joules power/energy-pkg/                                                     
    42.103926436              96.69 Joules power/energy-pkg/                                                     
    43.107939712              98.71 Joules power/energy-pkg/                                                     
    44.109260740              95.69 Joules power/energy-pkg/                                                     
    45.110566750              96.51 Joules power/energy-pkg/                                                     
    46.111934214              98.52 Joules power/energy-pkg/                                                     
    47.113236873              98.47 Joules power/energy-pkg/                                                     
    48.114560768              98.64 Joules power/energy-pkg/                                                     
    49.115889081              96.44 Joules power/energy-pkg/                                                     
    50.117200797              96.03 Joules power/energy-pkg/                                                     
    51.118512446              95.63 Joules power/energy-pkg/                                                     
    52.119829894              97.44 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.120604440              95.75 Joules power/energy-pkg/                                                     
    54.159725879             102.61 Joules power/energy-pkg/                                                     
    55.161308656              98.44 Joules power/energy-pkg/                                                     
    56.162658907              99.14 Joules power/energy-pkg/                                                     
    57.164037255              95.58 Joules power/energy-pkg/                                                     
    58.165384335              95.12 Joules power/energy-pkg/                                                     
    59.166723478              95.50 Joules power/energy-pkg/                                                     
    60.168060211              95.58 Joules power/energy-pkg/                                                     
    61.169480441              96.12 Joules power/energy-pkg/                                                     
    62.170837380              95.55 Joules power/energy-pkg/                                                     
    63.172131671              94.02 Joules power/energy-pkg/                                                     
    64.242699216             104.06 Joules power/energy-pkg/                                                     
    65.243124574              98.17 Joules power/energy-pkg/                                                     
    66.244424226              97.57 Joules power/energy-pkg/                                                     
    67.244762202              97.57 Joules power/energy-pkg/                                                     
    68.246766849              96.13 Joules power/energy-pkg/                                                     
    69.250768237              98.88 Joules power/energy-pkg/                                                     
    70.253750920              97.28 Joules power/energy-pkg/                                                     
    71.257751407              94.97 Joules power/energy-pkg/                                                     
    72.260788141              97.46 Joules power/energy-pkg/                                                     
    73.263766806             101.33 Joules power/energy-pkg/                                                     
    74.274724468             103.90 Joules power/energy-pkg/                                                     
    75.276741366             101.33 Joules power/energy-pkg/                                                     
    76.280776176             103.30 Joules power/energy-pkg/                                                     
    77.286770074             100.92 Joules power/energy-pkg/                                                     
    78.287778734              99.61 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    79.288765805             100.06 Joules power/energy-pkg/                                                     
    80.289741170             100.47 Joules power/energy-pkg/                                                     
    81.290747955             100.18 Joules power/energy-pkg/                                                     
    82.291770552              99.57 Joules power/energy-pkg/                                                     
    83.292781588              95.45 Joules power/energy-pkg/                                                     
    84.293752854              93.37 Joules power/energy-pkg/                                                     
    85.296782982              93.47 Joules power/energy-pkg/                                                     
    86.297751030              93.75 Joules power/energy-pkg/                                                     
    87.298780390              96.35 Joules power/energy-pkg/                                                     
    88.299779943              95.85 Joules power/energy-pkg/                                                     
    89.300785336              96.98 Joules power/energy-pkg/                                                     
    90.301778901              97.23 Joules power/energy-pkg/                                                     
    91.302743596              96.48 Joules power/energy-pkg/                                                     
    92.305746939              96.26 Joules power/energy-pkg/                                                     
    93.306771570              98.17 Joules power/energy-pkg/                                                     
    94.307764728             100.47 Joules power/energy-pkg/                                                     
