# started on Fri Apr  3 18:07:22 2026

#           time             counts   unit events
     1.001013422             100.75 Joules power/energy-pkg/                                                     
     2.002001144             102.48 Joules power/energy-pkg/                                                     
     3.003025659             106.12 Joules power/energy-pkg/                                                     
     4.004025220              95.77 Joules power/energy-pkg/                                                     
     5.006025741              95.59 Joules power/energy-pkg/                                                     
     6.007021964              94.84 Joules power/energy-pkg/                                                     
     7.008018196              96.36 Joules power/energy-pkg/                                                     
     8.015003500              97.78 Joules power/energy-pkg/                                                     
     9.016020142              97.33 Joules power/energy-pkg/                                                     
    10.017037591              97.94 Joules power/energy-pkg/                                                     
    11.020023581              99.68 Joules power/energy-pkg/                                                     
    12.021019108              99.79 Joules power/energy-pkg/                                                     
    13.022021889              97.45 Joules power/energy-pkg/                                                     
    14.022995350              97.40 Joules power/energy-pkg/                                                     
    15.024022884              98.75 Joules power/energy-pkg/                                                     
    16.027015772              95.83 Joules power/energy-pkg/                                                     
    17.027989210              93.12 Joules power/energy-pkg/                                                     
    18.029020943              94.35 Joules power/energy-pkg/                                                     
    19.030018369              95.69 Joules power/energy-pkg/                                                     
    20.033017764              98.60 Joules power/energy-pkg/                                                     
    21.037016807              95.65 Joules power/energy-pkg/                                                     
    22.038004542              94.59 Joules power/energy-pkg/                                                     
    23.039000027              96.23 Joules power/energy-pkg/                                                     
    24.040002848              98.47 Joules power/energy-pkg/                                                     
    25.040998761              98.91 Joules power/energy-pkg/                                                     
    26.042000440              98.30 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.042995820              94.33 Joules power/energy-pkg/                                                     
    28.043999381              97.14 Joules power/energy-pkg/                                                     
    29.045000891              98.94 Joules power/energy-pkg/                                                     
    30.045999450              97.30 Joules power/energy-pkg/                                                     
    31.050005894              97.43 Joules power/energy-pkg/                                                     
    32.051006062              96.62 Joules power/energy-pkg/                                                     
    33.052002505              96.22 Joules power/energy-pkg/                                                     
    34.053011492              95.60 Joules power/energy-pkg/                                                     
    35.054003463              95.47 Joules power/energy-pkg/                                                     
    36.054997739              95.44 Joules power/energy-pkg/                                                     
    37.056011995              94.28 Joules power/energy-pkg/                                                     
    38.057010845              91.41 Joules power/energy-pkg/                                                     
    39.058008354              93.82 Joules power/energy-pkg/                                                     
    40.058978871              93.59 Joules power/energy-pkg/                                                     
    41.060001826              97.85 Joules power/energy-pkg/                                                     
    42.060996498             100.04 Joules power/energy-pkg/                                                     
    43.061999183              95.13 Joules power/energy-pkg/                                                     
    44.065997638              96.10 Joules power/energy-pkg/                                                     
    45.066997894              96.13 Joules power/energy-pkg/                                                     
    46.068001106              96.47 Joules power/energy-pkg/                                                     
    47.068994602              98.77 Joules power/energy-pkg/                                                     
    48.069999765              96.12 Joules power/energy-pkg/                                                     
    49.071000744             102.44 Joules power/energy-pkg/                                                     
    50.071997527             101.44 Joules power/energy-pkg/                                                     
    51.073001625             103.26 Joules power/energy-pkg/                                                     
    52.076983871             102.60 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.078017335             101.05 Joules power/energy-pkg/                                                     
    54.079013763             102.67 Joules power/energy-pkg/                                                     
    55.079974743             104.08 Joules power/energy-pkg/                                                     
    56.081269356              99.09 Joules power/energy-pkg/                                                     
    57.082594105              99.42 Joules power/energy-pkg/                                                     
    58.083990163              95.03 Joules power/energy-pkg/                                                     
    59.085293305              97.67 Joules power/energy-pkg/                                                     
    60.086604880              97.02 Joules power/energy-pkg/                                                     
    61.087908900              96.61 Joules power/energy-pkg/                                                     
    62.089218097              96.74 Joules power/energy-pkg/                                                     
    63.090506875              93.60 Joules power/energy-pkg/                                                     
    64.091795214              97.14 Joules power/energy-pkg/                                                     
    65.093075112              99.09 Joules power/energy-pkg/                                                     
    66.094347687              98.23 Joules power/energy-pkg/                                                     
    67.095631057             100.80 Joules power/energy-pkg/                                                     
    68.096947662              99.28 Joules power/energy-pkg/                                                     
    69.098202628             100.86 Joules power/energy-pkg/                                                     
    70.098962394              99.38 Joules power/energy-pkg/                                                     
    71.101752576             100.02 Joules power/energy-pkg/                                                     
    72.104941851             100.89 Joules power/energy-pkg/                                                     
    73.106219707              96.90 Joules power/energy-pkg/                                                     
    74.107492173              97.19 Joules power/energy-pkg/                                                     
    75.107828894              96.58 Joules power/energy-pkg/                                                     
    76.109078535              96.64 Joules power/energy-pkg/                                                     
    77.110001853              96.39 Joules power/energy-pkg/                                                     
    78.113007217              94.07 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    79.114010563              96.24 Joules power/energy-pkg/                                                     
    80.114999605              93.97 Joules power/energy-pkg/                                                     
    81.118008830              94.78 Joules power/energy-pkg/                                                     
    82.119256787              94.37 Joules power/energy-pkg/                                                     
    83.120499355              93.13 Joules power/energy-pkg/                                                     
    84.121008795              96.65 Joules power/energy-pkg/                                                     
    85.123010560             100.27 Joules power/energy-pkg/                                                     
    86.123981618             100.15 Joules power/energy-pkg/                                                     
    87.125006639             101.04 Joules power/energy-pkg/                                                     
    88.126010490              97.60 Joules power/energy-pkg/                                                     
    89.127012023              98.75 Joules power/energy-pkg/                                                     
    90.128012504              99.18 Joules power/energy-pkg/                                                     
    91.131006856             100.25 Joules power/energy-pkg/                                                     
    92.132013378              99.24 Joules power/energy-pkg/                                                     
    93.133005689              92.21 Joules power/energy-pkg/                                                     
    94.134009495              91.83 Joules power/energy-pkg/                                                     
    95.135005536              94.39 Joules power/energy-pkg/                                                     
    96.137007442              95.98 Joules power/energy-pkg/                                                     
    97.138010428              95.48 Joules power/energy-pkg/                                                     
    98.139006147              91.99 Joules power/energy-pkg/                                                     
    99.139977080              97.14 Joules power/energy-pkg/                                                     
   100.141009730              96.61 Joules power/energy-pkg/                                                     
   101.143012619              98.24 Joules power/energy-pkg/                                                     
   102.144010914             100.82 Joules power/energy-pkg/                                                     
   103.145013754              93.07 Joules power/energy-pkg/                                                     
   104.146005845              96.15 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   105.147010063              94.59 Joules power/energy-pkg/                                                     
   106.150020982              94.36 Joules power/energy-pkg/                                                     
   107.151012806              94.22 Joules power/energy-pkg/                                                     
   108.152005274              91.79 Joules power/energy-pkg/                                                     
   109.153007871              89.49 Joules power/energy-pkg/                                                     
   110.154006156              90.00 Joules power/energy-pkg/                                                     
   111.155984298              91.73 Joules power/energy-pkg/                                                     
   112.156974700              94.26 Joules power/energy-pkg/                                                     
   113.158009706              91.89 Joules power/energy-pkg/                                                     
