# started on Fri Apr  3 19:21:35 2026

#           time             counts   unit events
     1.000871421              80.64 Joules power/energy-pkg/                                                     
     2.001890069              90.75 Joules power/energy-pkg/                                                     
     3.004886883              82.77 Joules power/energy-pkg/                                                     
     4.005882618              75.86 Joules power/energy-pkg/                                                     
     5.006886714              75.97 Joules power/energy-pkg/                                                     
     6.007882338              75.88 Joules power/energy-pkg/                                                     
     7.008878989              74.83 Joules power/energy-pkg/                                                     
     8.009851322              76.20 Joules power/energy-pkg/                                                     
     9.011882729              79.80 Joules power/energy-pkg/                                                     
    10.012854964              80.96 Joules power/energy-pkg/                                                     
    11.017877657              81.21 Joules power/energy-pkg/                                                     
    12.020886076              82.76 Joules power/energy-pkg/                                                     
    13.024885067              79.79 Joules power/energy-pkg/                                                     
    14.027881375              78.68 Joules power/energy-pkg/                                                     
    15.030869165              81.46 Joules power/energy-pkg/                                                     
    16.034884314              80.69 Joules power/energy-pkg/                                                     
    17.035884688              80.40 Joules power/energy-pkg/                                                     
    18.036863230              80.13 Joules power/energy-pkg/                                                     
    19.037887870              80.69 Joules power/energy-pkg/                                                     
    20.038885439              80.62 Joules power/energy-pkg/                                                     
    21.039879217              80.00 Joules power/energy-pkg/                                                     
    22.040886621              80.51 Joules power/energy-pkg/                                                     
    23.041888773              77.83 Joules power/energy-pkg/                                                     
    24.042884494              76.73 Joules power/energy-pkg/                                                     
    25.044158729              70.39 Joules power/energy-pkg/                                                     
    26.045438825              67.83 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.046709525              70.55 Joules power/energy-pkg/                                                     
    28.047998713              72.38 Joules power/energy-pkg/                                                     
    29.049258860              70.36 Joules power/energy-pkg/                                                     
    30.049888037              73.16 Joules power/energy-pkg/                                                     
    31.051887200              74.56 Joules power/energy-pkg/                                                     
    32.052892283              76.63 Joules power/energy-pkg/                                                     
    33.056884598              74.69 Joules power/energy-pkg/                                                     
    34.057890416              76.25 Joules power/energy-pkg/                                                     
    35.058891344              73.68 Joules power/energy-pkg/                                                     
    36.059887254              73.10 Joules power/energy-pkg/                                                     
    37.060888823              71.58 Joules power/energy-pkg/                                                     
    38.061883662              73.75 Joules power/energy-pkg/                                                     
    39.062889638              76.34 Joules power/energy-pkg/                                                     
    40.063889956              77.52 Joules power/energy-pkg/                                                     
    41.064873354              78.11 Joules power/energy-pkg/                                                     
    42.065897792              75.48 Joules power/energy-pkg/                                                     
    43.066893865              79.92 Joules power/energy-pkg/                                                     
    44.067896232              79.55 Joules power/energy-pkg/                                                     
