# started on Fri Apr  3 17:25:53 2026

#           time             counts   unit events
     1.000754232             101.86 Joules power/energy-pkg/                                                     
     2.005329832             109.41 Joules power/energy-pkg/                                                     
     3.007768063             123.59 Joules power/energy-pkg/                                                     
     4.013735748             122.57 Joules power/energy-pkg/                                                     
     5.014710041              92.50 Joules power/energy-pkg/                                                     
     6.015495189              87.78 Joules power/energy-pkg/                                                     
     7.016846589              88.84 Joules power/energy-pkg/                                                     
     8.018183478              86.57 Joules power/energy-pkg/                                                     
     9.019525404              84.30 Joules power/energy-pkg/                                                     
    10.020873626              91.00 Joules power/energy-pkg/                                                     
    11.021759213              89.13 Joules power/energy-pkg/                                                     
    12.023139038              85.01 Joules power/energy-pkg/                                                     
    13.024508074              84.25 Joules power/energy-pkg/                                                     
    14.025737671              85.22 Joules power/energy-pkg/                                                     
    15.026756902              91.77 Joules power/energy-pkg/                                                     
    16.029793520              89.96 Joules power/energy-pkg/                                                     
    17.030779784              90.17 Joules power/energy-pkg/                                                     
    18.032149985              87.33 Joules power/energy-pkg/                                                     
    19.032778295              85.40 Joules power/energy-pkg/                                                     
    20.037752186              93.66 Joules power/energy-pkg/                                                     
    21.038768842              91.23 Joules power/energy-pkg/                                                     
    22.039761732              88.39 Joules power/energy-pkg/                                                     
    23.040898476              83.35 Joules power/energy-pkg/                                                     
    24.042272576              80.38 Joules power/energy-pkg/                                                     
    25.043611067              87.84 Joules power/energy-pkg/                                                     
    26.044961184              89.14 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.045771005              89.84 Joules power/energy-pkg/                                                     
    28.048749517              85.21 Joules power/energy-pkg/                                                     
    29.049777395              84.27 Joules power/energy-pkg/                                                     
    30.051207572              91.42 Joules power/energy-pkg/                                                     
    31.053138932              88.06 Joules power/energy-pkg/                                                     
    32.053759303              95.33 Joules power/energy-pkg/                                                     
    33.055180725              99.75 Joules power/energy-pkg/                                                     
    34.056071721              84.51 Joules power/energy-pkg/                                                     
    35.057395618              88.24 Joules power/energy-pkg/                                                     
    36.059941353              88.30 Joules power/energy-pkg/                                                     
    37.061073424              90.99 Joules power/energy-pkg/                                                     
    38.065057870              87.33 Joules power/energy-pkg/                                                     
    39.066307690              79.16 Joules power/energy-pkg/                                                     
    40.067557807              87.09 Joules power/energy-pkg/                                                     
    41.068816773              86.90 Joules power/energy-pkg/                                                     
    42.069763314              89.92 Joules power/energy-pkg/                                                     
    43.073870145              87.30 Joules power/energy-pkg/                                                     
    44.074766491              90.25 Joules power/energy-pkg/                                                     
    45.079744963             102.07 Joules power/energy-pkg/                                                     
    46.080739969             105.39 Joules power/energy-pkg/                                                     
    47.081745633             102.51 Joules power/energy-pkg/                                                     
    48.082736818              96.05 Joules power/energy-pkg/                                                     
    49.083763493             100.09 Joules power/energy-pkg/                                                     
    50.084753325             103.39 Joules power/energy-pkg/                                                     
    51.085734907             103.73 Joules power/energy-pkg/                                                     
    52.086763724             101.45 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.087765692              99.15 Joules power/energy-pkg/                                                     
    54.088749151              97.99 Joules power/energy-pkg/                                                     
    55.089771449              99.93 Joules power/energy-pkg/                                                     
    56.090749121             101.34 Joules power/energy-pkg/                                                     
    57.091731944             102.78 Joules power/energy-pkg/                                                     
    58.092736764             100.96 Joules power/energy-pkg/                                                     
    59.093722603             103.46 Joules power/energy-pkg/                                                     
    60.095866215             102.77 Joules power/energy-pkg/                                                     
    61.096752316             100.40 Joules power/energy-pkg/                                                     
    62.097746833             107.66 Joules power/energy-pkg/                                                     
    63.098757771             113.59 Joules power/energy-pkg/                                                     
    64.099755599             103.43 Joules power/energy-pkg/                                                     
    65.102750410             104.04 Joules power/energy-pkg/                                                     
    66.103730046             103.96 Joules power/energy-pkg/                                                     
    67.104719135             102.01 Joules power/energy-pkg/                                                     
    68.105746957              99.34 Joules power/energy-pkg/                                                     
    69.106747699             100.28 Joules power/energy-pkg/                                                     
    70.107751654             101.90 Joules power/energy-pkg/                                                     
    71.108764153              99.59 Joules power/energy-pkg/                                                     
    72.109751704              96.57 Joules power/energy-pkg/                                                     
    73.110747923              93.97 Joules power/energy-pkg/                                                     
    74.111711726              93.87 Joules power/energy-pkg/                                                     
    75.112759397              97.17 Joules power/energy-pkg/                                                     
    76.113773069              97.31 Joules power/energy-pkg/                                                     
    77.114746592              99.75 Joules power/energy-pkg/                                                     
    78.117726796             101.63 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    79.118959170             104.07 Joules power/energy-pkg/                                                     
    80.119771257              94.47 Joules power/energy-pkg/                                                     
    81.120777750              93.32 Joules power/energy-pkg/                                                     
    82.121772895              92.48 Joules power/energy-pkg/                                                     
    83.123104426              90.61 Joules power/energy-pkg/                                                     
    84.124475161              89.99 Joules power/energy-pkg/                                                     
    85.125827619              91.06 Joules power/energy-pkg/                                                     
    86.127080449              89.96 Joules power/energy-pkg/                                                     
    87.128319089              88.15 Joules power/energy-pkg/                                                     
    88.129623755              87.77 Joules power/energy-pkg/                                                     
    89.130758378              90.75 Joules power/energy-pkg/                                                     
    90.132765823              94.14 Joules power/energy-pkg/                                                     
    91.133750653              93.96 Joules power/energy-pkg/                                                     
    92.134760617              97.92 Joules power/energy-pkg/                                                     
    93.136926043              99.34 Joules power/energy-pkg/                                                     
    94.137983231              87.61 Joules power/energy-pkg/                                                     
    95.139255972              90.06 Joules power/energy-pkg/                                                     
    96.140898666              86.90 Joules power/energy-pkg/                                                     
    97.142179636              83.25 Joules power/energy-pkg/                                                     
    98.143569744              83.32 Joules power/energy-pkg/                                                     
    99.184096456              92.56 Joules power/energy-pkg/                                                     
   100.185724583              91.98 Joules power/energy-pkg/                                                     
   101.186944224              88.33 Joules power/energy-pkg/                                                     
   102.188291661              89.23 Joules power/energy-pkg/                                                     
   103.189707317              84.83 Joules power/energy-pkg/                                                     
   104.227729858              87.94 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   105.228750938              90.84 Joules power/energy-pkg/                                                     
   106.233756747              89.36 Joules power/energy-pkg/                                                     
   107.235181077              92.64 Joules power/energy-pkg/                                                     
   108.235568810              89.90 Joules power/energy-pkg/                                                     
   109.239740319              90.49 Joules power/energy-pkg/                                                     
   110.240735145              90.82 Joules power/energy-pkg/                                                     
   111.241775521              90.61 Joules power/energy-pkg/                                                     
   112.242758696              90.88 Joules power/energy-pkg/                                                     
   113.243776535              91.01 Joules power/energy-pkg/                                                     
   114.245089928              91.81 Joules power/energy-pkg/                                                     
   115.246393315              91.92 Joules power/energy-pkg/                                                     
   116.247734824              92.03 Joules power/energy-pkg/                                                     
   117.248756893              89.34 Joules power/energy-pkg/                                                     
   118.249754111              87.19 Joules power/energy-pkg/                                                     
