# started on Sat Mar 14 21:33:54 2026

#           time             counts   unit events
     1.000607186             405.00 Joules power/energy-pkg/                                                     
     2.003855826             323.95 Joules power/energy-pkg/                                                     
     3.005122075             312.16 Joules power/energy-pkg/                                                     
     4.006379969             316.31 Joules power/energy-pkg/                                                     
     5.007599480             324.18 Joules power/energy-pkg/                                                     
     6.008846644             321.80 Joules power/energy-pkg/                                                     
     7.010082566             328.45 Joules power/energy-pkg/                                                     
     8.010411827             317.64 Joules power/energy-pkg/                                                     
     9.012420858             317.69 Joules power/energy-pkg/                                                     
    10.013408983             320.27 Joules power/energy-pkg/                                                     
    11.015388869             318.56 Joules power/energy-pkg/                                                     
    12.016625883             319.54 Joules power/energy-pkg/                                                     
    13.017415553             320.30 Joules power/energy-pkg/                                                     
    14.018413947             322.45 Joules power/energy-pkg/                                                     
    15.021512624             326.62 Joules power/energy-pkg/                                                     
    16.022422180             331.31 Joules power/energy-pkg/                                                     
    17.024407336             325.43 Joules power/energy-pkg/                                                     
    18.025393116             322.93 Joules power/energy-pkg/                                                     
    19.026418301             321.84 Joules power/energy-pkg/                                                     
    20.030405434             329.25 Joules power/energy-pkg/                                                     
    21.034412074             332.88 Joules power/energy-pkg/                                                     
    22.035671400             339.78 Joules power/energy-pkg/                                                     
    23.036910068             343.43 Joules power/energy-pkg/                                                     
    24.038149206             339.59 Joules power/energy-pkg/                                                     
    25.039439833             342.01 Joules power/energy-pkg/                                                     
    26.040376798             342.81 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.041399075             352.77 Joules power/energy-pkg/                                                     
    28.042647589             352.98 Joules power/energy-pkg/                                                     
    29.044591315             362.64 Joules power/energy-pkg/                                                     
    30.045833677             365.31 Joules power/energy-pkg/                                                     
    31.047046574             343.26 Joules power/energy-pkg/                                                     
    32.047394749             329.93 Joules power/energy-pkg/                                                     
    33.048601053             345.20 Joules power/energy-pkg/                                                     
    34.049786338             351.32 Joules power/energy-pkg/                                                     
    35.051045051             356.75 Joules power/energy-pkg/                                                     
    36.052560028             345.95 Joules power/energy-pkg/                                                     
    37.053581363             336.45 Joules power/energy-pkg/                                                     
    38.055473051             336.17 Joules power/energy-pkg/                                                     
    39.056715834             334.23 Joules power/energy-pkg/                                                     
    40.057929422             329.77 Joules power/energy-pkg/                                                     
    41.059143711             323.60 Joules power/energy-pkg/                                                     
    42.060458811             318.50 Joules power/energy-pkg/                                                     
    43.063510938             314.85 Joules power/energy-pkg/                                                     
    44.064707554             310.70 Joules power/energy-pkg/                                                     
    45.065899391             317.23 Joules power/energy-pkg/                                                     
    46.069209686             315.69 Joules power/energy-pkg/                                                     
