# started on Fri Apr  3 18:55:19 2026

#           time             counts   unit events
     1.000421681              98.27 Joules power/energy-pkg/                                                     
     2.003444515             101.43 Joules power/energy-pkg/                                                     
     3.009450231             103.59 Joules power/energy-pkg/                                                     
     4.010450600              99.13 Joules power/energy-pkg/                                                     
     5.011430084             100.42 Joules power/energy-pkg/                                                     
     6.015434351              98.99 Joules power/energy-pkg/                                                     
     7.016438943              97.19 Joules power/energy-pkg/                                                     
     8.017433264              94.33 Joules power/energy-pkg/                                                     
     9.018432083              93.67 Joules power/energy-pkg/                                                     
    10.019437367              93.90 Joules power/energy-pkg/                                                     
    11.020432073              93.56 Joules power/energy-pkg/                                                     
    12.021431583              94.23 Joules power/energy-pkg/                                                     
    13.022725314              90.93 Joules power/energy-pkg/                                                     
    14.024058324              89.26 Joules power/energy-pkg/                                                     
    15.025370649              90.64 Joules power/energy-pkg/                                                     
    16.026755249              90.50 Joules power/energy-pkg/                                                     
    17.028050819              90.83 Joules power/energy-pkg/                                                     
    18.029336635              89.94 Joules power/energy-pkg/                                                     
    19.029737217              94.10 Joules power/energy-pkg/                                                     
    20.030711298              91.91 Joules power/energy-pkg/                                                     
    21.032000038              93.26 Joules power/energy-pkg/                                                     
    22.032437311              93.46 Joules power/energy-pkg/                                                     
    23.034432334              92.48 Joules power/energy-pkg/                                                     
    24.035709745              95.31 Joules power/energy-pkg/                                                     
    25.039625735              92.91 Joules power/energy-pkg/                                                     
    26.040925225              92.92 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.042230413              93.97 Joules power/energy-pkg/                                                     
    28.043526436              90.46 Joules power/energy-pkg/                                                     
    29.044417804              93.46 Joules power/energy-pkg/                                                     
    30.046246751              93.49 Joules power/energy-pkg/                                                     
    31.047550723              95.51 Joules power/energy-pkg/                                                     
    32.048426996              96.52 Joules power/energy-pkg/                                                     
    33.050433118              93.39 Joules power/energy-pkg/                                                     
    34.052409783              96.64 Joules power/energy-pkg/                                                     
    35.053687167              96.57 Joules power/energy-pkg/                                                     
    36.054996705              94.03 Joules power/energy-pkg/                                                     
    37.056245652              93.36 Joules power/energy-pkg/                                                     
    38.057433441              94.59 Joules power/energy-pkg/                                                     
    39.060389228              95.72 Joules power/energy-pkg/                                                     
    40.064501493              97.16 Joules power/energy-pkg/                                                     
    41.066393515              97.56 Joules power/energy-pkg/                                                     
    42.067668427              94.97 Joules power/energy-pkg/                                                     
    43.068950403              87.13 Joules power/energy-pkg/                                                     
    44.115395540              95.85 Joules power/energy-pkg/                                                     
    45.118541205              90.85 Joules power/energy-pkg/                                                     
    46.119434300              94.83 Joules power/energy-pkg/                                                     
    47.122433574              98.56 Joules power/energy-pkg/                                                     
    48.123407160              92.51 Joules power/energy-pkg/                                                     
    49.124433673              99.57 Joules power/energy-pkg/                                                     
    50.125408627              97.36 Joules power/energy-pkg/                                                     
    51.126437773              98.83 Joules power/energy-pkg/                                                     
    52.127430256              95.63 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.128407864              93.38 Joules power/energy-pkg/                                                     
    54.129432148              94.01 Joules power/energy-pkg/                                                     
    55.130431766              93.74 Joules power/energy-pkg/                                                     
    56.131434642              97.76 Joules power/energy-pkg/                                                     
    57.132429815              97.62 Joules power/energy-pkg/                                                     
    58.133433726              95.27 Joules power/energy-pkg/                                                     
    59.134433782              94.98 Joules power/energy-pkg/                                                     
    60.135402774              94.77 Joules power/energy-pkg/                                                     
    61.138389144              95.58 Joules power/energy-pkg/                                                     
    62.141448128              97.47 Joules power/energy-pkg/                                                     
    63.141905386              98.80 Joules power/energy-pkg/                                                     
    64.142432037              98.20 Joules power/energy-pkg/                                                     
    65.143444937             100.24 Joules power/energy-pkg/                                                     
    66.144419220             101.42 Joules power/energy-pkg/                                                     
    67.145433881              98.22 Joules power/energy-pkg/                                                     
    68.146429337              98.11 Joules power/energy-pkg/                                                     
    69.147435468              95.99 Joules power/energy-pkg/                                                     
    70.149433861              94.50 Joules power/energy-pkg/                                                     
    71.150441505              93.25 Joules power/energy-pkg/                                                     
    72.152437710              92.89 Joules power/energy-pkg/                                                     
    73.153432340              95.21 Joules power/energy-pkg/                                                     
    74.154430382              96.27 Joules power/energy-pkg/                                                     
    75.156398626              96.47 Joules power/energy-pkg/                                                     
