# started on Sun Mar  1 09:34:51 2026

#           time             counts unit events
     1.001012627      3,698,920,501      cycles                                                                
     1.001012627      6,516,992,661      instructions                     #    1.76  insn per cycle            
     1.001012627        264,900,718      cache-references                                                      
     1.001012627         27,353,222      cache-misses                     #   10.33% of all cache refs         
     1.001012627        118,007,141      L1-dcache-load-misses                                                 
     1.001012627    <not supported>      LLC-load-misses                                                       
     2.002131264        507,472,003      cycles                                                                
     2.002131264        900,140,748      instructions                     #    1.77  insn per cycle            
     2.002131264         32,184,682      cache-references                                                      
     2.002131264          2,951,765      cache-misses                     #    9.17% of all cache refs         
     2.002131264         16,228,492      L1-dcache-load-misses                                                 
     2.002131264    <not supported>      LLC-load-misses                                                       
     3.003002552            187,929      cycles                                                                
     3.003002552             47,512      instructions                     #    0.25  insn per cycle            
     3.003002552              8,217      cache-references                                                      
     3.003002552              2,331      cache-misses                     #   28.37% of all cache refs         
     3.003002552              2,764      L1-dcache-load-misses                                                 
     3.003002552    <not supported>      LLC-load-misses                                                       
     4.004064739            136,492      cycles                                                                
     4.004064739             24,885      instructions                     #    0.18  insn per cycle            
     4.004064739              4,500      cache-references                                                      
     4.004064739              1,507      cache-misses                     #   33.49% of all cache refs         
     4.004064739              1,167      L1-dcache-load-misses                                                 
     4.004064739    <not supported>      LLC-load-misses                                                       
     5.005130225            143,419      cycles                                                                
     5.005130225             56,844      instructions                     #    0.40  insn per cycle            
     5.005130225              8,676      cache-references                                                      
     5.005130225              1,975      cache-misses                     #   22.76% of all cache refs         
     5.005130225              2,343      L1-dcache-load-misses                                                 
     5.005130225    <not supported>      LLC-load-misses                                                       
     6.006208202            160,306      cycles                                                                
     6.006208202             44,541      instructions                     #    0.28  insn per cycle            
     6.006208202              6,860      cache-references                                                      
     6.006208202              1,863      cache-misses                     #   27.16% of all cache refs         
     6.006208202              2,147      L1-dcache-load-misses                                                 
     6.006208202    <not supported>      LLC-load-misses                                                       
     7.007307929            121,112      cycles                                                                
     7.007307929             45,464      instructions                     #    0.38  insn per cycle            
     7.007307929              6,224      cache-references                                                      
     7.007307929              2,105      cache-misses                     #   33.82% of all cache refs         
     7.007307929              1,649      L1-dcache-load-misses                                                 
     7.007307929    <not supported>      LLC-load-misses                                                       
     8.008374426            107,812      cycles                                                                
     8.008374426             24,766      instructions                     #    0.23  insn per cycle            
     8.008374426              4,447      cache-references                                                      
     8.008374426              2,004      cache-misses                     #   45.06% of all cache refs         
     8.008374426                884      L1-dcache-load-misses                                                 
     8.008374426    <not supported>      LLC-load-misses                                                       
     9.009443973            142,202      cycles                                                                
     9.009443973             44,733      instructions                     #    0.31  insn per cycle            
     9.009443973              6,994      cache-references                                                      
     9.009443973              2,455      cache-misses                     #   35.10% of all cache refs         
     9.009443973              1,664      L1-dcache-load-misses                                                 
     9.009443973    <not supported>      LLC-load-misses                                                       
    10.010506629            122,738      cycles                                                                
    10.010506629             44,510      instructions                     #    0.36  insn per cycle            
    10.010506629              6,563      cache-references                                                      
    10.010506629              2,201      cache-misses                     #   33.54% of all cache refs         
    10.010506629              1,628      L1-dcache-load-misses                                                 
    10.010506629    <not supported>      LLC-load-misses                                                       
    11.011002679            161,304      cycles                                                                
    11.011002679             82,424      instructions                     #    0.51  insn per cycle            
    11.011002679             11,211      cache-references                                                      
    11.011002679              2,341      cache-misses                     #   20.88% of all cache refs         
    11.011002679              3,645      L1-dcache-load-misses                                                 
    11.011002679    <not supported>      LLC-load-misses                                                       
    12.012071756            126,317      cycles                                                                
    12.012071756             45,298      instructions                     #    0.36  insn per cycle            
    12.012071756              6,114      cache-references                                                      
    12.012071756              1,654      cache-misses                     #   27.05% of all cache refs         
    12.012071756              1,621      L1-dcache-load-misses                                                 
    12.012071756    <not supported>      LLC-load-misses                                                       
    13.013140633            133,936      cycles                                                                
    13.013140633             59,292      instructions                     #    0.44  insn per cycle            
    13.013140633              7,523      cache-references                                                      
    13.013140633              1,598      cache-misses                     #   21.24% of all cache refs         
    13.013140633              2,354      L1-dcache-load-misses                                                 
    13.013140633    <not supported>      LLC-load-misses                                                       
    14.014228430            146,813      cycles                                                                
    14.014228430             68,120      instructions                     #    0.46  insn per cycle            
    14.014228430              9,371      cache-references                                                      
    14.014228430              1,685      cache-misses                     #   17.98% of all cache refs         
    14.014228430              2,946      L1-dcache-load-misses                                                 
    14.014228430    <not supported>      LLC-load-misses                                                       
    15.015292397            136,195      cycles                                                                
    15.015292397             24,919      instructions                     #    0.18  insn per cycle            
    15.015292397              5,600      cache-references                                                      
    15.015292397              2,618      cache-misses                     #   46.75% of all cache refs         
    15.015292397              1,503      L1-dcache-load-misses                                                 
    15.015292397    <not supported>      LLC-load-misses                                                       
    16.016336764            212,087      cycles                                                                
    16.016336764             80,025      instructions                     #    0.38  insn per cycle            
    16.016336764             11,421      cache-references                                                      
    16.016336764              3,411      cache-misses                     #   29.87% of all cache refs         
    16.016336764              3,947      L1-dcache-load-misses                                                 
    16.016336764    <not supported>      LLC-load-misses                                                       
    17.017401281            132,581      cycles                                                                
    17.017401281             50,070      instructions                     #    0.38  insn per cycle            
    17.017401281              7,078      cache-references                                                      
    17.017401281              1,677      cache-misses                     #   23.69% of all cache refs         
    17.017401281              1,924      L1-dcache-load-misses                                                 
    17.017401281    <not supported>      LLC-load-misses                                                       
    18.018465118            142,267      cycles                                                                
    18.018465118             46,684      instructions                     #    0.33  insn per cycle            
    18.018465118              6,847      cache-references                                                      
    18.018465118              2,356      cache-misses                     #   34.41% of all cache refs         
    18.018465118              1,774      L1-dcache-load-misses                                                 
    18.018465118    <not supported>      LLC-load-misses                                                       
    19.019541645            178,140      cycles                                                                
    19.019541645             43,883      instructions                     #    0.25  insn per cycle            
    19.019541645              7,885      cache-references                                                      
    19.019541645              2,107      cache-misses                     #   26.72% of all cache refs         
    19.019541645              2,412      L1-dcache-load-misses                                                 
    19.019541645    <not supported>      LLC-load-misses                                                       
    20.020640181            152,172      cycles                                                                
    20.020640181             59,872      instructions                     #    0.39  insn per cycle            
    20.020640181              8,393      cache-references                                                      
    20.020640181              2,205      cache-misses                     #   26.27% of all cache refs         
    20.020640181              2,551      L1-dcache-load-misses                                                 
    20.020640181    <not supported>      LLC-load-misses                                                       
    21.021706448            132,729      cycles                                                                
    21.021706448             44,355      instructions                     #    0.33  insn per cycle            
    21.021706448              6,423      cache-references                                                      
    21.021706448              2,110      cache-misses                     #   32.85% of all cache refs         
    21.021706448              1,642      L1-dcache-load-misses                                                 
    21.021706448    <not supported>      LLC-load-misses                                                       
    22.022771855            144,272      cycles                                                                
    22.022771855             59,813      instructions                     #    0.41  insn per cycle            
    22.022771855              7,851      cache-references                                                      
    22.022771855              1,982      cache-misses                     #   25.25% of all cache refs         
    22.022771855              2,411      L1-dcache-load-misses                                                 
    22.022771855    <not supported>      LLC-load-misses                                                       
    23.023001446            150,243      cycles                                                                
    23.023001446             56,857      instructions                     #    0.38  insn per cycle            
    23.023001446              7,668      cache-references                                                      
    23.023001446              1,722      cache-misses                     #   22.46% of all cache refs         
    23.023001446              2,466      L1-dcache-load-misses                                                 
    23.023001446    <not supported>      LLC-load-misses                                                       
    24.024063733            111,798      cycles                                                                
    24.024063733             24,875      instructions                     #    0.22  insn per cycle            
    24.024063733              4,046      cache-references                                                      
    24.024063733              1,306      cache-misses                     #   32.28% of all cache refs         
    24.024063733                844      L1-dcache-load-misses                                                 
    24.024063733    <not supported>      LLC-load-misses                                                       
    25.025120530            135,419      cycles                                                                
    25.025120530             46,259      instructions                     #    0.34  insn per cycle            
    25.025120530              6,009      cache-references                                                      
    25.025120530              1,590      cache-misses                     #   26.46% of all cache refs         
    25.025120530              1,773      L1-dcache-load-misses                                                 
    25.025120530    <not supported>      LLC-load-misses                                                       
    26.026187297            139,579      cycles                                                                
    26.026187297             68,670      instructions                     #    0.49  insn per cycle            
    26.026187297              8,905      cache-references                                                      
    26.026187297              1,422      cache-misses                     #   15.97% of all cache refs         
    26.026187297              2,888      L1-dcache-load-misses                                                 
    26.026187297    <not supported>      LLC-load-misses                                                       
#           time             counts unit events
    27.026793616            141,584      cycles                                                                
    27.026793616             48,655      instructions                     #    0.34  insn per cycle            
    27.026793616              6,107      cache-references                                                      
    27.026793616              1,517      cache-misses                     #   24.84% of all cache refs         
    27.026793616              1,664      L1-dcache-load-misses                                                 
    27.026793616    <not supported>      LLC-load-misses                                                       
    28.027855653            169,710      cycles                                                                
    28.027855653             44,725      instructions                     #    0.26  insn per cycle            
    28.027855653              7,358      cache-references                                                      
    28.027855653              3,102      cache-misses                     #   42.16% of all cache refs         
    28.027855653              2,118      L1-dcache-load-misses                                                 
    28.027855653    <not supported>      LLC-load-misses                                                       
    29.028000115            132,247      cycles                                                                
    29.028000115             24,750      instructions                     #    0.19  insn per cycle            
    29.028000115              5,237      cache-references                                                      
    29.028000115              2,346      cache-misses                     #   44.80% of all cache refs         
    29.028000115              1,332      L1-dcache-load-misses                                                 
    29.028000115    <not supported>      LLC-load-misses                                                       
    30.029056042            148,373      cycles                                                                
    30.029056042             56,500      instructions                     #    0.38  insn per cycle            
    30.029056042              8,764      cache-references                                                      
    30.029056042              2,700      cache-misses                     #   30.81% of all cache refs         
    30.029056042              2,428      L1-dcache-load-misses                                                 
    30.029056042    <not supported>      LLC-load-misses                                                       
    31.030106779          1,666,346      cycles                                                                
    31.030106779            814,861      instructions                     #    0.49  insn per cycle            
    31.030106779            104,614      cache-references                                                      
    31.030106779             29,404      cache-misses                     #   28.11% of all cache refs         
    31.030106779             30,695      L1-dcache-load-misses                                                 
    31.030106779    <not supported>      LLC-load-misses                                                       
    32.031176866            443,198      cycles                                                                
    32.031176866            139,025      instructions                     #    0.31  insn per cycle            
    32.031176866             22,255      cache-references                                                      
    32.031176866              7,474      cache-misses                     #   33.58% of all cache refs         
    32.031176866              5,765      L1-dcache-load-misses                                                 
    32.031176866    <not supported>      LLC-load-misses                                                       
    33.032241083            134,027      cycles                                                                
    33.032241083             45,859      instructions                     #    0.34  insn per cycle            
    33.032241083              6,618      cache-references                                                      
    33.032241083              2,394      cache-misses                     #   36.17% of all cache refs         
    33.032241083              1,691      L1-dcache-load-misses                                                 
    33.032241083    <not supported>      LLC-load-misses                                                       
    34.033002321            144,913      cycles                                                                
    34.033002321             55,902      instructions                     #    0.39  insn per cycle            
    34.033002321              7,758      cache-references                                                      
    34.033002321              2,127      cache-misses                     #   27.42% of all cache refs         
    34.033002321              2,230      L1-dcache-load-misses                                                 
    34.033002321    <not supported>      LLC-load-misses                                                       
    35.034060828            138,715      cycles                                                                
    35.034060828             44,774      instructions                     #    0.32  insn per cycle            
    35.034060828              6,296      cache-references                                                      
    35.034060828              1,880      cache-misses                     #   29.86% of all cache refs         
    35.034060828              1,630      L1-dcache-load-misses                                                 
    35.034060828    <not supported>      LLC-load-misses                                                       
    36.034676047            100,841      cycles                                                                
    36.034676047             24,893      instructions                     #    0.25  insn per cycle            
    36.034676047              3,697      cache-references                                                      
    36.034676047              1,181      cache-misses                     #   31.94% of all cache refs         
    36.034676047                860      L1-dcache-load-misses                                                 
    36.034676047    <not supported>      LLC-load-misses                                                       
    37.035727664             93,836      cycles                                                                
    37.035727664             24,919      instructions                     #    0.27  insn per cycle            
    37.035727664              3,730      cache-references                                                      
    37.035727664              1,081      cache-misses                     #   28.98% of all cache refs         
    37.035727664                839      L1-dcache-load-misses                                                 
    37.035727664    <not supported>      LLC-load-misses                                                       
    38.036000155            124,744      cycles                                                                
    38.036000155             51,344      instructions                     #    0.41  insn per cycle            
    38.036000155              5,900      cache-references                                                      
    38.036000155              1,288      cache-misses                     #   21.83% of all cache refs         
    38.036000155              1,823      L1-dcache-load-misses                                                 
    38.036000155    <not supported>      LLC-load-misses                                                       
    39.037064142            122,052      cycles                                                                
    39.037064142             57,638      instructions                     #    0.47  insn per cycle            
    39.037064142              6,695      cache-references                                                      
    39.037064142              1,071      cache-misses                     #   16.00% of all cache refs         
    39.037064142              2,223      L1-dcache-load-misses                                                 
    39.037064142    <not supported>      LLC-load-misses                                                       
    40.038125579            125,047      cycles                                                                
    40.038125579             46,307      instructions                     #    0.37  insn per cycle            
    40.038125579              7,010      cache-references                                                      
    40.038125579              1,803      cache-misses                     #   25.72% of all cache refs         
    40.038125579              1,748      L1-dcache-load-misses                                                 
    40.038125579    <not supported>      LLC-load-misses                                                       
    41.039179406            129,697      cycles                                                                
    41.039179406             45,439      instructions                     #    0.35  insn per cycle            
    41.039179406              6,476      cache-references                                                      
    41.039179406              1,566      cache-misses                     #   24.18% of all cache refs         
    41.039179406              1,706      L1-dcache-load-misses                                                 
    41.039179406    <not supported>      LLC-load-misses                                                       
    42.040234833            208,737      cycles                                                                
    42.040234833             84,456      instructions                     #    0.40  insn per cycle            
    42.040234833             12,387      cache-references                                                      
    42.040234833              2,857      cache-misses                     #   23.06% of all cache refs         
    42.040234833              3,738      L1-dcache-load-misses                                                 
    42.040234833    <not supported>      LLC-load-misses                                                       
    43.041289360            240,574      cycles                                                                
    43.041289360            103,252      instructions                     #    0.43  insn per cycle            
    43.041289360             13,823      cache-references                                                      
    43.041289360              3,315      cache-misses                     #   23.98% of all cache refs         
    43.041289360              5,329      L1-dcache-load-misses                                                 
    43.041289360    <not supported>      LLC-load-misses                                                       
    44.042350727            232,166      cycles                                                                
    44.042350727             92,489      instructions                     #    0.40  insn per cycle            
    44.042350727             14,268      cache-references                                                      
    44.042350727              3,693      cache-misses                     #   25.88% of all cache refs         
    44.042350727              5,670      L1-dcache-load-misses                                                 
    44.042350727    <not supported>      LLC-load-misses                                                       
    45.043405404            183,705      cycles                                                                
    45.043405404             95,580      instructions                     #    0.52  insn per cycle            
    45.043405404             12,886      cache-references                                                      
    45.043405404              2,994      cache-misses                     #   23.23% of all cache refs         
    45.043405404              4,526      L1-dcache-load-misses                                                 
    45.043405404    <not supported>      LLC-load-misses                                                       
    46.043588505            192,271      cycles                                                                
    46.043588505            105,732      instructions                     #    0.55  insn per cycle            
    46.043588505             14,925      cache-references                                                      
    46.043588505              3,059      cache-misses                     #   20.50% of all cache refs         
    46.043588505              5,219      L1-dcache-load-misses                                                 
    46.043588505    <not supported>      LLC-load-misses                                                       
    47.044661462            163,405      cycles                                                                
    47.044661462             63,382      instructions                     #    0.39  insn per cycle            
    47.044661462              8,856      cache-references                                                      
    47.044661462              2,647      cache-misses                     #   29.89% of all cache refs         
    47.044661462              2,665      L1-dcache-load-misses                                                 
    47.044661462    <not supported>      LLC-load-misses                                                       
    48.045723609            136,213      cycles                                                                
    48.045723609             24,848      instructions                     #    0.18  insn per cycle            
    48.045723609              4,548      cache-references                                                      
    48.045723609              2,470      cache-misses                     #   54.31% of all cache refs         
    48.045723609              1,026      L1-dcache-load-misses                                                 
    48.045723609    <not supported>      LLC-load-misses                                                       
    49.046803616            182,460      cycles                                                                
    49.046803616             44,626      instructions                     #    0.24  insn per cycle            
    49.046803616              8,253      cache-references                                                      
    49.046803616              2,339      cache-misses                     #   28.34% of all cache refs         
    49.046803616              2,691      L1-dcache-load-misses                                                 
    49.046803616    <not supported>      LLC-load-misses                                                       
    50.047004048            226,304      cycles                                                                
    50.047004048             83,832      instructions                     #    0.37  insn per cycle            
    50.047004048             11,499      cache-references                                                      
    50.047004048              2,724      cache-misses                     #   23.69% of all cache refs         
    50.047004048              4,518      L1-dcache-load-misses                                                 
    50.047004048    <not supported>      LLC-load-misses                                                       
    51.048087704            182,205      cycles                                                                
    51.048087704             51,585      instructions                     #    0.28  insn per cycle            
    51.048087704              7,583      cache-references                                                      
    51.048087704              2,349      cache-misses                     #   30.98% of all cache refs         
    51.048087704              2,423      L1-dcache-load-misses                                                 
    51.048087704    <not supported>      LLC-load-misses                                                       
    52.049007511            189,395      cycles                                                                
    52.049007511             48,715      instructions                     #    0.26  insn per cycle            
    52.049007511              6,744      cache-references                                                      
    52.049007511              2,393      cache-misses                     #   35.48% of all cache refs         
    52.049007511              2,006      L1-dcache-load-misses                                                 
    52.049007511    <not supported>      LLC-load-misses                                                       
#           time             counts unit events
    53.050093607            202,917      cycles                                                                
    53.050093607             61,693      instructions                     #    0.30  insn per cycle            
    53.050093607              8,529      cache-references                                                      
    53.050093607              2,678      cache-misses                     #   31.40% of all cache refs         
    53.050093607              2,999      L1-dcache-load-misses                                                 
    53.050093607    <not supported>      LLC-load-misses                                                       
    54.051183413            181,023      cycles                                                                
    54.051183413             45,202      instructions                     #    0.25  insn per cycle            
    54.051183413              7,639      cache-references                                                      
    54.051183413              2,786      cache-misses                     #   36.47% of all cache refs         
    54.051183413              2,823      L1-dcache-load-misses                                                 
    54.051183413    <not supported>      LLC-load-misses                                                       
    55.052113260            174,170      cycles                                                                
    55.052113260             46,248      instructions                     #    0.27  insn per cycle            
    55.052113260              6,657      cache-references                                                      
    55.052113260              3,229      cache-misses                     #   48.51% of all cache refs         
    55.052113260              1,990      L1-dcache-load-misses                                                 
    55.052113260    <not supported>      LLC-load-misses                                                       
    56.053000147            180,086      cycles                                                                
    56.053000147             98,090      instructions                     #    0.54  insn per cycle            
    56.053000147             12,629      cache-references                                                      
    56.053000147              2,533      cache-misses                     #   20.06% of all cache refs         
    56.053000147              4,320      L1-dcache-load-misses                                                 
    56.053000147    <not supported>      LLC-load-misses                                                       
    57.054066253            191,333      cycles                                                                
    57.054066253             57,787      instructions                     #    0.30  insn per cycle            
    57.054066253              8,054      cache-references                                                      
    57.054066253              2,426      cache-misses                     #   30.12% of all cache refs         
    57.054066253              2,634      L1-dcache-load-misses                                                 
    57.054066253    <not supported>      LLC-load-misses                                                       
    58.055141109            260,564      cycles                                                                
    58.055141109            148,622      instructions                     #    0.57  insn per cycle            
    58.055141109             17,221      cache-references                                                      
    58.055141109              3,023      cache-misses                     #   17.55% of all cache refs         
    58.055141109              7,266      L1-dcache-load-misses                                                 
    58.055141109    <not supported>      LLC-load-misses                                                       
    59.056112436            226,607      cycles                                                                
    59.056112436             83,862      instructions                     #    0.37  insn per cycle            
    59.056112436             12,612      cache-references                                                      
    59.056112436              3,278      cache-misses                     #   25.99% of all cache refs         
    59.056112436              4,485      L1-dcache-load-misses                                                 
    59.056112436    <not supported>      LLC-load-misses                                                       
    60.057201462            225,854      cycles                                                                
    60.057201462             92,901      instructions                     #    0.41  insn per cycle            
    60.057201462             12,973      cache-references                                                      
    60.057201462              2,762      cache-misses                     #   21.29% of all cache refs         
    60.057201462              4,906      L1-dcache-load-misses                                                 
    60.057201462    <not supported>      LLC-load-misses                                                       
    61.057743681          2,070,971      cycles                                                                
    61.057743681            797,778      instructions                     #    0.39  insn per cycle            
    61.057743681            100,273      cache-references                                                      
    61.057743681             22,083      cache-misses                     #   22.02% of all cache refs         
    61.057743681             37,548      L1-dcache-load-misses                                                 
    61.057743681    <not supported>      LLC-load-misses                                                       
    62.058847336            527,039      cycles                                                                
    62.058847336            204,817      instructions                     #    0.39  insn per cycle            
    62.058847336             29,980      cache-references                                                      
    62.058847336              8,111      cache-misses                     #   27.05% of all cache refs         
    62.058847336              9,581      L1-dcache-load-misses                                                 
    62.058847336    <not supported>      LLC-load-misses                                                       
    63.059934062            242,452      cycles                                                                
    63.059934062            130,591      instructions                     #    0.54  insn per cycle            
    63.059934062             16,641      cache-references                                                      
    63.059934062              3,485      cache-misses                     #   20.94% of all cache refs         
    63.059934062              5,612      L1-dcache-load-misses                                                 
    63.059934062    <not supported>      LLC-load-misses                                                       
    64.060618790            140,784      cycles                                                                
    64.060618790             90,557      instructions                     #    0.64  insn per cycle            
    64.060618790              9,745      cache-references                                                      
    64.060618790              1,333      cache-misses                     #   13.68% of all cache refs         
    64.060618790              3,666      L1-dcache-load-misses                                                 
    64.060618790    <not supported>      LLC-load-misses                                                       
    65.060999190            141,157      cycles                                                                
    65.060999190             57,280      instructions                     #    0.41  insn per cycle            
    65.060999190              6,441      cache-references                                                      
    65.060999190              1,775      cache-misses                     #   27.56% of all cache refs         
    65.060999190              1,990      L1-dcache-load-misses                                                 
    65.060999190    <not supported>      LLC-load-misses                                                       
    66.061997937            151,186      cycles                                                                
    66.061997937             61,565      instructions                     #    0.41  insn per cycle            
    66.061997937              7,316      cache-references                                                      
