# started on Fri Mar 13 19:08:54 2026

#           time             counts   unit events
     1.000984069             187.36 Joules power/energy-pkg/                                                     
     2.005438293             190.14 Joules power/energy-pkg/                                                     
     3.006861761             190.86 Joules power/energy-pkg/                                                     
     4.009375926             190.83 Joules power/energy-pkg/                                                     
     5.015550995             181.08 Joules power/energy-pkg/                                                     
     6.018903752             174.92 Joules power/energy-pkg/                                                     
     7.020843233             174.33 Joules power/energy-pkg/                                                     
     8.024803896             174.58 Joules power/energy-pkg/                                                     
     9.029060748             174.17 Joules power/energy-pkg/                                                     
    10.031923580             181.69 Joules power/energy-pkg/                                                     
    11.033909679             187.02 Joules power/energy-pkg/                                                     
    12.035070311             187.59 Joules power/energy-pkg/                                                     
    13.036295585             182.32 Joules power/energy-pkg/                                                     
    14.037571414             181.89 Joules power/energy-pkg/                                                     
    15.038795746             181.82 Joules power/energy-pkg/                                                     
    16.039964443             178.85 Joules power/energy-pkg/                                                     
    17.041084718             191.93 Joules power/energy-pkg/                                                     
    18.042298190             223.71 Joules power/energy-pkg/                                                     
    19.043321493             219.98 Joules power/energy-pkg/                                                     
    20.044575310             219.89 Joules power/energy-pkg/                                                     
    21.045797278             216.93 Joules power/energy-pkg/                                                     
    22.047010379             215.81 Joules power/energy-pkg/                                                     
    23.048172844             214.87 Joules power/energy-pkg/                                                     
    24.049255218             214.58 Joules power/energy-pkg/                                                     
    25.050330739             212.52 Joules power/energy-pkg/                                                     
    26.051511439             214.10 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.052545743             212.13 Joules power/energy-pkg/                                                     
    28.053846429             200.59 Joules power/energy-pkg/                                                     
    29.054933802             207.04 Joules power/energy-pkg/                                                     
    30.056167242             206.70 Joules power/energy-pkg/                                                     
    31.057312735             213.32 Joules power/energy-pkg/                                                     
    32.058339284             212.32 Joules power/energy-pkg/                                                     
    33.059419754             212.53 Joules power/energy-pkg/                                                     
    34.060596136             215.16 Joules power/energy-pkg/                                                     
    35.061717514             214.02 Joules power/energy-pkg/                                                     
    36.062917700             214.32 Joules power/energy-pkg/                                                     
    37.063981159             214.15 Joules power/energy-pkg/                                                     
    38.065183960             214.30 Joules power/energy-pkg/                                                     
    39.066258389             214.38 Joules power/energy-pkg/                                                     
    40.067277324             214.63 Joules power/energy-pkg/                                                     
    41.068413780             214.16 Joules power/energy-pkg/                                                     
    42.069663269             214.62 Joules power/energy-pkg/                                                     
    43.070859659             214.55 Joules power/energy-pkg/                                                     
    44.071930962             214.40 Joules power/energy-pkg/                                                     
    45.072968231             214.63 Joules power/energy-pkg/                                                     
    46.074144803             215.64 Joules power/energy-pkg/                                                     
    47.075208993             215.41 Joules power/energy-pkg/                                                     
    48.076303480             215.20 Joules power/energy-pkg/                                                     
    49.077426671             214.95 Joules power/energy-pkg/                                                     
    50.078672744             214.72 Joules power/energy-pkg/                                                     
    51.079884432             214.30 Joules power/energy-pkg/                                                     
    52.080932462             213.69 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.082214568             213.15 Joules power/energy-pkg/                                                     
    54.083395579             214.25 Joules power/energy-pkg/                                                     
    55.084436245             213.02 Joules power/energy-pkg/                                                     
    56.085525322             213.60 Joules power/energy-pkg/                                                     
    57.086647552             213.14 Joules power/energy-pkg/                                                     
    58.087859702             214.16 Joules power/energy-pkg/                                                     
    59.088884217             210.09 Joules power/energy-pkg/                                                     
    60.090148585             210.59 Joules power/energy-pkg/                                                     
    61.091211343             212.72 Joules power/energy-pkg/                                                     
    62.092351377             208.45 Joules power/energy-pkg/                                                     
    63.093502050             213.46 Joules power/energy-pkg/                                                     
    64.094602409             214.47 Joules power/energy-pkg/                                                     
    65.095802295             216.23 Joules power/energy-pkg/                                                     
    66.096995429             214.64 Joules power/energy-pkg/                                                     
    67.098202158             215.76 Joules power/energy-pkg/                                                     
    68.099359464             216.66 Joules power/energy-pkg/                                                     
    69.100365275             214.07 Joules power/energy-pkg/                                                     
    70.101586070             214.88 Joules power/energy-pkg/                                                     
    71.102725954             213.43 Joules power/energy-pkg/                                                     
    72.103870496             208.51 Joules power/energy-pkg/                                                     
    73.105025057             208.84 Joules power/energy-pkg/                                                     
    74.106208642             206.75 Joules power/energy-pkg/                                                     
    75.107378061             199.31 Joules power/energy-pkg/                                                     
    76.108496404             195.69 Joules power/energy-pkg/                                                     
    77.109556206             194.79 Joules power/energy-pkg/                                                     
    78.110845481             195.10 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    79.111887550             192.72 Joules power/energy-pkg/                                                     
    80.112934217             191.84 Joules power/energy-pkg/                                                     
    81.114053041             192.47 Joules power/energy-pkg/                                                     
    82.115255462             191.55 Joules power/energy-pkg/                                                     
    83.116384615             191.51 Joules power/energy-pkg/                                                     
    84.117562710             190.80 Joules power/energy-pkg/                                                     
    85.118810156             191.39 Joules power/energy-pkg/                                                     
    86.120014481             191.90 Joules power/energy-pkg/                                                     
    87.121059906             191.34 Joules power/energy-pkg/                                                     
    88.122123225             192.38 Joules power/energy-pkg/                                                     
    89.123209467             194.69 Joules power/energy-pkg/                                                     
    90.124382483             193.21 Joules power/energy-pkg/                                                     
    91.125429581             186.06 Joules power/energy-pkg/                                                     
