# started on Fri Apr  3 18:34:08 2026

#           time             counts   unit events
     1.001068366              90.80 Joules power/energy-pkg/                                                     
     2.002258795              97.50 Joules power/energy-pkg/                                                     
     3.004933870              96.23 Joules power/energy-pkg/                                                     
     4.006213454              87.99 Joules power/energy-pkg/                                                     
     5.007505916              89.08 Joules power/energy-pkg/                                                     
     6.008798825              94.60 Joules power/energy-pkg/                                                     
     7.010145416              89.67 Joules power/energy-pkg/                                                     
     8.011444200              92.02 Joules power/energy-pkg/                                                     
     9.011876495              90.12 Joules power/energy-pkg/                                                     
    10.012899038              92.56 Joules power/energy-pkg/                                                     
    11.014899243              98.11 Joules power/energy-pkg/                                                     
    12.015922683              92.05 Joules power/energy-pkg/                                                     
    13.016924149              92.44 Joules power/energy-pkg/                                                     
    14.017912033              93.38 Joules power/energy-pkg/                                                     
    15.018917699              90.82 Joules power/energy-pkg/                                                     
    16.019915922              92.81 Joules power/energy-pkg/                                                     
    17.020916706              89.80 Joules power/energy-pkg/                                                     
    18.021920610              89.85 Joules power/energy-pkg/                                                     
    19.026069358              87.38 Joules power/energy-pkg/                                                     
    20.027339543              83.90 Joules power/energy-pkg/                                                     
    21.027886469              91.93 Joules power/energy-pkg/                                                     
    22.029914323              94.75 Joules power/energy-pkg/                                                     
    23.030928753              94.71 Joules power/energy-pkg/                                                     
    24.031927863              88.00 Joules power/energy-pkg/                                                     
    25.032901416              84.44 Joules power/energy-pkg/                                                     
    26.038930557              89.59 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.039923862              91.22 Joules power/energy-pkg/                                                     
    28.042045279              95.29 Joules power/energy-pkg/                                                     
    29.042921573              92.87 Joules power/energy-pkg/                                                     
    30.043930297              93.30 Joules power/energy-pkg/                                                     
    31.045930738              95.14 Joules power/energy-pkg/                                                     
    32.046905684              97.15 Joules power/energy-pkg/                                                     
    33.047930466              99.07 Joules power/energy-pkg/                                                     
    34.048922376              94.24 Joules power/energy-pkg/                                                     
    35.051933355              98.32 Joules power/energy-pkg/                                                     
    36.052934670             100.70 Joules power/energy-pkg/                                                     
    37.053929321             102.23 Joules power/energy-pkg/                                                     
    38.055292353             103.08 Joules power/energy-pkg/                                                     
    39.055913174             101.67 Joules power/energy-pkg/                                                     
    40.059914050             102.21 Joules power/energy-pkg/                                                     
    41.061909352             102.43 Joules power/energy-pkg/                                                     
    42.063911575             103.88 Joules power/energy-pkg/                                                     
    43.067890893             104.26 Joules power/energy-pkg/                                                     
    44.068881714             101.86 Joules power/energy-pkg/                                                     
    45.072920075             104.89 Joules power/energy-pkg/                                                     
    46.073915749             102.80 Joules power/energy-pkg/                                                     
    47.076910229             102.71 Joules power/energy-pkg/                                                     
    48.078918347             100.79 Joules power/energy-pkg/                                                     
    49.083888368              98.40 Joules power/energy-pkg/                                                     
    50.086916106              97.87 Joules power/energy-pkg/                                                     
    51.090914201              98.84 Joules power/energy-pkg/                                                     
    52.091915139              99.05 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.094893555             100.72 Joules power/energy-pkg/                                                     
    54.096912410             102.05 Joules power/energy-pkg/                                                     
    55.101908769             100.24 Joules power/energy-pkg/                                                     
    56.102912733             100.34 Joules power/energy-pkg/                                                     
    57.105913456              99.48 Joules power/energy-pkg/                                                     
    58.107891974             101.18 Joules power/energy-pkg/                                                     
    59.112917093             102.52 Joules power/energy-pkg/                                                     
    60.113889792              98.77 Joules power/energy-pkg/                                                     
    61.116879740              97.24 Joules power/energy-pkg/                                                     
    62.121918195              97.83 Joules power/energy-pkg/                                                     
    63.122915437              97.91 Joules power/energy-pkg/                                                     
    64.125929587             101.92 Joules power/energy-pkg/                                                     
    65.128886167             101.20 Joules power/energy-pkg/                                                     
