# started on Fri Apr  3 19:39:29 2026

#           time             counts   unit events
     1.000593925              52.77 Joules power/energy-pkg/                                                     
     2.002593236              52.75 Joules power/energy-pkg/                                                     
     3.003588073              51.00 Joules power/energy-pkg/                                                     
     4.004590464              54.70 Joules power/energy-pkg/                                                     
     5.007582804              55.17 Joules power/energy-pkg/                                                     
     6.009583681              53.81 Joules power/energy-pkg/                                                     
     7.010581378              52.03 Joules power/energy-pkg/                                                     
     8.013580665              52.21 Joules power/energy-pkg/                                                     
     9.015053485              51.79 Joules power/energy-pkg/                                                     
    10.016496255              50.56 Joules power/energy-pkg/                                                     
    11.017525777              51.28 Joules power/energy-pkg/                                                     
    12.018994180              50.34 Joules power/energy-pkg/                                                     
    13.020481338              50.29 Joules power/energy-pkg/                                                     
    14.021913084              50.13 Joules power/energy-pkg/                                                     
    15.023405785              50.59 Joules power/energy-pkg/                                                     
    16.024888915              51.32 Joules power/energy-pkg/                                                     
    17.026356166              49.06 Joules power/energy-pkg/                                                     
    18.027817036              48.53 Joules power/energy-pkg/                                                     
    19.029275913              48.69 Joules power/energy-pkg/                                                     
    20.030802727              49.12 Joules power/energy-pkg/                                                     
    21.032288361              49.03 Joules power/energy-pkg/                                                     
    22.033815622              48.59 Joules power/energy-pkg/                                                     
    23.034526621              48.40 Joules power/energy-pkg/                                                     
    24.035965648              48.47 Joules power/energy-pkg/                                                     
    25.036532272              48.45 Joules power/energy-pkg/                                                     
    26.037984976              48.42 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.038505397              48.50 Joules power/energy-pkg/                                                     
    28.039942864              48.82 Joules power/energy-pkg/                                                     
    29.040520242              49.08 Joules power/energy-pkg/                                                     
    30.041520203              49.24 Joules power/energy-pkg/                                                     
    31.042575117              50.07 Joules power/energy-pkg/                                                     
    32.046584390              50.65 Joules power/energy-pkg/                                                     
    33.047577001              50.03 Joules power/energy-pkg/                                                     
    34.048542048              50.52 Joules power/energy-pkg/                                                     
    35.049589229              49.83 Joules power/energy-pkg/                                                     
    36.051116590              49.33 Joules power/energy-pkg/                                                     
    37.052651848              50.00 Joules power/energy-pkg/                                                     
    38.054108818              49.31 Joules power/energy-pkg/                                                     
    39.055667555              50.10 Joules power/energy-pkg/                                                     
    40.057134119              50.19 Joules power/energy-pkg/                                                     
    41.058671040              50.10 Joules power/energy-pkg/                                                     
    42.060125414              50.07 Joules power/energy-pkg/                                                     
    43.060909483              50.66 Joules power/energy-pkg/                                                     
    44.062406840              51.10 Joules power/energy-pkg/                                                     
    45.063897321              51.39 Joules power/energy-pkg/                                                     
    46.065419265              52.44 Joules power/energy-pkg/                                                     
    47.066959983              49.42 Joules power/energy-pkg/                                                     
    48.067709038              49.04 Joules power/energy-pkg/                                                     
    49.069163459              49.07 Joules power/energy-pkg/                                                     
    50.070525732              49.69 Joules power/energy-pkg/                                                     
    51.071572769              51.32 Joules power/energy-pkg/                                                     
    52.075582963              52.50 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.076570917              50.80 Joules power/energy-pkg/                                                     
    54.077584367              50.46 Joules power/energy-pkg/                                                     
    55.078540648              51.34 Joules power/energy-pkg/                                                     
    56.079542789              51.85 Joules power/energy-pkg/                                                     
    57.080575960              52.27 Joules power/energy-pkg/                                                     
    58.081573094              51.87 Joules power/energy-pkg/                                                     
    59.082573305              51.80 Joules power/energy-pkg/                                                     
    60.085571655              51.87 Joules power/energy-pkg/                                                     
    61.086570502              51.66 Joules power/energy-pkg/                                                     
    62.087573723              51.69 Joules power/energy-pkg/                                                     
    63.088573427              51.62 Joules power/energy-pkg/                                                     
    64.089578524              51.66 Joules power/energy-pkg/                                                     
    65.092582041              51.78 Joules power/energy-pkg/                                                     
    66.093578892              51.71 Joules power/energy-pkg/                                                     
    67.094579606              49.44 Joules power/energy-pkg/                                                     
    68.095550817              49.34 Joules power/energy-pkg/                                                     
    69.100595240              49.47 Joules power/energy-pkg/                                                     
    70.101583197              49.42 Joules power/energy-pkg/                                                     
    71.102589194              50.28 Joules power/energy-pkg/                                                     
    72.104065275              49.92 Joules power/energy-pkg/                                                     
    73.105504875              48.95 Joules power/energy-pkg/                                                     
    74.106946318              50.28 Joules power/energy-pkg/                                                     
    75.108359745              51.67 Joules power/energy-pkg/                                                     
    76.109820846              52.87 Joules power/energy-pkg/                                                     
    77.111282493              50.68 Joules power/energy-pkg/                                                     
    78.112780543              50.55 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    79.116873607              50.52 Joules power/energy-pkg/                                                     
    80.117585479              51.13 Joules power/energy-pkg/                                                     
    81.119795174              50.12 Joules power/energy-pkg/                                                     
    82.121275961              49.88 Joules power/energy-pkg/                                                     
    83.122782812              49.95 Joules power/energy-pkg/                                                     
    84.124238286              50.01 Joules power/energy-pkg/                                                     
    85.125888594              49.97 Joules power/energy-pkg/                                                     
    86.127347797              50.52 Joules power/energy-pkg/                                                     
    87.128831631              50.31 Joules power/energy-pkg/                                                     
    88.130259221              50.05 Joules power/energy-pkg/                                                     
    89.131779239              50.15 Joules power/energy-pkg/                                                     
    90.133272799              50.15 Joules power/energy-pkg/                                                     
    91.134839834              50.20 Joules power/energy-pkg/                                                     
    92.136233327              50.04 Joules power/energy-pkg/                                                     
    93.137743158              49.49 Joules power/energy-pkg/                                                     
    94.138599654              48.06 Joules power/energy-pkg/                                                     
    95.142591994              48.50 Joules power/energy-pkg/                                                     
    96.143566631              47.60 Joules power/energy-pkg/                                                     
    97.144543348              47.62 Joules power/energy-pkg/                                                     
    98.145592319              47.60 Joules power/energy-pkg/                                                     
    99.146569910              47.62 Joules power/energy-pkg/                                                     
   100.147589698              47.66 Joules power/energy-pkg/                                                     
   101.148584265              47.76 Joules power/energy-pkg/                                                     
   102.149582656              47.64 Joules power/energy-pkg/                                                     
   103.150600397              49.38 Joules power/energy-pkg/                                                     
   104.153595743              50.41 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   105.154578531              53.01 Joules power/energy-pkg/                                                     
   106.155583088              54.72 Joules power/energy-pkg/                                                     
   107.156591303              51.75 Joules power/energy-pkg/                                                     
   108.157591226              51.63 Joules power/energy-pkg/                                                     
   109.158589111              51.02 Joules power/energy-pkg/                                                     
   110.159580542              50.14 Joules power/energy-pkg/                                                     
