# started on Fri Apr  3 18:18:02 2026

#           time             counts   unit events
     1.001070607              93.02 Joules power/energy-pkg/                                                     
     2.002355591              98.43 Joules power/energy-pkg/                                                     
     3.006464238             102.28 Joules power/energy-pkg/                                                     
     4.007319909              93.17 Joules power/energy-pkg/                                                     
     5.008549877              93.54 Joules power/energy-pkg/                                                     
     6.009820225              93.08 Joules power/energy-pkg/                                                     
     7.011084798              92.16 Joules power/energy-pkg/                                                     
     8.012322051              92.08 Joules power/energy-pkg/                                                     
     9.013372649              96.04 Joules power/energy-pkg/                                                     
    10.015383086              98.46 Joules power/energy-pkg/                                                     
    11.016363825              97.49 Joules power/energy-pkg/                                                     
    12.017674434              95.10 Joules power/energy-pkg/                                                     
    13.018371438              95.96 Joules power/energy-pkg/                                                     
    14.019684966              94.83 Joules power/energy-pkg/                                                     
    15.020355266              92.20 Joules power/energy-pkg/                                                     
    16.022367085              97.27 Joules power/energy-pkg/                                                     
    17.023360573              98.89 Joules power/energy-pkg/                                                     
    18.024358862              98.95 Joules power/energy-pkg/                                                     
    19.025358172              99.20 Joules power/energy-pkg/                                                     
    20.026333371              98.64 Joules power/energy-pkg/                                                     
    21.027362873              98.68 Joules power/energy-pkg/                                                     
    22.028338115             100.39 Joules power/energy-pkg/                                                     
    23.029363331             100.20 Joules power/energy-pkg/                                                     
    24.030361156             100.34 Joules power/energy-pkg/                                                     
    25.031358670             100.76 Joules power/energy-pkg/                                                     
    26.032361004             100.70 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.033364569             100.53 Joules power/energy-pkg/                                                     
    28.034346417              95.03 Joules power/energy-pkg/                                                     
    29.036362455              95.93 Joules power/energy-pkg/                                                     
    30.037366765              97.53 Joules power/energy-pkg/                                                     
    31.038366963              95.43 Joules power/energy-pkg/                                                     
    32.039370267              95.34 Joules power/energy-pkg/                                                     
    33.040365717              94.15 Joules power/energy-pkg/                                                     
    34.041365886              93.62 Joules power/energy-pkg/                                                     
    35.042365008              97.19 Joules power/energy-pkg/                                                     
    36.044369506              97.37 Joules power/energy-pkg/                                                     
    37.045351417              95.73 Joules power/energy-pkg/                                                     
    38.046377929              92.98 Joules power/energy-pkg/                                                     
    39.047381587              93.32 Joules power/energy-pkg/                                                     
    40.048381580              93.44 Joules power/energy-pkg/                                                     
    41.049379412              92.72 Joules power/energy-pkg/                                                     
    42.050374127              91.36 Joules power/energy-pkg/                                                     
    43.052380951              90.39 Joules power/energy-pkg/                                                     
    44.053380260              91.91 Joules power/energy-pkg/                                                     
    45.054372759              94.04 Joules power/energy-pkg/                                                     
    46.055364857              98.17 Joules power/energy-pkg/                                                     
    47.060342785             104.93 Joules power/energy-pkg/                                                     
    48.061366887              98.17 Joules power/energy-pkg/                                                     
    49.062365265              95.97 Joules power/energy-pkg/                                                     
    50.063370013              97.13 Joules power/energy-pkg/                                                     
    51.067364749              98.35 Joules power/energy-pkg/                                                     
    52.068344602              95.04 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.069368949              93.01 Joules power/energy-pkg/                                                     
    54.070373618              98.07 Joules power/energy-pkg/                                                     
    55.071343261              98.17 Joules power/energy-pkg/                                                     
    56.072343340              98.18 Joules power/energy-pkg/                                                     
    57.073366107              97.36 Joules power/energy-pkg/                                                     
    58.074336426              95.39 Joules power/energy-pkg/                                                     
    59.075368612              96.52 Joules power/energy-pkg/                                                     
    60.076368047              90.17 Joules power/energy-pkg/                                                     
    61.077344376              91.43 Joules power/energy-pkg/                                                     
    62.078344071              93.80 Joules power/energy-pkg/                                                     
    63.079384264              91.91 Joules power/energy-pkg/                                                     
    64.080388170              94.13 Joules power/energy-pkg/                                                     
    65.081380777              90.32 Joules power/energy-pkg/                                                     
    66.082335773              93.42 Joules power/energy-pkg/                                                     
    67.083368789              94.62 Joules power/energy-pkg/                                                     
    68.085365468              86.97 Joules power/energy-pkg/                                                     
    69.089360718              93.83 Joules power/energy-pkg/                                                     
    70.090367819              95.84 Joules power/energy-pkg/                                                     
    71.091344961              98.51 Joules power/energy-pkg/                                                     
    72.092368345             100.54 Joules power/energy-pkg/                                                     
    73.093368819              89.76 Joules power/energy-pkg/                                                     
