# started on Fri Apr  3 22:46:45 2026

#           time             counts   unit events
     1.001074464              56.61 Joules power/energy-pkg/                                                     
     2.002938068              64.78 Joules power/energy-pkg/                                                     
     3.004257095              59.71 Joules power/energy-pkg/                                                     
     4.007712636              54.11 Joules power/energy-pkg/                                                     
     5.011689544              54.01 Joules power/energy-pkg/                                                     
     6.014697007              54.20 Joules power/energy-pkg/                                                     
     7.016100742              54.41 Joules power/energy-pkg/                                                     
     8.017663349              54.04 Joules power/energy-pkg/                                                     
     9.019184937              54.10 Joules power/energy-pkg/                                                     
    10.021691753              54.18 Joules power/energy-pkg/                                                     
    11.024680682              54.79 Joules power/energy-pkg/                                                     
    12.029693545              55.43 Joules power/energy-pkg/                                                     
    13.031661020              55.45 Joules power/energy-pkg/                                                     
    14.034668495              55.35 Joules power/energy-pkg/                                                     
    15.037682833              55.31 Joules power/energy-pkg/                                                     
    16.039668613              55.24 Joules power/energy-pkg/                                                     
    17.041651623              55.24 Joules power/energy-pkg/                                                     
    18.044672817              55.27 Joules power/energy-pkg/                                                     
    19.047497923              55.37 Joules power/energy-pkg/                                                     
    20.050682237              55.24 Joules power/energy-pkg/                                                     
    21.053378515              55.23 Joules power/energy-pkg/                                                     
    22.054699021              55.25 Joules power/energy-pkg/                                                     
    23.057675018              55.40 Joules power/energy-pkg/                                                     
    24.061675167              56.20 Joules power/energy-pkg/                                                     
    25.062900963              55.19 Joules power/energy-pkg/                                                     
    26.063499115              54.48 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.064723937              54.99 Joules power/energy-pkg/                                                     
    28.065960343              54.86 Joules power/energy-pkg/                                                     
    29.067206579              55.27 Joules power/energy-pkg/                                                     
    30.068447995              55.24 Joules power/energy-pkg/                                                     
    31.069717184              55.20 Joules power/energy-pkg/                                                     
    32.070960469              55.33 Joules power/energy-pkg/                                                     
    33.072206351              55.23 Joules power/energy-pkg/                                                     
    34.073449545              55.30 Joules power/energy-pkg/                                                     
    35.074699137              54.86 Joules power/energy-pkg/                                                     
    36.075955926              54.46 Joules power/energy-pkg/                                                     
    37.077204324              53.93 Joules power/energy-pkg/                                                     
    38.078432001              53.20 Joules power/energy-pkg/                                                     
    39.079688900              53.83 Joules power/energy-pkg/                                                     
    40.080912812              53.84 Joules power/energy-pkg/                                                     
    41.082160049              53.80 Joules power/energy-pkg/                                                     
    42.083406347              53.89 Joules power/energy-pkg/                                                     
    43.084654063              56.11 Joules power/energy-pkg/                                                     
    44.085881135              55.10 Joules power/energy-pkg/                                                     
    45.087130169              55.17 Joules power/energy-pkg/                                                     
    46.088380735              55.66 Joules power/energy-pkg/                                                     
    47.089644621              55.21 Joules power/energy-pkg/                                                     
    48.090868713              55.18 Joules power/energy-pkg/                                                     
    49.092113614              55.11 Joules power/energy-pkg/                                                     
    50.093358287              55.48 Joules power/energy-pkg/                                                     
    51.096693247              53.98 Joules power/energy-pkg/                                                     
    52.099705543              54.87 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.100952105              52.67 Joules power/energy-pkg/                                                     
    54.104569397              53.83 Joules power/energy-pkg/                                                     
    55.106391284              54.00 Joules power/energy-pkg/                                                     
    56.109691808              53.94 Joules power/energy-pkg/                                                     
    57.112680802              54.10 Joules power/energy-pkg/                                                     
    58.116679988              55.46 Joules power/energy-pkg/                                                     
    59.117896042              54.95 Joules power/energy-pkg/                                                     
    60.119138669              55.06 Joules power/energy-pkg/                                                     
    61.120371931              54.97 Joules power/energy-pkg/                                                     
    62.121631629              55.83 Joules power/energy-pkg/                                                     
    63.122845793              55.17 Joules power/energy-pkg/                                                     
    64.124089636              55.99 Joules power/energy-pkg/                                                     
    65.125334995              55.32 Joules power/energy-pkg/                                                     
    66.126588161              54.96 Joules power/energy-pkg/                                                     
    67.127806361              54.97 Joules power/energy-pkg/                                                     
    68.129046051              50.11 Joules power/energy-pkg/                                                     
    69.130284636              54.91 Joules power/energy-pkg/                                                     
    70.131550728              56.08 Joules power/energy-pkg/                                                     
    71.132776083              55.95 Joules power/energy-pkg/                                                     
    72.134046148              55.90 Joules power/energy-pkg/                                                     
    73.135291557              55.64 Joules power/energy-pkg/                                                     
    74.139699263              55.26 Joules power/energy-pkg/                                                     
    75.141648973              55.33 Joules power/energy-pkg/                                                     
    76.144680456              55.00 Joules power/energy-pkg/                                                     
    77.146546864              55.96 Joules power/energy-pkg/                                                     
    78.147777235              54.86 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    79.151675078              55.08 Joules power/energy-pkg/                                                     
    80.155678942              54.97 Joules power/energy-pkg/                                                     
    81.159688246              55.52 Joules power/energy-pkg/                                                     
    82.162683077              55.35 Joules power/energy-pkg/                                                     
    83.166690440              55.35 Joules power/energy-pkg/                                                     
    84.169688009              54.12 Joules power/energy-pkg/                                                     
    85.172685729              54.09 Joules power/energy-pkg/                                                     
    86.176685668              55.10 Joules power/energy-pkg/                                                     
    87.180487865              55.37 Joules power/energy-pkg/                                                     
    88.184687129              55.19 Joules power/energy-pkg/                                                     
    89.187737870              55.15 Joules power/energy-pkg/                                                     
    90.189672057              55.21 Joules power/energy-pkg/                                                     
    91.192653815              55.28 Joules power/energy-pkg/                                                     
    92.196682006              55.29 Joules power/energy-pkg/                                                     
    93.200622710              55.24 Joules power/energy-pkg/                                                     
    94.203674635              55.27 Joules power/energy-pkg/                                                     
    95.207682398              55.18 Joules power/energy-pkg/                                                     
    96.209669719              55.21 Joules power/energy-pkg/                                                     
    97.212690418              55.23 Joules power/energy-pkg/                                                     
    98.215674560              55.14 Joules power/energy-pkg/                                                     
    99.217663642              55.26 Joules power/energy-pkg/                                                     
   100.220697488              54.55 Joules power/energy-pkg/                                                     
   101.224710081              54.48 Joules power/energy-pkg/                                                     
   102.228695671              55.03 Joules power/energy-pkg/                                                     
   103.230526089              55.32 Joules power/energy-pkg/                                                     
   104.233723808              55.26 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   105.235666156              54.72 Joules power/energy-pkg/                                                     
   106.239488542              53.98 Joules power/energy-pkg/                                                     
   107.241679948              53.97 Joules power/energy-pkg/                                                     
   108.244670985              50.08 Joules power/energy-pkg/                                                     
   109.246656537              54.85 Joules power/energy-pkg/                                                     
   110.247877797              55.26 Joules power/energy-pkg/                                                     
   111.249117054              54.31 Joules power/energy-pkg/                                                     
   112.250364670              53.93 Joules power/energy-pkg/                                                     
   113.251629622              53.87 Joules power/energy-pkg/                                                     
   114.252843773              54.98 Joules power/energy-pkg/                                                     
   115.254054881              55.34 Joules power/energy-pkg/                                                     
   116.255293887              55.81 Joules power/energy-pkg/                                                     
   117.256556365              55.32 Joules power/energy-pkg/                                                     
   118.257766206              55.18 Joules power/energy-pkg/                                                     
   119.258997655              55.19 Joules power/energy-pkg/                                                     
   120.260246512              55.80 Joules power/energy-pkg/                                                     
   121.261530673              55.32 Joules power/energy-pkg/                                                     
   122.262742770              55.32 Joules power/energy-pkg/                                                     
   123.263975514              55.22 Joules power/energy-pkg/                                                     
   124.265211278              55.23 Joules power/energy-pkg/                                                     
   125.266445259              55.24 Joules power/energy-pkg/                                                     
   126.267698732              55.36 Joules power/energy-pkg/                                                     
   127.268921761              55.23 Joules power/energy-pkg/                                                     
   128.270167979              55.22 Joules power/energy-pkg/                                                     
   129.271424193              54.94 Joules power/energy-pkg/                                                     
   130.272675249              55.47 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   131.274676628              55.41 Joules power/energy-pkg/                                                     
   132.278623220              55.45 Joules power/energy-pkg/                                                     
   133.281543306              50.52 Joules power/energy-pkg/                                                     
   134.285701152              55.34 Joules power/energy-pkg/                                                     
   135.289685031              55.21 Joules power/energy-pkg/                                                     
   136.293685115              54.62 Joules power/energy-pkg/                                                     
   137.296688770              54.00 Joules power/energy-pkg/                                                     
   138.300692608              53.80 Joules power/energy-pkg/                                                     
   139.302659523              54.97 Joules power/energy-pkg/                                                     
   140.304663302              55.92 Joules power/energy-pkg/                                                     
   141.305931252              55.40 Joules power/energy-pkg/                                                     
   142.307225588              55.30 Joules power/energy-pkg/                                                     
