# started on Fri Apr  3 23:19:40 2026

#           time             counts   unit events
     1.001073418              55.79 Joules power/energy-pkg/                                                     
     2.002917451              65.56 Joules power/energy-pkg/                                                     
     3.004273842              59.57 Joules power/energy-pkg/                                                     
     4.007425559              53.85 Joules power/energy-pkg/                                                     
     5.009371328              53.82 Joules power/energy-pkg/                                                     
     6.011319926              54.14 Joules power/energy-pkg/                                                     
     7.012567353              54.39 Joules power/energy-pkg/                                                     
     8.013821727              54.32 Joules power/energy-pkg/                                                     
     9.015082609              55.15 Joules power/energy-pkg/                                                     
    10.016356593              55.45 Joules power/energy-pkg/                                                     
    11.017589682              55.21 Joules power/energy-pkg/                                                     
    12.018856134              55.37 Joules power/energy-pkg/                                                     
    13.022407325              56.17 Joules power/energy-pkg/                                                     
    14.023202628              55.40 Joules power/energy-pkg/                                                     
    15.024435183              55.53 Joules power/energy-pkg/                                                     
    16.025687540              52.94 Joules power/energy-pkg/                                                     
    17.026935911              55.19 Joules power/energy-pkg/                                                     
    18.028202198              55.98 Joules power/energy-pkg/                                                     
    19.029433712              55.18 Joules power/energy-pkg/                                                     
    20.030663124              55.41 Joules power/energy-pkg/                                                     
    21.031928196              49.08 Joules power/energy-pkg/                                                     
    22.033191259              55.00 Joules power/energy-pkg/                                                     
    23.034421755              56.01 Joules power/energy-pkg/                                                     
    24.035662820              55.16 Joules power/energy-pkg/                                                     
    25.036915300              55.07 Joules power/energy-pkg/                                                     
    26.038162411              51.46 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.039421164              55.06 Joules power/energy-pkg/                                                     
    28.040672683              55.21 Joules power/energy-pkg/                                                     
    29.041921260              55.20 Joules power/energy-pkg/                                                     
    30.043161292              55.13 Joules power/energy-pkg/                                                     
    31.044401458              51.40 Joules power/energy-pkg/                                                     
    32.045644171              55.11 Joules power/energy-pkg/                                                     
    33.046882091              55.18 Joules power/energy-pkg/                                                     
    34.048126889              55.20 Joules power/energy-pkg/                                                     
    35.049356519              55.11 Joules power/energy-pkg/                                                     
    36.050618070              54.51 Joules power/energy-pkg/                                                     
    37.052368740              53.97 Joules power/energy-pkg/                                                     
    38.054381133              54.58 Joules power/energy-pkg/                                                     
    39.056377096              56.03 Joules power/energy-pkg/                                                     
    40.057642373              55.44 Joules power/energy-pkg/                                                     
    41.058887985              55.49 Joules power/energy-pkg/                                                     
    42.060133320              55.48 Joules power/energy-pkg/                                                     
    43.061392907              55.28 Joules power/energy-pkg/                                                     
    44.062614866              55.26 Joules power/energy-pkg/                                                     
    45.063873593              53.97 Joules power/energy-pkg/                                                     
    46.065119849              48.42 Joules power/energy-pkg/                                                     
    47.066376056              53.86 Joules power/energy-pkg/                                                     
    48.067603896              53.82 Joules power/energy-pkg/                                                     
    49.068852066              53.86 Joules power/energy-pkg/                                                     
    50.070102051              55.51 Joules power/energy-pkg/                                                     
    51.071373783              55.16 Joules power/energy-pkg/                                                     
    52.072600898              55.21 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.073850266              55.22 Joules power/energy-pkg/                                                     
    54.075103878              55.17 Joules power/energy-pkg/                                                     
    55.076366688              55.30 Joules power/energy-pkg/                                                     
    56.077592701              55.39 Joules power/energy-pkg/                                                     
    57.078845027              55.13 Joules power/energy-pkg/                                                     
    58.080097113              55.16 Joules power/energy-pkg/                                                     
    59.081208166              55.86 Joules power/energy-pkg/                                                     
    60.082440993              55.43 Joules power/energy-pkg/                                                     
    61.083696555              55.13 Joules power/energy-pkg/                                                     
    62.084948383              55.16 Joules power/energy-pkg/                                                     
    63.086199756              56.37 Joules power/energy-pkg/                                                     
    64.090396697              56.07 Joules power/energy-pkg/                                                     
    65.093389213              56.08 Joules power/energy-pkg/                                                     
    66.096393747              52.22 Joules power/energy-pkg/                                                     
    67.097635576              55.41 Joules power/energy-pkg/                                                     
    68.098876467              55.44 Joules power/energy-pkg/                                                     
    69.100116528              56.11 Joules power/energy-pkg/                                                     
    70.101372515              55.62 Joules power/energy-pkg/                                                     
    71.102600258              55.37 Joules power/energy-pkg/                                                     
    72.103872481              56.37 Joules power/energy-pkg/                                                     
    73.107402509              56.30 Joules power/energy-pkg/                                                     
    74.110406950              56.55 Joules power/energy-pkg/                                                     
    75.114399651              56.50 Joules power/energy-pkg/                                                     
    76.116386189              56.51 Joules power/energy-pkg/                                                     
    77.120214270              56.51 Joules power/energy-pkg/                                                     
