# started on Fri Apr  3 18:26:13 2026

#           time             counts   unit events
     1.000755416             102.31 Joules power/energy-pkg/                                                     
     2.001867604             103.73 Joules power/energy-pkg/                                                     
     3.004760590             105.76 Joules power/energy-pkg/                                                     
     4.005783131              92.78 Joules power/energy-pkg/                                                     
     5.006785106              89.90 Joules power/energy-pkg/                                                     
     6.007761537              92.55 Joules power/energy-pkg/                                                     
     7.009782768              96.24 Joules power/energy-pkg/                                                     
     8.013784141              97.06 Joules power/energy-pkg/                                                     
     9.014815676              97.08 Joules power/energy-pkg/                                                     
    10.015805348              96.79 Joules power/energy-pkg/                                                     
    11.016771767              95.19 Joules power/energy-pkg/                                                     
    12.017800590              91.80 Joules power/energy-pkg/                                                     
    13.018805970              90.76 Joules power/energy-pkg/                                                     
    14.020782675              91.77 Joules power/energy-pkg/                                                     
    15.021794717              93.23 Joules power/energy-pkg/                                                     
    16.022792423              90.71 Joules power/energy-pkg/                                                     
    17.023786631              87.46 Joules power/energy-pkg/                                                     
    18.024798022              92.64 Joules power/energy-pkg/                                                     
    19.025795354              91.38 Joules power/energy-pkg/                                                     
    20.026796059              92.81 Joules power/energy-pkg/                                                     
    21.030784758              92.22 Joules power/energy-pkg/                                                     
    22.031786540              89.38 Joules power/energy-pkg/                                                     
    23.032785983              94.65 Joules power/energy-pkg/                                                     
    24.033760157              99.89 Joules power/energy-pkg/                                                     
    25.037780123              91.85 Joules power/energy-pkg/                                                     
    26.038781256              90.18 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.039783600              88.81 Joules power/energy-pkg/                                                     
    28.040783238              93.89 Joules power/energy-pkg/                                                     
    29.041783264              94.17 Joules power/energy-pkg/                                                     
    30.042783267              94.25 Joules power/energy-pkg/                                                     
    31.043783429              95.85 Joules power/energy-pkg/                                                     
    32.044789999              94.31 Joules power/energy-pkg/                                                     
    33.045788840              95.97 Joules power/energy-pkg/                                                     
    34.046783467              95.94 Joules power/energy-pkg/                                                     
    35.047758075              96.36 Joules power/energy-pkg/                                                     
    36.048795721              91.89 Joules power/energy-pkg/                                                     
    37.050784727              92.16 Joules power/energy-pkg/                                                     
    38.051796941              96.56 Joules power/energy-pkg/                                                     
    39.052798101              99.18 Joules power/energy-pkg/                                                     
    40.053795892              97.72 Joules power/energy-pkg/                                                     
