# started on Fri Apr  3 19:41:55 2026

#           time             counts   unit events
     1.000972243              48.41 Joules power/energy-pkg/                                                     
     2.002945591              48.68 Joules power/energy-pkg/                                                     
     3.003964559              49.81 Joules power/energy-pkg/                                                     
     4.004991479              56.46 Joules power/energy-pkg/                                                     
     5.005983047              52.17 Joules power/energy-pkg/                                                     
     6.006976408              48.37 Joules power/energy-pkg/                                                     
     7.007987619              48.34 Joules power/energy-pkg/                                                     
     8.011984182              48.60 Joules power/energy-pkg/                                                     
     9.012987639              48.62 Joules power/energy-pkg/                                                     
    10.013978597              48.63 Joules power/energy-pkg/                                                     
    11.014982434              47.59 Joules power/energy-pkg/                                                     
    12.015935325              47.27 Joules power/energy-pkg/                                                     
    13.016984869              47.35 Joules power/energy-pkg/                                                     
    14.017959480              48.16 Joules power/energy-pkg/                                                     
    15.019973681              47.68 Joules power/energy-pkg/                                                     
    16.020982158              48.68 Joules power/energy-pkg/                                                     
    17.022990462              48.64 Joules power/energy-pkg/                                                     
    18.023978920              48.65 Joules power/energy-pkg/                                                     
    19.026983797              47.49 Joules power/energy-pkg/                                                     
    20.027976578              47.24 Joules power/energy-pkg/                                                     
    21.028972535              47.52 Joules power/energy-pkg/                                                     
    22.029975503              47.52 Joules power/energy-pkg/                                                     
    23.030982977              47.50 Joules power/energy-pkg/                                                     
    24.031984108              48.20 Joules power/energy-pkg/                                                     
    25.035977221              48.58 Joules power/energy-pkg/                                                     
    26.036975322              48.81 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    27.037978523              48.92 Joules power/energy-pkg/                                                     
    28.038983887              48.99 Joules power/energy-pkg/                                                     
    29.039979148              48.64 Joules power/energy-pkg/                                                     
    30.040980872              49.29 Joules power/energy-pkg/                                                     
    31.041977210              49.05 Joules power/energy-pkg/                                                     
    32.042984257              48.77 Joules power/energy-pkg/                                                     
    33.043978838              48.63 Joules power/energy-pkg/                                                     
    34.044985956              48.57 Joules power/energy-pkg/                                                     
    35.045986623              48.40 Joules power/energy-pkg/                                                     
    36.046984231              48.58 Joules power/energy-pkg/                                                     
    37.047986385              48.24 Joules power/energy-pkg/                                                     
    38.048980622              48.74 Joules power/energy-pkg/                                                     
    39.049977340              48.63 Joules power/energy-pkg/                                                     
    40.050982124              49.32 Joules power/energy-pkg/                                                     
    41.054985471              49.36 Joules power/energy-pkg/                                                     
    42.055982038              48.64 Joules power/energy-pkg/                                                     
    43.079031254              49.84 Joules power/energy-pkg/                                                     
    44.079989755              48.63 Joules power/energy-pkg/                                                     
    45.080985455              47.91 Joules power/energy-pkg/                                                     
    46.081992230              47.48 Joules power/energy-pkg/                                                     
    47.082990664              47.38 Joules power/energy-pkg/                                                     
    48.083991085              47.58 Joules power/energy-pkg/                                                     
    49.084991616              47.35 Joules power/energy-pkg/                                                     
    50.085987100              47.41 Joules power/energy-pkg/                                                     
    51.087990184              47.51 Joules power/energy-pkg/                                                     
    52.088990994              47.48 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    53.089983199              47.53 Joules power/energy-pkg/                                                     
    54.092990576              47.46 Joules power/energy-pkg/                                                     
    55.093981527              47.67 Joules power/energy-pkg/                                                     
    56.094989024              48.43 Joules power/energy-pkg/                                                     
    57.095989655              48.14 Joules power/energy-pkg/                                                     
    58.096985749              48.21 Joules power/energy-pkg/                                                     
    59.097994217              48.00 Joules power/energy-pkg/                                                     
    60.098991727              48.04 Joules power/energy-pkg/                                                     
    61.100992495              48.87 Joules power/energy-pkg/                                                     
    62.101990313              49.07 Joules power/energy-pkg/                                                     
    63.105974686              48.54 Joules power/energy-pkg/                                                     
    64.106984963              48.44 Joules power/energy-pkg/                                                     
    65.107979087              47.66 Joules power/energy-pkg/                                                     
    66.108980825              47.41 Joules power/energy-pkg/                                                     
    67.109974369              47.42 Joules power/energy-pkg/                                                     
    68.110975207              47.59 Joules power/energy-pkg/                                                     
    69.111979841              47.42 Joules power/energy-pkg/                                                     
    70.112981598              47.50 Joules power/energy-pkg/                                                     
    71.113989629              47.46 Joules power/energy-pkg/                                                     
    72.114986837              47.41 Joules power/energy-pkg/                                                     
    73.117978820              47.64 Joules power/energy-pkg/                                                     
    74.118985565              48.36 Joules power/energy-pkg/                                                     
    75.119988109              47.31 Joules power/energy-pkg/                                                     
    76.120972673              48.72 Joules power/energy-pkg/                                                     
    77.121978340              49.96 Joules power/energy-pkg/                                                     
    78.122977715              50.17 Joules power/energy-pkg/                                                     
#           time             counts   unit events
    79.126948181              50.12 Joules power/energy-pkg/                                                     
    80.131986261              50.07 Joules power/energy-pkg/                                                     
    81.134929258              63.54 Joules power/energy-pkg/                                                     
    82.139922951              76.76 Joules power/energy-pkg/                                                     
    83.140930584              76.65 Joules power/energy-pkg/                                                     
    84.143929989              76.67 Joules power/energy-pkg/                                                     
    85.144898635              76.26 Joules power/energy-pkg/                                                     
    86.147929025              76.47 Joules power/energy-pkg/                                                     
    87.149923600              76.68 Joules power/energy-pkg/                                                     
    88.154926755              76.73 Joules power/energy-pkg/                                                     
    89.155900232              76.21 Joules power/energy-pkg/                                                     
    90.158935387              76.47 Joules power/energy-pkg/                                                     
    91.160936597              77.01 Joules power/energy-pkg/                                                     
    92.165932109              76.23 Joules power/energy-pkg/                                                     
    93.166933939              76.91 Joules power/energy-pkg/                                                     
    94.170037224              72.82 Joules power/energy-pkg/                                                     
    95.171370849              75.14 Joules power/energy-pkg/                                                     
    96.172680221              75.20 Joules power/energy-pkg/                                                     
    97.174006157              74.46 Joules power/energy-pkg/                                                     
    98.175291417              75.38 Joules power/energy-pkg/                                                     
    99.176595086              73.60 Joules power/energy-pkg/                                                     
   100.177945205              71.06 Joules power/energy-pkg/                                                     
   101.178917846              73.99 Joules power/energy-pkg/                                                     
   102.181913288              73.64 Joules power/energy-pkg/                                                     
   103.183917113              74.17 Joules power/energy-pkg/                                                     
   104.185913507              76.48 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   105.189973348              76.73 Joules power/energy-pkg/                                                     
   106.191241444              75.41 Joules power/energy-pkg/                                                     
   107.192540481              72.61 Joules power/energy-pkg/                                                     
   108.193800460              72.79 Joules power/energy-pkg/                                                     
   109.195067137              72.54 Joules power/energy-pkg/                                                     
   110.196311299              72.70 Joules power/energy-pkg/                                                     
   111.197571710              72.72 Joules power/energy-pkg/                                                     
   112.197911465              72.60 Joules power/energy-pkg/                                                     
   113.199915497              73.82 Joules power/energy-pkg/                                                     
   114.203906516              73.52 Joules power/energy-pkg/                                                     
   115.205170103              73.68 Joules power/energy-pkg/                                                     
   116.206444185              69.19 Joules power/energy-pkg/                                                     
   117.207705884              69.23 Joules power/energy-pkg/                                                     
   118.208994316              69.42 Joules power/energy-pkg/                                                     
   119.210229345              69.42 Joules power/energy-pkg/                                                     
   120.211491921              70.43 Joules power/energy-pkg/                                                     
   121.212754691              72.45 Joules power/energy-pkg/                                                     
   122.214024535              72.20 Joules power/energy-pkg/                                                     
   123.215260044              72.17 Joules power/energy-pkg/                                                     
   124.216501679              71.83 Joules power/energy-pkg/                                                     
   125.216908654              75.66 Joules power/energy-pkg/                                                     
   126.217916160              75.21 Joules power/energy-pkg/                                                     
   127.219913330              74.79 Joules power/energy-pkg/                                                     
   128.222910725              74.63 Joules power/energy-pkg/                                                     
   129.224914768              74.78 Joules power/energy-pkg/                                                     
   130.229912486              74.53 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   131.230922187              72.52 Joules power/energy-pkg/                                                     
   132.233996977              72.66 Joules power/energy-pkg/                                                     
   133.235249615              73.73 Joules power/energy-pkg/                                                     
   134.236519005              73.71 Joules power/energy-pkg/                                                     
   135.237788120              73.69 Joules power/energy-pkg/                                                     
   136.238923143              72.84 Joules power/energy-pkg/                                                     
   137.242922337              74.33 Joules power/energy-pkg/                                                     
   138.243918305              73.71 Joules power/energy-pkg/                                                     
   139.244922798              73.77 Joules power/energy-pkg/                                                     
   140.245919374              74.51 Joules power/energy-pkg/                                                     
   141.246917638              74.11 Joules power/energy-pkg/                                                     
   142.249919486              73.69 Joules power/energy-pkg/                                                     
   143.252923383              73.73 Joules power/energy-pkg/                                                     
   144.253927676              73.66 Joules power/energy-pkg/                                                     
   145.254919505              73.63 Joules power/energy-pkg/                                                     
   146.255916858              73.69 Joules power/energy-pkg/                                                     
   147.256921260              73.84 Joules power/energy-pkg/                                                     
   148.257919271              74.00 Joules power/energy-pkg/                                                     
   149.258896875              73.78 Joules power/energy-pkg/                                                     
   150.259894648              74.34 Joules power/energy-pkg/                                                     
   151.261923454              73.70 Joules power/energy-pkg/                                                     
   152.262921787              73.60 Joules power/energy-pkg/                                                     
   153.263921593              73.94 Joules power/energy-pkg/                                                     
   154.264925706              77.69 Joules power/energy-pkg/                                                     
   155.265897582              78.54 Joules power/energy-pkg/                                                     
   156.267924217              78.50 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   157.268928148              78.40 Joules power/energy-pkg/                                                     
   158.269925215              77.45 Joules power/energy-pkg/                                                     
   159.272895810              76.40 Joules power/energy-pkg/                                                     
   160.273921925              76.46 Joules power/energy-pkg/                                                     
   161.274919527              76.12 Joules power/energy-pkg/                                                     
   162.275921463              76.35 Joules power/energy-pkg/                                                     
   163.276921162              76.35 Joules power/energy-pkg/                                                     
   164.277919492              76.16 Joules power/energy-pkg/                                                     
   165.279898240              73.91 Joules power/energy-pkg/                                                     
   166.280917693              72.88 Joules power/energy-pkg/                                                     
   167.281921936              76.07 Joules power/energy-pkg/                                                     
   168.284930577              86.10 Joules power/energy-pkg/                                                     
   169.285918758              83.94 Joules power/energy-pkg/                                                     
   170.286918173              80.82 Joules power/energy-pkg/                                                     
   171.287924833              80.99 Joules power/energy-pkg/                                                     
   172.288918499              80.41 Joules power/energy-pkg/                                                     
   173.291921224              81.10 Joules power/energy-pkg/                                                     
   174.292920709              80.87 Joules power/energy-pkg/                                                     
   175.293924932              81.31 Joules power/energy-pkg/                                                     
   176.294918395              79.95 Joules power/energy-pkg/                                                     
   177.295917746              79.81 Joules power/energy-pkg/                                                     
   178.296919787              80.25 Joules power/energy-pkg/                                                     
   179.297899354              81.10 Joules power/energy-pkg/                                                     
   180.298895474              82.26 Joules power/energy-pkg/                                                     
   181.300919206              82.24 Joules power/energy-pkg/                                                     
   182.301891180              82.30 Joules power/energy-pkg/                                                     
#           time             counts   unit events
   183.302919705              82.16 Joules power/energy-pkg/                                                     
   184.303900407              81.69 Joules power/energy-pkg/                                                     
   185.304919573              81.37 Joules power/energy-pkg/                                                     
   186.305922195              80.38 Joules power/energy-pkg/                                                     
   187.309914443              80.90 Joules power/energy-pkg/                                                     
